7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1585268340, +2.84,  +1.388, +6.761912E+01,  10
1585268940, +2.84,  +1.344, +6.741824E+01,  10
1585269540, +2.84,  +1.322, +6.711762E+01,  10
1585270140, +2.84,  +1.344, +6.788659E+01,  10
1585270740, +2.84,  +1.322, +6.731275E+01,  10
1585271340, +2.87,  +1.266, +6.763006E+01,  10
1585271940, +2.84,  +1.243, +6.714625E+01,  10
1585272540, +2.84,  +1.266, +6.523680E+01,  10
1585273140, +2.84,  +1.333, +6.192239E+01,  10
1585273740, +2.84,  +1.277, +5.662580E+01,  10
1585274340, +2.84,  +1.310, +6.247862E+01,  10
1585274940, +2.84,  +1.299, +5.457266E+01,  10
1585275540, +2.84,  +1.232, +3.429384E+01,  10
1585276140, +2.84,  +1.221, +2.815572E+01,  10
1585276740, +2.84,  +1.277, +2.138373E+01,  10
1585277340, +2.84,  +1.288, +3.520204E+02,   1
1585277940, +2.81,  +1.288, +3.298799E+02,   1
1585278540, +2.81,  +1.243, +2.983717E+02,   1
1585279140, +2.82,  +1.299, +3.325715E+02,   1
1585279740, +2.82,  +1.299, +3.358732E+02,   1
1585280340, +2.82,  +1.355, +3.295387E+01,  10
1585280940, +2.84,  +1.322, +2.447484E+01,  10
1585281540, +2.84,  +1.277, +2.939786E+01,  10
1585282140, +2.84,  +1.277, +3.064551E+01,  10
1585282740, +2.84,  +1.322, +2.576284E+01,  10
1585283340, +2.84,  +1.333, +2.017734E+01,  10
1585283940, +2.84,  +1.344, +2.818986E+01,  10
1585284540, +2.84,  +1.322, +3.108982E+01,  10
1585285140, +2.84,  +1.333, +3.353712E+01,  10
1585285740, +2.84,  +1.333, +2.545142E+01,  10
1585286340, +2.84,  +1.344, +2.610128E+01,  10
1585286940, +2.83,  +1.366, +3.507948E+02,   1
1585287540, +2.81,  +1.344, +3.284659E+02,   1
1585288140, +2.81,  +1.310, +3.569697E+01,  10
1585288740, +2.79,  +1.388, +3.016575E+01,  10
1585289340, +2.84,  +1.333, +3.521536E+02,   1
1585289940, +2.82,  +1.399, +3.246843E+02,   1
1585290540, +2.82,  +1.377, +3.294810E+02,   1
1585291140, +2.82,  +1.355, +3.308590E+02,   1
1585291740, +2.82,  +1.366, +3.362177E+02,   1
1585292340, +2.82,  +1.399, +3.507307E+01,  10
1585292940, +2.84,  +1.377, +3.550411E+02,   1
1585293540, +2.82,  +1.411, +3.783623E+01,  10
1585294140, +2.84,  +1.422, +2.379973E+01,  10
1585294740, +2.84,  +1.388, +3.292164E+01,  10
1585295340, +2.84,  +1.444, +2.378243E+01,  10
1585295940, +2.84,  +1.388, +1.836205E+01,  10
1585296540, +2.84,  +1.422, +2.535397E+01,  10
1585297140, +2.84,  +1.422, +3.585773E+01,  10
1585297740, +2.84,  +1.399, +2.550134E+01,  10
1585298340, +2.84,  +1.411, +2.874938E+01,  10
1585298940, +2.84,  +1.422, +2.745626E+01,  10
1585299540, +2.84,  +1.388, +2.070456E+01,  10
1585300140, +2.83,  +1.444, +3.507458E+02,   1
1585300740, +2.81,  +1.499, +3.323778E+02,   1
1585301340, +2.81,  +1.422, +3.357882E+02,   1
1585301940, +2.81,  +1.422, +4.070136E+01,  10
1585302540, +2.84,  +1.455, +3.493678E+02,   1
1585303140, +2.81,  +1.388, +4.008802E+01,  10
1585303740, +2.84,  +1.444, +2.701348E+01,  10
1585304340, +2.84,  +1.411, +4.470949E+01,  10
1585304940, +2.84,  +1.444, +4.389138E+01,  10
1585305540, +2.84,  +1.433, +3.031717E+01,  10
1585306140, +2.84,  +1.388, +3.702325E+01,  10
1585306740, +2.84,  +1.422, +4.635897E+01,  10
1585307340, +2.84,  +1.444, +4.875942E+01,  10
1585307940, +2.84,  +1.433, +4.845184E+01,  10
1585308540, +2.84,  +1.444, +4.700461E+01,  10
1585309140, +2.84,  +1.488, +4.477051E+01,  10
1585309740, +2.84,  +1.455, +5.136940E+01,  10
1585310340, +2.84,  +1.444, +4.971289E+01,  10
1585310940, +2.84,  +1.511, +4.913675E+01,  10
1585311540, +2.84,  +1.444, +5.191706E+01,  10
1585312140, +2.84,  +1.477, +5.500564E+01,  10
1585312740, +2.84,  +1.466, +5.568153E+01,  10
1585313340, +2.84,  +1.433, +5.950777E+01,  10
1585313940, +2.84,  +1.477, +6.219331E+01,  10
1585314540, +2.84,  +1.433, +6.249018E+01,  10
1585315140, +2.84,  +1.444, +6.470622E+01,  10
1585315740, +2.84,  +1.499, +6.553421E+01,  10
1585316340, +2.84,  +1.433, +6.532032E+01,  10
1585316940, +2.84,  +1.477, +6.435063E+01,  10
