7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1578810360, +2.71,  +2.689, +6.976848E+01,  10
1578810960, +2.70,  +2.700, +6.977521E+01,  10
1578811560, +2.71,  +2.678, +6.982582E+01,  10
1578812160, +2.70,  +2.721, +6.960305E+01,  10
1578812760, +2.70,  +2.700, +6.968779E+01,  10
1578813360, +2.70,  +2.732, +6.972722E+01,  10
1578813960, +2.70,  +2.711, +6.986256E+01,  10
1578814560, +2.70,  +2.721, +6.967998E+01,  10
1578815160, +2.70,  +2.678, +6.936681E+01,  10
1578815760, +2.70,  +2.668, +6.983171E+01,  10
1578816360, +2.70,  +2.689, +6.958414E+01,  10
1578816960, +2.70,  +2.711, +6.964745E+01,  10
1578817560, +2.71,  +2.711, +6.965572E+01,  10
1578818160, +2.70,  +2.689, +6.969843E+01,  10
1578818760, +2.70,  +2.711, +6.982023E+01,  10
1578819360, +2.70,  +2.721, +6.979849E+01,  10
1578819960, +2.70,  +2.700, +6.957870E+01,  10
1578820560, +2.70,  +2.689, +6.955030E+01,  10
1578821160, +2.70,  +2.711, +6.931177E+01,  10
1578821760, +2.70,  +2.732, +6.921546E+01,  10
1578822360, +2.70,  +2.678, +6.946625E+01,  10
1578822960, +2.70,  +2.668, +6.927946E+01,  10
1578823560, +2.70,  +2.657, +6.978119E+01,  10
1578824160, +2.70,  +2.700, +6.940302E+01,  10
1578824760, +2.70,  +2.678, +6.918155E+01,  10
1578825360, +2.70,  +2.721, +6.931873E+01,  10
1578825960, +2.70,  +2.711, +6.914771E+01,  10
1578826560, +2.70,  +2.743, +6.849189E+01,  10
1578827160, +2.70,  +2.700, +6.880361E+01,  10
1578827760, +2.70,  +2.689, +6.893804E+01,  10
1578828360, +2.70,  +2.711, +6.936168E+01,  10
1578828960, +2.70,  +2.668, +6.935578E+01,  10
1578829560, +2.70,  +2.743, +6.923146E+01,  10
1578830160, +2.70,  +2.711, +6.945492E+01,  10
1578830760, +2.70,  +2.700, +6.956630E+01,  10
1578831360, +2.70,  +2.635, +6.950338E+01,  10
1578831960, +2.70,  +2.732, +6.972951E+01,  10
1578832560, +2.71,  +2.721, +6.969338E+01,  10
1578833160, +2.70,  +2.732, +6.966582E+01,  10
1578833760, +2.70,  +2.689, +6.959899E+01,  10
1578834360, +2.70,  +2.657, +6.979527E+01,  10
1578834960, +2.70,  +2.700, +6.976350E+01,  10
1578835560, +2.70,  +2.721, +6.970203E+01,  10
1578836160, +2.70,  +2.678, +6.981916E+01,  10
1578836760, +2.70,  +2.678, +6.977889E+01,  10
1578837360, +2.70,  +2.689, +6.953545E+01,  10
1578837960, +2.70,  +2.678, +6.970670E+01,  10
1578838560, +2.70,  +2.668, +6.970724E+01,  10
1578839160, +2.70,  +2.721, +6.976036E+01,  10
1578839760, +2.70,  +2.711, +6.983056E+01,  10
1578840360, +2.70,  +2.700, +6.981510E+01,  10
1578840960, +2.70,  +2.732, +6.945209E+01,  10
1578841560, +2.70,  +2.700, +6.982689E+01,  10
1578842160, +2.71,  +2.700, +6.954862E+01,  10
1578842760, +2.70,  +2.732, +6.921010E+01,  10
1578843360, +2.70,  +2.711, +6.968940E+01,  10
1578843960, +2.70,  +2.700, +6.965036E+01,  10
1578844560, +2.70,  +2.711, +7.000587E+01,  10
1578845160, +2.70,  +2.700, +6.969698E+01,  10
1578845760, +2.70,  +2.711, +6.975493E+01,  10
1578846360, +2.70,  +2.689, +6.978731E+01,  10
1578846960, +2.70,  +2.711, +6.984358E+01,  10
1578847560, +2.70,  +2.646, +7.003718E+01,  10
1578848160, +2.70,  +2.678, +6.967968E+01,  10
1578848760, +2.70,  +2.678, +6.966375E+01,  10
1578849360, +2.70,  +2.700, +6.986409E+01,  10
1578849960, +2.70,  +2.657, +6.973847E+01,  10
1578850560, +2.70,  +2.711, +6.975761E+01,  10
1578851160, +2.70,  +2.635, +6.890780E+01,  10
1578851760, +2.70,  +2.753, +7.000870E+01,  10
1578852360, +2.70,  +2.700, +7.011978E+01,  10
1578852960, +2.70,  +2.678, +6.964760E+01,  10
1578853560, +2.70,  +2.689, +6.956975E+01,  10
1578854160, +2.70,  +2.678, +6.950598E+01,  10
1578854760, +2.70,  +2.700, +6.863964E+01,  10
1578855360, +2.70,  +2.700, +6.977345E+01,  10
1578855960, +2.70,  +2.700, +6.967118E+01,  10
1578856560, +2.70,  +2.721, +6.990581E+01,  10
1578857160, +2.70,  +2.689, +6.971489E+01,  10
1578857760, +2.70,  +2.721, +6.980132E+01,  10
1578858360, +2.70,  +2.711, +6.943035E+01,  10
1578858960, +2.71,  +2.689, +6.972814E+01,  10
1578859560, +2.70,  +2.753, +6.983431E+01,  10
1578860160, +2.70,  +2.678, +6.948699E+01,  10
1578860760, +2.70,  +2.689, +6.981885E+01,  10
1578861360, +2.70,  +2.689, +6.965028E+01,  10
1578861960, +2.70,  +2.700, +6.991332E+01,  10
1578862560, +2.70,  +2.635, +6.957679E+01,  10
1578863160, +2.70,  +2.689, +6.993123E+01,  10
1578863760, +2.70,  +2.668, +6.959945E+01,  10
1578864360, +2.70,  +2.678, +6.980117E+01,  10
1578864960, +2.70,  +2.689, +6.954847E+01,  10
1578865560, +2.70,  +2.657, +6.972147E+01,  10
1578866160, +2.70,  +2.689, +6.954785E+01,  10
1578866760, +2.70,  +2.657, +6.968037E+01,  10
1578867360, +2.70,  +2.678, +6.954502E+01,  10
1578867960, +2.70,  +2.657, +6.936145E+01,  10
1578868560, +2.70,  +2.625, +6.960045E+01,  10
1578869160, +2.70,  +2.678, +6.974972E+01,  10
1578869760, +2.70,  +2.700, +6.939590E+01,  10
1578870360, +2.70,  +2.711, +6.964462E+01,  10
1578870960, +2.70,  +2.678, +6.998665E+01,  10
1578871560, +2.70,  +2.635, +6.975531E+01,  10
1578872160, +2.70,  +2.689, +6.969016E+01,  10
1578872760, +2.70,  +2.668, +6.955390E+01,  10
1578873360, +2.70,  +2.625, +6.954449E+01,  10
1578873960, +2.70,  +2.668, +6.946434E+01,  10
1578874560, +2.70,  +2.657, +6.981824E+01,  10
1578875160, +2.70,  +2.689, +6.954770E+01,  10
1578875760, +2.70,  +2.657, +6.974781E+01,  10
1578876360, +2.70,  +2.678, +6.982467E+01,  10
1578876960, +2.70,  +2.678, +7.010684E+01,  10
1578877560, +2.70,  +2.689, +6.965487E+01,  10
1578878160, +2.70,  +2.625, +6.974544E+01,  10
1578878760, +2.70,  +2.657, +6.968021E+01,  10
1578879360, +2.70,  +2.668, +6.963030E+01,  10
1578879960, +2.70,  +2.668, +6.953859E+01,  10
1578880560, +2.70,  +2.678, +6.977636E+01,  10
1578881160, +2.70,  +2.657, +6.916318E+01,  10
1578881760, +2.70,  +2.678, +6.997999E+01,  10
1578882360, +2.70,  +2.646, +6.868848E+01,  10
1578882960, +2.70,  +2.689, +6.987841E+01,  10
1578883560, +2.70,  +2.678, +6.980645E+01,  10
1578884160, +2.70,  +2.635, +6.988446E+01,  10
1578884760, +2.70,  +2.711, +6.947903E+01,  10
1578885360, +2.70,  +2.700, +6.960052E+01,  10
1578885960, +2.70,  +2.668, +6.969698E+01,  10
1578886560, +2.70,  +2.689, +6.961583E+01,  10
1578887160, +2.70,  +2.614, +6.957189E+01,  10
1578887760, +2.70,  +2.657, +6.965549E+01,  10
1578888360, +2.70,  +2.635, +6.880361E+01,  10
1578888960, +2.70,  +2.646, +6.860603E+01,  10
1578889560, +2.70,  +2.635, +6.933228E+01,  10
1578890160, +2.70,  +2.721, +6.895327E+01,  10
1578890760, +2.70,  +2.635, +6.971466E+01,  10
1578891360, +2.70,  +2.700, +6.939406E+01,  10
1578891960, +2.70,  +2.689, +6.951034E+01,  10
1578892560, +2.70,  +2.668, +6.976274E+01,  10
1578893160, +2.70,  +2.668, +6.935938E+01,  10
1578893760, +2.70,  +2.646, +6.904598E+01,  10
1578894360, +2.70,  +2.646, +6.976289E+01,  10
1578894960, +2.70,  +2.668, +6.975148E+01,  10
1578895560, +2.70,  +2.668, +6.938947E+01,  10
1578896160, +2.70,  +2.657, +6.970762E+01,  10
1578896760, +2.70,  +2.668, +6.985406E+01,  10
