7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1575417360, +2.86,  +3.759, +6.860358E+01,  10
1575417960, +2.86,  +3.748, +6.864614E+01,  10
1575418560, +2.86,  +3.727, +6.861476E+01,  10
1575419160, +2.86,  +3.738, +6.875730E+01,  10
1575419760, +2.86,  +3.738, +6.869338E+01,  10
1575420360, +2.86,  +3.707, +6.861996E+01,  10
1575420960, +2.88,  +3.780, +6.873548E+01,  10
1575421560, +2.86,  +3.759, +6.875600E+01,  10
1575422160, +2.86,  +3.748, +6.918859E+01,  10
1575422760, +2.86,  +3.727, +6.846808E+01,  10
1575423360, +2.86,  +3.717, +6.846548E+01,  10
1575423960, +2.86,  +3.727, +6.866092E+01,  10
1575424560, +2.86,  +3.759, +6.802768E+01,  10
1575425160, +2.86,  +3.759, +6.798412E+01,  10
1575425760, +2.86,  +3.748, +6.864339E+01,  10
1575426360, +2.86,  +3.748, +6.898052E+01,  10
1575426960, +2.86,  +3.790, +6.864936E+01,  10
1575427560, +2.86,  +3.717, +6.809963E+01,  10
1575428160, +2.86,  +3.707, +6.844596E+01,  10
1575428760, +2.86,  +3.717, +6.789447E+01,  10
1575429360, +2.86,  +3.769, +6.842445E+01,  10
1575429960, +2.86,  +3.727, +6.846012E+01,  10
1575430560, +2.86,  +3.759, +6.818851E+01,  10
1575431160, +2.86,  +3.769, +6.867087E+01,  10
1575431760, +2.86,  +3.707, +6.854012E+01,  10
1575432360, +2.86,  +3.759, +6.835501E+01,  10
1575432960, +2.86,  +3.780, +6.880690E+01,  10
1575433560, +2.86,  +3.738, +6.823291E+01,  10
1575434160, +2.86,  +3.748, +6.874168E+01,  10
1575434760, +2.86,  +3.759, +6.800877E+01,  10
1575435360, +2.86,  +3.738, +6.790512E+01,  10
1575435960, +2.86,  +3.769, +6.849074E+01,  10
1575436560, +2.86,  +3.748, +6.807544E+01,  10
1575437160, +2.86,  +3.780, +6.874313E+01,  10
1575437760, +2.86,  +3.727, +6.822541E+01,  10
1575438360, +2.86,  +3.769, +6.817136E+01,  10
1575438960, +2.86,  +3.748, +6.782803E+01,  10
1575439560, +2.86,  +3.738, +6.818553E+01,  10
1575440160, +2.86,  +3.707, +6.752511E+01,  10
1575440760, +2.86,  +3.780, +6.813362E+01,  10
1575441360, +2.86,  +3.748, +6.845017E+01,  10
1575441960, +2.86,  +3.769, +6.793114E+01,  10
1575442560, +2.86,  +3.727, +6.862264E+01,  10
1575443160, +2.86,  +3.717, +6.864232E+01,  10
1575443760, +2.86,  +3.654, +6.837982E+01,  10
1575444360, +2.86,  +3.780, +6.841664E+01,  10
1575444960, +2.86,  +3.769, +6.857763E+01,  10
1575445560, +2.86,  +3.727, +6.828451E+01,  10
1575446160, +2.86,  +3.707, +6.796582E+01,  10
1575446760, +2.86,  +3.727, +6.804000E+01,  10
1575447360, +2.86,  +3.759, +6.808103E+01,  10
1575447960, +2.86,  +3.738, +6.804827E+01,  10
1575448560, +2.86,  +3.707, +6.834659E+01,  10
1575449160, +2.85,  +3.717, +6.875546E+01,  10
1575449760, +2.86,  +3.696, +6.830150E+01,  10
1575450360, +2.86,  +3.727, +6.795457E+01,  10
1575450960, +2.86,  +3.759, +6.818132E+01,  10
1575451560, +2.86,  +3.759, +6.865839E+01,  10
1575452160, +2.86,  +3.748, +6.799805E+01,  10
1575452760, +2.86,  +3.717, +6.809366E+01,  10
1575453360, +2.86,  +3.769, +6.818614E+01,  10
1575453960, +2.86,  +3.759, +6.815016E+01,  10
1575454560, +2.86,  +3.717, +6.811877E+01,  10
1575455160, +2.86,  +3.727, +6.838632E+01,  10
1575455760, +2.86,  +3.717, +6.793321E+01,  10
1575456360, +2.86,  +3.727, +6.814710E+01,  10
1575456960, +2.86,  +3.717, +6.830097E+01,  10
1575457560, +2.86,  +3.686, +6.810430E+01,  10
1575458160, +2.86,  +3.748, +6.799323E+01,  10
1575458760, +2.86,  +3.727, +6.802699E+01,  10
1575459360, +2.86,  +3.738, +6.805056E+01,  10
1575459960, +2.86,  +3.707, +6.823934E+01,  10
1575460560, +2.86,  +3.738, +6.869491E+01,  10
1575461160, +2.86,  +3.748, +6.778493E+01,  10
1575461760, +2.86,  +3.727, +6.769819E+01,  10
1575462360, +2.86,  +3.707, +6.813439E+01,  10
1575462960, +2.86,  +3.780, +6.836458E+01,  10
1575463560, +2.86,  +3.717, +6.835578E+01,  10
1575464160, +2.86,  +3.738, +6.830426E+01,  10
1575464760, +2.86,  +3.738, +6.852634E+01,  10
1575465360, +2.86,  +3.675, +6.828436E+01,  10
1575465960, +2.86,  +3.759, +6.729721E+01,  10
1575466560, +2.86,  +3.696, +6.823253E+01,  10
1575467160, +2.86,  +3.717, +6.867715E+01,  10
1575467760, +2.86,  +3.727, +6.847681E+01,  10
1575468360, +2.86,  +3.769, +6.847734E+01,  10
1575468960, +2.86,  +3.717, +6.841036E+01,  10
1575469560, +2.86,  +3.686, +6.857258E+01,  10
1575470160, +2.85,  +3.769, +6.844213E+01,  10
1575470760, +2.86,  +3.696, +6.871619E+01,  10
1575471360, +2.86,  +3.717, +6.860664E+01,  10
1575471960, +2.86,  +3.790, +6.832378E+01,  10
1575472560, +2.86,  +3.748, +6.808524E+01,  10
