7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1581594360, +2.65,  +1.886, +6.683981E+01,  10
1581594960, +2.65,  +1.940, +6.700585E+01,  10
1581595560, +2.65,  +1.919, +6.704160E+01,  10
1581596160, +2.65,  +1.930, +6.674596E+01,  10
1581596760, +2.65,  +1.875, +6.583001E+01,  10
1581597360, +2.65,  +1.908, +6.460563E+01,  10
1581597960, +2.65,  +1.908, +6.614915E+01,  10
1581598560, +2.65,  +1.864, +6.600746E+01,  10
1581599160, +2.65,  +1.919, +6.686913E+01,  10
1581599760, +2.65,  +1.897, +6.619639E+01,  10
1581600360, +2.65,  +1.875, +6.605951E+01,  10
1581600960, +2.65,  +1.875, +6.745897E+01,  10
1581601560, +2.65,  +1.864, +6.551400E+01,  10
1581602160, +2.65,  +1.897, +6.523764E+01,  10
1581602760, +2.65,  +1.864, +6.569834E+01,  10
1581603360, +2.65,  +1.897, +6.738647E+01,  10
1581603960, +2.65,  +1.919, +6.727700E+01,  10
1581604560, +2.65,  +1.842, +6.657900E+01,  10
1581605160, +2.65,  +1.809, +6.256949E+01,  10
1581605760, +2.65,  +1.875, +6.576723E+01,  10
1581606360, +2.64,  +1.875, +6.717557E+01,  10
1581606960, +2.65,  +1.853, +6.781892E+01,  10
1581607560, +2.65,  +1.864, +6.612152E+01,  10
1581608160, +2.65,  +1.853, +6.703096E+01,  10
1581608760, +2.65,  +1.853, +6.744572E+01,  10
1581609360, +2.65,  +1.875, +6.743355E+01,  10
1581609960, +2.65,  +1.908, +6.767500E+01,  10
1581610560, +2.65,  +1.908, +6.771932E+01,  10
1581611160, +2.65,  +1.897, +6.694369E+01,  10
1581611760, +2.65,  +1.886, +6.726713E+01,  10
1581612360, +2.65,  +1.930, +6.814825E+01,  10
1581612960, +2.65,  +1.908, +6.773249E+01,  10
1581613560, +2.65,  +1.908, +6.809405E+01,  10
1581614160, +2.65,  +1.853, +6.825067E+01,  10
1581614760, +2.65,  +1.864, +6.774757E+01,  10
1581615360, +2.65,  +1.875, +6.789103E+01,  10
1581615960, +2.65,  +1.897, +6.795610E+01,  10
1581616560, +2.65,  +1.908, +6.728297E+01,  10
1581617160, +2.65,  +1.853, +6.754754E+01,  10
1581617760, +2.65,  +1.864, +6.806373E+01,  10
1581618360, +2.65,  +1.908, +6.827081E+01,  10
1581618960, +2.65,  +1.908, +6.810806E+01,  10
1581619560, +2.65,  +1.908, +6.736328E+01,  10
1581620160, +2.65,  +1.897, +6.796835E+01,  10
1581620760, +2.65,  +1.930, +6.821232E+01,  10
1581621360, +2.65,  +1.908, +6.814335E+01,  10
1581621960, +2.65,  +1.908, +6.811854E+01,  10
1581622560, +2.66,  +1.897, +6.853782E+01,  10
1581623160, +2.65,  +1.908, +6.871175E+01,  10
1581623760, +2.65,  +1.842, +6.884242E+01,  10
1581624360, +2.65,  +1.897, +6.887167E+01,  10
1581624960, +2.65,  +1.886, +6.871894E+01,  10
1581625560, +2.65,  +1.919, +6.906075E+01,  10
1581626160, +2.65,  +1.908, +6.859355E+01,  10
1581626760, +2.65,  +1.897, +6.874834E+01,  10
1581627360, +2.65,  +1.875, +6.867431E+01,  10
1581627960, +2.65,  +1.886, +6.867163E+01,  10
1581628560, +2.65,  +1.897, +6.827739E+01,  10
1581629160, +2.65,  +1.908, +6.883638E+01,  10
1581629760, +2.65,  +1.897, +6.893735E+01,  10
1581630360, +2.65,  +1.897, +6.817573E+01,  10
1581630960, +2.65,  +1.897, +6.898581E+01,  10
1581631560, +2.65,  +1.886, +6.911839E+01,  10
1581632160, +2.65,  +1.886, +6.885437E+01,  10
1581632760, +2.65,  +1.908, +6.868105E+01,  10
1581633360, +2.65,  +1.919, +6.859118E+01,  10
1581633960, +2.65,  +1.930, +6.865334E+01,  10
1581634560, +2.65,  +1.919, +6.870738E+01,  10
1581635160, +2.65,  +1.875, +6.829140E+01,  10
1581635760, +2.65,  +1.908, +6.901719E+01,  10
1581636360, +2.65,  +1.864, +6.908563E+01,  10
1581636960, +2.65,  +1.875, +6.900755E+01,  10
1581637560, +2.65,  +1.951, +6.877850E+01,  10
1581638160, +2.65,  +1.919, +6.917765E+01,  10
1581638760, +2.65,  +1.864, +6.910561E+01,  10
1581639360, +2.65,  +1.886, +6.853491E+01,  10
1581639960, +2.65,  +1.940, +6.940524E+01,  10
1581640560, +2.65,  +1.886, +6.955559E+01,  10
1581641160, +2.65,  +1.875, +6.880063E+01,  10
1581641760, +2.65,  +1.908, +6.906649E+01,  10
1581642360, +2.65,  +1.886, +6.921669E+01,  10
1581642960, +2.65,  +1.908, +6.845392E+01,  10
1581643560, +2.65,  +1.875, +6.903449E+01,  10
1581644160, +2.65,  +1.886, +6.918002E+01,  10
1581644760, +2.65,  +1.897, +6.928796E+01,  10
