7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1586051340, +2.78,  +1.411, +3.272587E+02,   1
1586051940, +2.78,  +1.411, +2.938306E+02,   1
1586052540, +2.78,  +1.466, +2.787890E+01,  10
1586053140, +2.80,  +1.499, +3.364871E+02,   1
1586053740, +2.78,  +1.455, +5.016661E+01,  10
1586054340, +2.81,  +1.422, +4.404601E+01,  10
1586054940, +2.80,  +1.433, +3.410208E+01,  10
1586055540, +2.81,  +1.399, +5.088123E+01,  10
1586056140, +2.80,  +1.444, +4.725241E+01,  10
1586056740, +2.80,  +1.444, +3.493038E+01,  10
1586057340, +2.80,  +1.422, +3.372251E+02,   1
1586057940, +2.78,  +1.477, +3.289268E+02,   1
1586058540, +2.78,  +1.466, +3.192314E+02,   1
1586059140, +2.78,  +1.455, +3.211261E+02,   1
1586059740, +2.77,  +1.455, +3.234472E+02,   1
1586060340, +2.78,  +1.433, +3.130919E+02,   1
1586060940, +2.78,  +1.444, +1.855333E+02,   1
1586061540, +2.78,  +1.522, +3.496521E+01,  10
1586062140, +2.80,  +1.444, +2.068175E+01,  10
1586062740, +2.80,  +1.499, +4.188111E+01,  10
1586063340, +2.80,  +1.477, +3.714780E+01,  10
1586063940, +2.80,  +1.411, +5.841965E+01,  10
1586064540, +2.80,  +1.477, +3.435644E+02,   1
1586065140, +2.78,  +1.455, +5.403481E+01,  10
1586065740, +2.80,  +1.477, +5.871453E+01,  10
1586066340, +2.80,  +1.422, +5.839018E+01,  10
1586066940, +2.80,  +1.477, +4.791444E+01,  10
1586067540, +2.81,  +1.455, +6.236256E+01,  10
1586068140, +2.81,  +1.455, +6.030882E+01,  10
1586068740, +2.80,  +1.455, +5.228168E+01,  10
1586069340, +2.80,  +1.488, +4.781905E+01,  10
1586069940, +2.80,  +1.499, +5.648640E+01,  10
1586070540, +2.80,  +1.444, +5.852315E+01,  10
1586071140, +2.80,  +1.477, +6.163287E+01,  10
1586071740, +2.80,  +1.466, +6.330324E+01,  10
1586072340, +2.80,  +1.511, +6.074945E+01,  10
1586072940, +2.80,  +1.477, +6.357837E+01,  10
1586073540, +2.81,  +1.511, +6.200568E+01,  10
1586074140, +2.80,  +1.455, +6.313215E+01,  10
1586074740, +2.80,  +1.488, +6.274701E+01,  10
1586075340, +2.80,  +1.477, +6.352876E+01,  10
1586075940, +2.80,  +1.499, +6.348605E+01,  10
1586076540, +2.80,  +1.522, +6.379057E+01,  10
1586077140, +2.80,  +1.488, +6.400186E+01,  10
1586077740, +2.80,  +1.499, +6.134250E+01,  10
1586078340, +2.80,  +1.477, +6.322539E+01,  10
1586078940, +2.80,  +1.488, +6.086283E+01,  10
1586079540, +2.80,  +1.477, +6.364199E+01,  10
1586080140, +2.80,  +1.544, +6.262744E+01,  10
1586080740, +2.80,  +1.466, +6.107380E+01,  10
1586081340, +2.80,  +1.444, +6.199687E+01,  10
1586081940, +2.82,  +1.444, +6.171172E+01,  10
1586082540, +2.80,  +1.444, +5.802679E+01,  10
1586083140, +2.80,  +1.511, +5.014365E+01,  10
1586083740, +2.80,  +1.477, +4.886185E+01,  10
1586084340, +2.80,  +1.488, +5.910702E+01,  10
1586084940, +2.80,  +1.488, +5.303128E+01,  10
1586085540, +2.80,  +1.477, +4.164342E+01,  10
1586086140, +2.80,  +1.511, +6.119070E+01,  10
1586086740, +2.80,  +1.533, +6.256596E+01,  10
1586087340, +2.80,  +1.522, +6.617258E+01,  10
1586087940, +2.80,  +1.511, +6.626084E+01,  10
1586088540, +2.80,  +1.488, +6.681133E+01,  10
1586089140, +2.80,  +1.522, +6.741350E+01,  10
1586089740, +2.80,  +1.555, +6.839551E+01,  10
1586090340, +2.80,  +1.499, +6.824172E+01,  10
1586090940, +2.80,  +1.533, +6.833810E+01,  10
1586091540, +2.80,  +1.466, +6.881448E+01,  10
1586092140, +2.80,  +1.466, +6.866972E+01,  10
1586092740, +2.80,  +1.499, +6.738678E+01,  10
1586093340, +2.80,  +1.522, +6.849541E+01,  10
1586093940, +2.80,  +1.533, +6.942208E+01,  10
1586094540, +2.80,  +1.544, +6.869192E+01,  10
1586095140, +2.80,  +1.544, +6.945913E+01,  10
1586095740, +2.80,  +1.488, +6.922090E+01,  10
1586096340, +2.80,  +1.511, +6.842315E+01,  10
1586096940, +2.80,  +1.488, +6.960818E+01,  10
1586097540, +2.80,  +1.511, +6.889371E+01,  10
1586098140, +2.80,  +1.477, +6.857656E+01,  10
1586098740, +2.80,  +1.511, +6.729828E+01,  10
1586099340, +2.80,  +1.488, +6.598717E+01,  10
1586099940, +2.80,  +1.511, +6.876886E+01,  10
1586100540, +2.80,  +1.511, +6.906994E+01,  10
1586101140, +2.80,  +1.477, +6.922166E+01,  10
1586101740, +2.79,  +1.511, +6.838541E+01,  10
1586102340, +2.80,  +1.522, +6.824141E+01,  10
1586102940, +2.80,  +1.511, +6.865962E+01,  10
1586103540, +2.80,  +1.499, +6.800739E+01,  10
1586104140, +2.80,  +1.555, +6.751608E+01,  10
1586104740, +2.80,  +1.511, +6.817152E+01,  10
1586105340, +2.80,  +1.555, +6.723291E+01,  10
1586105940, +2.80,  +1.533, +6.775683E+01,  10
1586106540, +2.80,  +1.533, +6.766834E+01,  10
1586107140, +2.80,  +1.555, +6.690549E+01,  10
1586107740, +2.80,  +1.477, +6.762279E+01,  10
1586108340, +2.80,  +1.522, +6.699812E+01,  10
1586108940, +2.80,  +1.555, +6.758696E+01,  10
1586109540, +2.80,  +1.522, +6.812283E+01,  10
1586110140, +2.80,  +1.522, +6.654983E+01,  10
1586110740, +2.80,  +1.522, +6.564536E+01,  10
1586111340, +2.80,  +1.511, +6.585190E+01,  10
1586111940, +2.80,  +1.522, +6.650474E+01,  10
1586112540, +2.80,  +1.522, +6.616561E+01,  10
1586113140, +2.80,  +1.499, +6.561865E+01,  10
1586113740, +2.80,  +1.499, +6.626483E+01,  10
1586114340, +2.80,  +1.544, +6.607635E+01,  10
1586114940, +2.79,  +1.499, +6.621216E+01,  10
1586115540, +2.80,  +1.511, +6.490074E+01,  10
1586116140, +2.79,  +1.511, +6.191956E+01,  10
1586116740, +2.80,  +1.522, +6.483107E+01,  10
1586117340, +2.80,  +1.566, +6.282349E+01,  10
1586117940, +2.79,  +1.566, +6.379356E+01,  10
1586118540, +2.80,  +1.511, +6.519317E+01,  10
1586119140, +2.79,  +1.533, +6.624997E+01,  10
1586119740, +2.79,  +1.544, +6.674986E+01,  10
1586120340, +2.79,  +1.577, +5.846007E+01,  10
1586120940, +2.80,  +1.577, +6.503080E+01,  10
1586121540, +2.79,  +1.511, +6.293189E+01,  10
1586122140, +2.79,  +1.566, +6.513300E+01,  10
1586122740, +2.79,  +1.610, +6.449884E+01,  10
1586123340, +2.79,  +1.610, +6.315932E+01,  10
1586123940, +2.79,  +1.632, +6.435944E+01,  10
1586124540, +2.80,  +1.676, +5.972181E+01,  10
1586125140, +2.79,  +1.588, +5.822582E+01,  10
1586125740, +2.80,  +1.643, +6.317188E+01,  10
1586126340, +2.82,  +1.654, +6.394138E+01,  10
1586126940, +2.79,  +1.588, +6.403600E+01,  10
