7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1584746340, +2.87,  +1.522, +6.865923E+01,  10
1584746940, +2.86,  +1.544, +6.854035E+01,  10
1584747540, +2.86,  +1.588, +6.876748E+01,  10
1584748140, +2.86,  +1.511, +6.890933E+01,  10
1584748740, +2.86,  +1.577, +6.867531E+01,  10
1584749340, +2.86,  +1.477, +6.902921E+01,  10
1584749940, +2.86,  +1.466, +6.868603E+01,  10
1584750540, +2.86,  +1.488, +6.858184E+01,  10
1584751140, +2.87,  +1.511, +6.862034E+01,  10
1584751740, +2.87,  +1.533, +6.890053E+01,  10
1584752340, +2.86,  +1.566, +6.859125E+01,  10
1584752940, +2.86,  +1.499, +6.898205E+01,  10
1584753540, +2.86,  +1.577, +6.889517E+01,  10
1584754140, +2.86,  +1.588, +6.846747E+01,  10
1584754740, +2.87,  +1.588, +6.878340E+01,  10
1584755340, +2.86,  +1.522, +6.822235E+01,  10
1584755940, +2.86,  +1.511, +6.857893E+01,  10
1584756540, +2.86,  +1.499, +6.830227E+01,  10
1584757140, +2.86,  +1.555, +6.801420E+01,  10
1584757740, +2.86,  +1.577, +6.836703E+01,  10
1584758340, +2.86,  +1.499, +6.737874E+01,  10
1584758940, +2.86,  +1.555, +6.827042E+01,  10
1584759540, +2.86,  +1.577, +6.531450E+01,  10
1584760140, +2.86,  +1.511, +6.600860E+01,  10
1584760740, +2.86,  +1.544, +6.583828E+01,  10
1584761340, +2.86,  +1.599, +6.621775E+01,  10
1584761940, +2.86,  +1.555, +6.636205E+01,  10
1584762540, +2.86,  +1.533, +6.626391E+01,  10
1584763140, +2.86,  +1.511, +6.637116E+01,  10
1584763740, +2.86,  +1.499, +6.661980E+01,  10
1584764340, +2.86,  +1.544, +6.748584E+01,  10
1584764940, +2.86,  +1.555, +6.699223E+01,  10
1584765540, +2.86,  +1.522, +6.657601E+01,  10
1584766140, +2.86,  +1.555, +6.707276E+01,  10
1584766740, +2.86,  +1.577, +6.662883E+01,  10
1584767340, +2.86,  +1.577, +6.635967E+01,  10
1584767940, +2.86,  +1.577, +6.424545E+01,  10
1584768540, +2.86,  +1.577, +6.439526E+01,  10
1584769140, +2.86,  +1.610, +6.429253E+01,  10
1584769740, +2.86,  +1.577, +6.417816E+01,  10
1584770340, +2.86,  +1.599, +6.130928E+01,  10
1584770940, +2.86,  +1.533, +6.100789E+01,  10
1584771540, +2.86,  +1.577, +6.146108E+01,  10
1584772140, +2.86,  +1.610, +6.060584E+01,  10
1584772740, +2.86,  +1.544, +6.108659E+01,  10
1584773340, +2.86,  +1.588, +5.577063E+01,  10
1584773940, +2.86,  +1.522, +5.485124E+01,  10
1584774540, +2.86,  +1.566, +5.484113E+01,  10
1584775140, +2.86,  +1.533, +5.783870E+01,  10
1584775740, +2.86,  +1.555, +5.567678E+01,  10
1584776340, +2.86,  +1.621, +5.681634E+01,  10
1584776940, +2.86,  +1.544, +5.262509E+01,  10
1584777540, +2.86,  +1.511, +5.640678E+01,  10
1584778140, +2.86,  +1.555, +5.523086E+01,  10
1584778740, +2.86,  +1.533, +5.216402E+01,  10
1584779340, +2.86,  +1.533, +5.077444E+01,  10
1584779940, +2.86,  +1.522, +5.450958E+01,  10
1584780540, +2.86,  +1.477, +5.138142E+01,  10
1584781140, +2.86,  +1.588, +4.864873E+01,  10
1584781740, +2.86,  +1.533, +5.461285E+01,  10
1584782340, +2.86,  +1.610, +5.123835E+01,  10
1584782940, +2.86,  +1.566, +5.482284E+01,  10
1584783540, +2.86,  +1.577, +5.511458E+01,  10
1584784140, +2.86,  +1.544, +5.308456E+01,  10
1584784740, +2.86,  +1.577, +5.828439E+01,  10
1584785340, +2.86,  +1.511, +5.873704E+01,  10
1584785940, +2.86,  +1.499, +6.106707E+01,  10
1584786540, +2.86,  +1.555, +6.322684E+01,  10
1584787140, +2.86,  +1.566, +6.333876E+01,  10
1584787740, +2.86,  +1.599, +6.162789E+01,  10
1584788340, +2.86,  +1.511, +6.174670E+01,  10
1584788940, +2.86,  +1.544, +6.262001E+01,  10
1584789540, +2.86,  +1.566, +6.283367E+01,  10
1584790140, +2.86,  +1.533, +6.205092E+01,  10
1584790740, +2.86,  +1.544, +6.402544E+01,  10
1584791340, +2.86,  +1.499, +6.432759E+01,  10
1584791940, +2.86,  +1.544, +6.385511E+01,  10
1584792540, +2.86,  +1.544, +6.399780E+01,  10
1584793140, +2.86,  +1.577, +6.462079E+01,  10
1584793740, +2.86,  +1.566, +6.454002E+01,  10
1584794340, +2.86,  +1.577, +6.452900E+01,  10
1584794940, +2.86,  +1.522, +6.560464E+01,  10
1584795540, +2.86,  +1.533, +6.523098E+01,  10
1584796140, +2.86,  +1.566, +6.676418E+01,  10
1584796740, +2.86,  +1.577, +6.612940E+01,  10
1584797340, +2.86,  +1.522, +6.566014E+01,  10
1584797940, +2.86,  +1.566, +6.643730E+01,  10
1584798540, +2.86,  +1.533, +6.665195E+01,  10
1584799140, +2.86,  +1.533, +6.668916E+01,  10
1584799740, +2.86,  +1.599, +6.735355E+01,  10
1584800340, +2.86,  +1.555, +6.709940E+01,  10
1584800940, +2.86,  +1.566, +6.694683E+01,  10
1584801540, +2.86,  +1.477, +6.625196E+01,  10
1584802140, +2.86,  +1.577, +6.692685E+01,  10
1584802740, +2.86,  +1.544, +6.641609E+01,  10
1584803340, +2.86,  +1.533, +6.642451E+01,  10
1584803940, +2.86,  +1.522, +6.736726E+01,  10
1584804540, +2.86,  +1.588, +6.717480E+01,  10
1584805140, +2.86,  +1.577, +6.643301E+01,  10
1584805740, +2.86,  +1.599, +6.723046E+01,  10
1584806340, +2.86,  +1.566, +6.789654E+01,  10
1584806940, +2.86,  +1.555, +6.762991E+01,  10
1584807540, +2.86,  +1.511, +6.788429E+01,  10
1584808140, +2.86,  +1.588, +6.768265E+01,  10
1584808740, +2.86,  +1.555, +6.747382E+01,  10
1584809340, +2.86,  +1.599, +6.724179E+01,  10
1584809940, +2.86,  +1.522, +6.744427E+01,  10
1584810540, +2.86,  +1.588, +6.734881E+01,  10
1584811140, +2.86,  +1.577, +6.747895E+01,  10
1584811740, +2.86,  +1.544, +6.741809E+01,  10
1584812340, +2.85,  +1.566, +6.770891E+01,  10
1584812940, +2.86,  +1.577, +6.756293E+01,  10
1584813540, +2.86,  +1.555, +6.710721E+01,  10
1584814140, +2.86,  +1.588, +6.710070E+01,  10
1584814740, +2.86,  +1.599, +6.685015E+01,  10
1584815340, +2.86,  +1.610, +6.667867E+01,  10
1584815940, +2.86,  +1.588, +6.665700E+01,  10
1584816540, +2.86,  +1.566, +6.630364E+01,  10
1584817140, +2.86,  +1.588, +6.672292E+01,  10
1584817740, +2.86,  +1.522, +6.698564E+01,  10
1584818340, +2.86,  +1.544, +6.716179E+01,  10
1584818940, +2.85,  +1.577, +6.727532E+01,  10
1584819540, +2.85,  +1.577, +6.794163E+01,  10
1584820140, +2.85,  +1.544, +6.734391E+01,  10
1584820740, +2.85,  +1.555, +6.763534E+01,  10
1584821340, +2.86,  +1.588, +6.672697E+01,  10
1584821940, +2.85,  +1.533, +6.755757E+01,  10
1584822540, +2.86,  +1.544, +6.707498E+01,  10
1584823140, +2.85,  +1.577, +6.715781E+01,  10
1584823740, +2.86,  +1.533, +6.651584E+01,  10
1584824340, +2.86,  +1.566, +6.194313E+01,  10
1584824940, +2.85,  +1.588, +6.556835E+01,  10
1584825540, +2.86,  +1.566, +6.618475E+01,  10
1584826140, +2.86,  +1.555, +6.703066E+01,  10
1584826740, +2.85,  +1.588, +6.720573E+01,  10
1584827340, +2.85,  +1.533, +6.600141E+01,  10
1584827940, +2.85,  +1.566, +6.635424E+01,  10
1584828540, +2.85,  +1.599, +6.614678E+01,  10
1584829140, +2.85,  +1.544, +6.606617E+01,  10
1584829740, +2.85,  +1.577, +6.554347E+01,  10
1584830340, +2.85,  +1.533, +6.596635E+01,  10
1584830940, +2.86,  +1.555, +6.534911E+01,  10
1584831540, +2.85,  +1.566, +6.670362E+01,  10
1584832140, +2.85,  +1.533, +6.532063E+01,  10
1584832740, +2.85,  +1.544, +6.600202E+01,  10
