7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1579767360, +2.68,  +2.441, +6.892097E+01,  10
1579767960, +2.69,  +2.495, +6.981334E+01,  10
1579768560, +2.68,  +2.463, +7.025022E+01,  10
1579769160, +2.68,  +2.441, +7.001360E+01,  10
1579769760, +2.69,  +2.495, +6.997685E+01,  10
1579770360, +2.68,  +2.430, +6.947658E+01,  10
1579770960, +2.68,  +2.430, +6.968481E+01,  10
1579771560, +2.69,  +2.452, +6.975876E+01,  10
1579772160, +2.68,  +2.409, +6.909145E+01,  10
1579772760, +2.69,  +2.430, +6.978853E+01,  10
1579773360, +2.69,  +2.420, +7.017742E+01,  10
1579773960, +2.68,  +2.420, +7.015430E+01,  10
1579774560, +2.68,  +2.420, +7.021616E+01,  10
1579775160, +2.68,  +2.398, +6.998022E+01,  10
1579775760, +2.68,  +2.430, +6.986815E+01,  10
1579776360, +2.68,  +2.430, +6.994570E+01,  10
1579776960, +2.68,  +2.430, +7.006137E+01,  10
1579777560, +2.68,  +2.441, +6.993322E+01,  10
1579778160, +2.68,  +2.387, +7.009115E+01,  10
1579778760, +2.68,  +2.430, +7.020720E+01,  10
1579779360, +2.68,  +2.430, +7.003848E+01,  10
1579779960, +2.68,  +2.441, +7.008992E+01,  10
1579780560, +2.68,  +2.463, +7.014129E+01,  10
1579781160, +2.68,  +2.452, +7.002355E+01,  10
1579781760, +2.68,  +2.463, +7.025221E+01,  10
1579782360, +2.68,  +2.430, +7.012085E+01,  10
1579782960, +2.68,  +2.452, +7.023461E+01,  10
1579783560, +2.68,  +2.452, +6.996116E+01,  10
1579784160, +2.68,  +2.420, +7.037577E+01,  10
1579784760, +2.68,  +2.463, +7.036237E+01,  10
1579785360, +2.68,  +2.409, +7.027878E+01,  10
1579785960, +2.68,  +2.441, +7.026393E+01,  10
1579786560, +2.68,  +2.452, +7.028926E+01,  10
1579787160, +2.68,  +2.420, +7.045140E+01,  10
1579787760, +2.68,  +2.430, +7.068458E+01,  10
1579788360, +2.68,  +2.495, +7.048432E+01,  10
1579788960, +2.68,  +2.463, +7.029638E+01,  10
1579789560, +2.68,  +2.430, +7.036008E+01,  10
1579790160, +2.68,  +2.441, +7.015132E+01,  10
1579790760, +2.68,  +2.441, +7.005440E+01,  10
1579791360, +2.68,  +2.452, +7.024754E+01,  10
1579791960, +2.68,  +2.409, +6.973985E+01,  10
1579792560, +2.68,  +2.463, +6.979642E+01,  10
1579793160, +2.68,  +2.441, +7.007400E+01,  10
1579793760, +2.68,  +2.409, +7.003450E+01,  10
1579794360, +2.68,  +2.441, +7.014366E+01,  10
1579794960, +2.68,  +2.484, +7.022657E+01,  10
1579795560, +2.68,  +2.398, +7.021914E+01,  10
1579796160, +2.68,  +2.441, +7.029945E+01,  10
1579796760, +2.68,  +2.409, +7.028888E+01,  10
1579797360, +2.68,  +2.420, +6.983730E+01,  10
1579797960, +2.68,  +2.441, +6.962372E+01,  10
1579798560, +2.68,  +2.441, +7.011381E+01,  10
1579799160, +2.68,  +2.430, +7.006037E+01,  10
1579799760, +2.68,  +2.387, +6.980277E+01,  10
1579800360, +2.68,  +2.441, +6.973625E+01,  10
1579800960, +2.68,  +2.452, +6.998994E+01,  10
1579801560, +2.68,  +2.409, +6.948011E+01,  10
1579802160, +2.68,  +2.420, +6.985223E+01,  10
1579802760, +2.68,  +2.387, +6.985958E+01,  10
1579803360, +2.68,  +2.420, +7.020314E+01,  10
1579803960, +2.68,  +2.506, +6.996070E+01,  10
1579804560, +2.68,  +2.441, +6.997907E+01,  10
1579805160, +2.68,  +2.420, +7.013539E+01,  10
1579805760, +2.68,  +2.409, +6.998214E+01,  10
1579806360, +2.68,  +2.474, +7.024862E+01,  10
1579806960, +2.68,  +2.463, +7.041420E+01,  10
1579807560, +2.68,  +2.420, +7.040516E+01,  10
1579808160, +2.68,  +2.398, +7.041228E+01,  10
1579808760, +2.68,  +2.441, +7.016609E+01,  10
1579809360, +2.68,  +2.398, +7.018002E+01,  10
1579809960, +2.68,  +2.409, +7.020207E+01,  10
1579810560, +2.68,  +2.420, +7.007844E+01,  10
1579811160, +2.68,  +2.420, +7.007622E+01,  10
1579811760, +2.68,  +2.484, +7.022749E+01,  10
1579812360, +2.68,  +2.441, +7.026056E+01,  10
1579812960, +2.68,  +2.409, +6.936895E+01,  10
1579813560, +2.68,  +2.398, +6.957511E+01,  10
1579814160, +2.68,  +2.463, +6.993299E+01,  10
1579814760, +2.68,  +2.463, +6.965824E+01,  10
1579815360, +2.68,  +2.409, +6.988744E+01,  10
1579815960, +2.69,  +2.420, +7.011970E+01,  10
1579816560, +2.68,  +2.387, +6.976243E+01,  10
1579817160, +2.68,  +2.387, +6.995282E+01,  10
1579817760, +2.68,  +2.420, +6.990344E+01,  10
1579818360, +2.68,  +2.387, +6.977514E+01,  10
1579818960, +2.68,  +2.430, +6.987642E+01,  10
1579819560, +2.68,  +2.420, +6.989846E+01,  10
1579820160, +2.68,  +2.398, +6.985820E+01,  10
1579820760, +2.68,  +2.376, +6.980385E+01,  10
1579821360, +2.68,  +2.441, +6.969039E+01,  10
1579821960, +2.68,  +2.398, +6.994095E+01,  10
1579822560, +2.68,  +2.409, +6.930258E+01,  10
1579823160, +2.68,  +2.420, +7.000510E+01,  10
1579823760, +2.68,  +2.398, +6.927931E+01,  10
1579824360, +2.68,  +2.463, +6.977812E+01,  10
1579824960, +2.68,  +2.398, +6.991852E+01,  10
1579825560, +2.68,  +2.441, +7.002807E+01,  10
1579826160, +2.68,  +2.452, +6.993559E+01,  10
1579826760, +2.68,  +2.430, +6.986685E+01,  10
1579827360, +2.68,  +2.420, +6.942751E+01,  10
1579827960, +2.68,  +2.430, +6.960971E+01,  10
1579828560, +2.69,  +2.430, +6.998849E+01,  10
