            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,        Sensor,          Gain
1548631380,           2019-01-27 23:23:00,           2019-01-27 17:23:00,2.79,3.084,103.3495,10
1548631980,           2019-01-27 23:33:00,           2019-01-27 17:33:00,2.79,3.084,107.5225,10
1548632580,           2019-01-27 23:43:00,           2019-01-27 17:43:00,2.79,3.074,109.0574,10
1548633180,           2019-01-27 23:53:00,           2019-01-27 17:53:00,2.79,3.106,103.8356,10
1548633780,           2019-01-28 00:03:00,           2019-01-27 18:03:00,2.79,3.084,104.445,10
1548634380,           2019-01-28 00:13:00,           2019-01-27 18:13:00,2.79,3.074,102.3432,10
1548634980,           2019-01-28 00:23:00,           2019-01-27 18:23:00,2.79,3.042,100.4038,10
1548635580,           2019-01-28 00:33:00,           2019-01-27 18:33:00,2.79,3.074,103.8185,10
1548636180,           2019-01-28 00:43:00,           2019-01-27 18:43:00,2.79,3.031,99.82858,10
1548636780,           2019-01-28 00:53:00,           2019-01-27 18:53:00,2.79,3.063,106.8918,10
1548637380,           2019-01-28 01:03:00,           2019-01-27 19:03:00,2.79,3.053,113.9536,10
1548637980,           2019-01-28 01:13:00,           2019-01-27 19:13:00,2.79,3.042,104.406,10
1548638580,           2019-01-28 01:23:00,           2019-01-27 19:23:00,2.79,3.074,106.4393,10
1548639180,           2019-01-28 01:33:00,           2019-01-27 19:33:00,2.79,3.074,108.0181,10
1548639780,           2019-01-28 01:43:00,           2019-01-27 19:43:00,2.79,3.095,107.9763,10
1548640380,           2019-01-28 01:53:00,           2019-01-27 19:53:00,2.78,3.095,109.4612,10
1548640980,           2019-01-28 02:03:00,           2019-01-27 20:03:00,2.79,3.084,104.4306,10
1548641580,           2019-01-28 02:13:00,           2019-01-27 20:13:00,2.79,3.074,106.8301,10
1548642180,           2019-01-28 02:23:00,           2019-01-27 20:23:00,2.79,3.095,103.1309,10
1548642780,           2019-01-28 02:33:00,           2019-01-27 20:33:00,2.78,3.095,103.1768,10
1548643380,           2019-01-28 02:43:00,           2019-01-27 20:43:00,2.79,3.063,103.1555,10
1548643980,           2019-01-28 02:53:00,           2019-01-27 20:53:00,2.79,3.084,107.8707,10
1548644580,           2019-01-28 03:03:00,           2019-01-27 21:03:00,2.79,3.053,118.2108,10
1548645180,           2019-01-28 03:13:00,           2019-01-27 21:13:00,2.79,3.084,110.1433,10
1548645780,           2019-01-28 03:23:00,           2019-01-27 21:23:00,2.79,3.042,113.835,10
1548646380,           2019-01-28 03:33:00,           2019-01-27 21:33:00,2.79,3.074,100.2235,10
1548646980,           2019-01-28 03:43:00,           2019-01-27 21:43:00,2.79,3.084,103.3715,10
1548647580,           2019-01-28 03:53:00,           2019-01-27 21:53:00,2.79,3.063,105.8052,10
1548648180,           2019-01-28 04:03:00,           2019-01-27 22:03:00,2.79,3.042,101.9956,10
1548648780,           2019-01-28 04:13:00,           2019-01-27 22:13:00,2.79,3.074,101.0927,10
1548649380,           2019-01-28 04:23:00,           2019-01-27 22:23:00,2.79,3.084,101.7392,10
1548649980,           2019-01-28 04:33:00,           2019-01-27 22:33:00,2.79,3.074,108.2718,10
1548650580,           2019-01-28 04:43:00,           2019-01-27 22:43:00,2.79,3.063,100.484,10
1548651180,           2019-01-28 04:53:00,           2019-01-27 22:53:00,2.79,3.031,101.0557,10
1548651780,           2019-01-28 05:03:00,           2019-01-27 23:03:00,2.79,3.042,100.4038,10
1548652380,           2019-01-28 05:13:00,           2019-01-27 23:13:00,2.79,3.095,102.1142,10
1548652980,           2019-01-28 05:23:00,           2019-01-27 23:23:00,2.79,3.063,99.77511,10
1548653580,           2019-01-28 05:33:00,           2019-01-27 23:33:00,2.79,3.031,100.218,10
1548654180,           2019-01-28 05:43:00,           2019-01-27 23:43:00,2.79,3.095,109.2473,10
1548654780,           2019-01-28 05:53:00,           2019-01-27 23:53:00,2.79,3.095,105.5659,10
1548655380,           2019-01-28 06:03:00,           2019-01-28 00:03:00,2.79,3.01,102.1505,10
1548655980,           2019-01-28 06:13:00,           2019-01-28 00:13:00,2.79,3.053,104.4258,10
1548656580,           2019-01-28 06:23:00,           2019-01-28 00:23:00,2.79,3.053,100.1055,10
1548657180,           2019-01-28 06:33:00,           2019-01-28 00:33:00,2.79,3.042,102.3281,10
1548657780,           2019-01-28 06:43:00,           2019-01-28 00:43:00,2.79,3.063,108.6879,10
1548658380,           2019-01-28 06:53:00,           2019-01-28 00:53:00,2.79,3.095,107.639,10
1548658980,           2019-01-28 07:03:00,           2019-01-28 01:03:00,2.79,3.042,103.5415,10
1548659580,           2019-01-28 07:13:00,           2019-01-28 01:13:00,2.79,3.095,102.7147,10
1548660180,           2019-01-28 07:23:00,           2019-01-28 01:23:00,2.79,3.095,104.0611,10
1548660780,           2019-01-28 07:33:00,           2019-01-28 01:33:00,2.79,3.074,100.8542,10
1548661380,           2019-01-28 07:43:00,           2019-01-28 01:43:00,2.79,3.031,102.4172,10
1548661980,           2019-01-28 07:53:00,           2019-01-28 01:53:00,2.79,3.095,105.1107,10
1548662580,           2019-01-28 08:03:00,           2019-01-28 02:03:00,2.79,3.095,100.4497,10
1548663180,           2019-01-28 08:13:00,           2019-01-28 02:13:00,2.79,3.074,100.037,10
1548663780,           2019-01-28 08:23:00,           2019-01-28 02:23:00,2.79,3.063,101.997,10
1548664380,           2019-01-28 08:33:00,           2019-01-28 02:33:00,2.79,3.084,102.712,10
1548664980,           2019-01-28 08:43:00,           2019-01-28 02:43:00,2.78,3.021,101.7344,10
1548665580,           2019-01-28 08:53:00,           2019-01-28 02:53:00,2.79,3.084,102.7092,10
1548666180,           2019-01-28 09:03:00,           2019-01-28 03:03:00,2.79,3.021,100.8871,10
1548666780,           2019-01-28 09:13:00,           2019-01-28 03:13:00,2.79,3.053,99.48444,10
1548667380,           2019-01-28 09:23:00,           2019-01-28 03:23:00,2.79,3.053,103.7856,10
1548667980,           2019-01-28 09:33:00,           2019-01-28 03:33:00,2.79,3.042,99.61401,10
1548668580,           2019-01-28 09:43:00,           2019-01-28 03:43:00,2.79,3.106,104.2839,10
1548669180,           2019-01-28 09:53:00,           2019-01-28 03:53:00,2.79,3.084,104.3182,10
1548669780,           2019-01-28 10:03:00,           2019-01-28 04:03:00,2.79,3.084,107.7041,10
1548670380,           2019-01-28 10:13:00,           2019-01-28 04:13:00,2.79,3.063,100.5594,10
1548670980,           2019-01-28 10:23:00,           2019-01-28 04:23:00,2.78,3.095,103.8335,10
1548671580,           2019-01-28 10:33:00,           2019-01-28 04:33:00,2.78,3.074,103.501,10
1548672180,           2019-01-28 10:43:00,           2019-01-28 04:43:00,2.79,3.084,103.5991,10
1548672780,           2019-01-28 10:53:00,           2019-01-28 04:53:00,2.79,3.084,104.2558,10
1548673380,           2019-01-28 11:03:00,           2019-01-28 05:03:00,2.79,3.095,103.8795,10
1548673980,           2019-01-28 11:13:00,           2019-01-28 05:13:00,2.79,3.063,102.3116,10
1548674580,           2019-01-28 11:23:00,           2019-01-28 05:23:00,2.79,3.084,104.2366,10
1548675180,           2019-01-28 11:33:00,           2019-01-28 05:33:00,2.79,3.084,103.2714,10
1548675780,           2019-01-28 11:43:00,           2019-01-28 05:43:00,2.79,3.01,100.7047,10
1548676380,           2019-01-28 11:53:00,           2019-01-28 05:53:00,2.79,3.074,101.345,10
1548676980,           2019-01-28 12:03:00,           2019-01-28 06:03:00,2.79,3.084,98.54524,10
1548677580,           2019-01-28 12:13:00,           2019-01-28 06:13:00,2.78,3.063,102.2479,10
1548678180,           2019-01-28 12:23:00,           2019-01-28 06:23:00,2.79,3.053,103.1603,10
1548678780,           2019-01-28 12:33:00,           2019-01-28 06:33:00,2.79,3.063,98.21138,10
1548679380,           2019-01-28 12:43:00,           2019-01-28 06:43:00,2.79,3.095,104.9702,10
1548679980,           2019-01-28 12:53:00,           2019-01-28 06:53:00,2.79,3.053,99.28083,10
1548680580,           2019-01-28 13:03:00,           2019-01-28 07:03:00,2.79,3.031,100.7726,10
1548681180,           2019-01-28 13:13:00,           2019-01-28 07:13:00,2.79,3.074,100.0678,10
1548681780,           2019-01-28 13:23:00,           2019-01-28 07:23:00,2.79,3.063,111.9305,10
1548682380,           2019-01-28 13:33:00,           2019-01-28 07:33:00,2.78,3.021,107.5087,10
1548682980,           2019-01-28 13:43:00,           2019-01-28 07:43:00,2.79,3.063,104.3244,10
1548683580,           2019-01-28 13:53:00,           2019-01-28 07:53:00,2.79,3.116,107.0707,10
1548684180,           2019-01-28 14:03:00,           2019-01-28 08:03:00,2.79,3.074,101.2196,10
1548684780,           2019-01-28 14:13:00,           2019-01-28 08:13:00,2.78,3.063,100.0377,10
1548685380,           2019-01-28 14:23:00,           2019-01-28 08:23:00,2.78,3.074,98.90584,10
1548685980,           2019-01-28 14:33:00,           2019-01-28 08:33:00,2.79,3.116,100.8727,10
1548686580,           2019-01-28 14:43:00,           2019-01-28 08:43:00,2.78,3.031,105.2334,10
1548687180,           2019-01-28 14:53:00,           2019-01-28 08:53:00,2.79,3.095,99.41726,10
1548687780,           2019-01-28 15:03:00,           2019-01-28 09:03:00,2.78,3.095,102.4816,10
1548688380,           2019-01-28 15:13:00,           2019-01-28 09:13:00,2.79,3.095,100.7863,10
1548688980,           2019-01-28 15:23:00,           2019-01-28 09:23:00,2.79,3.095,105.1402,10
1548689580,           2019-01-28 15:33:00,           2019-01-28 09:33:00,2.79,3.063,104.4958,10
1548690180,           2019-01-28 15:43:00,           2019-01-28 09:43:00,2.78,3.084,100.6656,10
1548690780,           2019-01-28 15:53:00,           2019-01-28 09:53:00,2.79,3.063,101.1181,10
1548691380,           2019-01-28 16:03:00,           2019-01-28 10:03:00,2.78,3.042,100.2488,10
1548691980,           2019-01-28 16:13:00,           2019-01-28 10:13:00,2.78,3.063,97.6698,10
1548692580,           2019-01-28 16:23:00,           2019-01-28 10:23:00,2.78,3.074,102.6469,10
1548693180,           2019-01-28 16:33:00,           2019-01-28 10:33:00,2.78,3.074,102.1937,10
1548693780,           2019-01-28 16:43:00,           2019-01-28 10:43:00,2.79,3.021,98.37248,10
1548694380,           2019-01-28 16:53:00,           2019-01-28 10:53:00,2.79,3.074,97.00825,10
1548694980,           2019-01-28 17:03:00,           2019-01-28 11:03:00,2.78,3.074,99.5146,10
1548695580,           2019-01-28 17:13:00,           2019-01-28 11:13:00,2.79,3.063,107.9214,10
1548696180,           2019-01-28 17:23:00,           2019-01-28 11:23:00,2.78,3.084,99.52557,10
1548696780,           2019-01-28 17:33:00,           2019-01-28 11:33:00,2.79,3.053,107.6925,10
1548697380,           2019-01-28 17:43:00,           2019-01-28 11:43:00,2.78,3.031,104.9222,10
1548697980,           2019-01-28 17:53:00,           2019-01-28 11:53:00,2.79,3.063,98.47874,10
1548698580,           2019-01-28 18:03:00,           2019-01-28 12:03:00,2.78,3.074,99.42411,10
1548699180,           2019-01-28 18:13:00,           2019-01-28 12:13:00,2.78,3.074,100.6019,10
1548699780,           2019-01-28 18:23:00,           2019-01-28 12:23:00,2.78,3.095,103.209,10
1548700380,           2019-01-28 18:33:00,           2019-01-28 12:33:00,2.78,3.053,98.41362,10
1548700980,           2019-01-28 18:43:00,           2019-01-28 12:43:00,2.79,3.074,105.6454,10
1548701580,           2019-01-28 18:53:00,           2019-01-28 12:53:00,2.79,3.031,101.308,10
1548702180,           2019-01-28 19:03:00,           2019-01-28 13:03:00,2.78,3.042,103.791,10
1548702780,           2019-01-28 19:13:00,           2019-01-28 13:13:00,2.78,3.042,105.2348,10
1548703380,           2019-01-28 19:23:00,           2019-01-28 13:23:00,2.78,3.084,100.8699,10
1548703980,           2019-01-28 19:33:00,           2019-01-28 13:33:00,2.79,3.074,100.0884,10
1548704580,           2019-01-28 19:43:00,           2019-01-28 13:43:00,2.78,3.042,105.339,10
1548705180,           2019-01-28 19:53:00,           2019-01-28 13:53:00,2.78,3.031,100.8713,10
1548705780,           2019-01-28 20:03:00,           2019-01-28 14:03:00,2.78,3.074,108.1936,10
1548706380,           2019-01-28 20:13:00,           2019-01-28 14:13:00,2.78,3.021,101.3183,10
1548706980,           2019-01-28 20:23:00,           2019-01-28 14:23:00,2.78,3.095,104.5753,10
1548707580,           2019-01-28 20:33:00,           2019-01-28 14:33:00,2.78,3.106,103.6923,10
1548708180,           2019-01-28 20:43:00,           2019-01-28 14:43:00,2.78,3.074,99.93416,10
1548708780,           2019-01-28 20:53:00,           2019-01-28 14:53:00,2.78,3.084,102.7552,10
1548709380,           2019-01-28 21:03:00,           2019-01-28 15:03:00,2.79,3.042,99.68188,10
1548709980,           2019-01-28 21:13:00,           2019-01-28 15:13:00,2.78,3.053,100.2804,10
1548710580,           2019-01-28 21:23:00,           2019-01-28 15:23:00,2.79,3.053,103.1267,10
1548711180,           2019-01-28 21:33:00,           2019-01-28 15:33:00,2.79,3.074,104.6336,10
1548711780,           2019-01-28 21:43:00,           2019-01-28 15:43:00,2.79,3.063,100.242,10
1548712380,           2019-01-28 21:53:00,           2019-01-28 15:53:00,2.78,3.084,102.6935,10
1548712980,           2019-01-28 22:03:00,           2019-01-28 16:03:00,2.78,3.031,99.93553,10
1548713580,           2019-01-28 22:13:00,           2019-01-28 16:13:00,2.78,3.063,103.4627,10
1548714180,           2019-01-28 22:23:00,           2019-01-28 16:23:00,2.78,3.021,102.6092,10
1548714780,           2019-01-28 22:33:00,           2019-01-28 16:33:00,2.78,3.063,102.0182,10
1548715380,           2019-01-28 22:43:00,           2019-01-28 16:43:00,2.78,3.031,102.239,10
1548715980,           2019-01-28 22:53:00,           2019-01-28 16:53:00,2.78,3.063,102.4364,10
1548716580,           2019-01-28 23:03:00,           2019-01-28 17:03:00,2.78,3.042,99.01758,10
1548717180,           2019-01-28 23:13:00,           2019-01-28 17:13:00,2.78,3.063,105.0339,10
1548717780,           2019-01-28 23:23:00,           2019-01-28 17:23:00,2.78,3.084,100.7959,10
1548718380,           2019-01-28 23:33:00,           2019-01-28 17:33:00,2.78,2.978,105.4219,10
1548718980,           2019-01-28 23:43:00,           2019-01-28 17:43:00,2.78,3.053,99.79705,10
1548719580,           2019-01-28 23:53:00,           2019-01-28 17:53:00,2.78,3.053,101.419,10
1548720180,           2019-01-29 00:03:00,           2019-01-28 18:03:00,2.78,3.021,107.0707,10
1548720780,           2019-01-29 00:13:00,           2019-01-28 18:13:00,2.78,3.106,100.7589,10
1548721380,           2019-01-29 00:23:00,           2019-01-28 18:23:00,2.78,3.01,103.6587,10
1548721980,           2019-01-29 00:33:00,           2019-01-28 18:33:00,2.78,3.042,102.0881,10
1548722580,           2019-01-29 00:43:00,           2019-01-28 18:43:00,2.78,3.021,101.6645,10
1548723180,           2019-01-29 00:53:00,           2019-01-28 18:53:00,2.78,3.095,102.3665,10
1548723780,           2019-01-29 01:03:00,           2019-01-28 19:03:00,2.78,3.095,100.521,10
1548724380,           2019-01-29 01:13:00,           2019-01-28 19:13:00,2.78,3.063,102.555,10
1548724980,           2019-01-29 01:23:00,           2019-01-28 19:23:00,2.78,3.074,104.4574,10
1548725580,           2019-01-29 01:33:00,           2019-01-28 19:33:00,2.79,3.042,101.2237,10
1548726180,           2019-01-29 01:43:00,           2019-01-28 19:43:00,2.78,3.074,102.9033,10
1548726780,           2019-01-29 01:53:00,           2019-01-28 19:53:00,2.78,3.021,101.7755,10
1548727380,           2019-01-29 02:03:00,           2019-01-28 20:03:00,2.78,3.021,102.4323,10
1548727980,           2019-01-29 02:13:00,           2019-01-28 20:13:00,2.78,3.021,105.5166,10
1548728580,           2019-01-29 02:23:00,           2019-01-28 20:23:00,2.78,3.021,101.3642,10
1548729180,           2019-01-29 02:33:00,           2019-01-28 20:33:00,2.78,3.021,100.2255,10
1548729780,           2019-01-29 02:43:00,           2019-01-28 20:43:00,2.79,3.042,102.7044,10
1548730380,           2019-01-29 02:53:00,           2019-01-28 20:53:00,2.79,3.063,102.6928,10
1548730980,           2019-01-29 03:03:00,           2019-01-28 21:03:00,2.78,3.063,114.5671,10
1548731580,           2019-01-29 03:13:00,           2019-01-28 21:13:00,2.78,3.042,102.7072,10
1548732180,           2019-01-29 03:23:00,           2019-01-28 21:23:00,2.78,2.999,102.2972,10
1548732780,           2019-01-29 03:33:00,           2019-01-28 21:33:00,2.78,3.053,101.5274,10
1548733380,           2019-01-29 03:43:00,           2019-01-28 21:43:00,2.78,3.053,103.4085,10
1548733980,           2019-01-29 03:53:00,           2019-01-28 21:53:00,2.78,3.063,101.1894,10
1548734580,           2019-01-29 04:03:00,           2019-01-28 22:03:00,2.78,3.084,109.8211,10
1548735180,           2019-01-29 04:13:00,           2019-01-28 22:13:00,2.78,3.074,101.77,10
1548735780,           2019-01-29 04:23:00,           2019-01-28 22:23:00,2.78,3.074,109.5345,10
1548736380,           2019-01-29 04:33:00,           2019-01-28 22:33:00,2.78,3.042,99.0121,10
1548736980,           2019-01-29 04:43:00,           2019-01-28 22:43:00,2.78,3.074,99.92936,10
1548737580,           2019-01-29 04:53:00,           2019-01-28 22:53:00,2.78,3.063,103.2467,10
1548738180,           2019-01-29 05:03:00,           2019-01-28 23:03:00,2.78,3.031,102.8518,10
1548738780,           2019-01-29 05:13:00,           2019-01-28 23:13:00,2.78,3.042,101.7783,10
1548739380,           2019-01-29 05:23:00,           2019-01-28 23:23:00,2.78,3.063,105.6029,10
1548739980,           2019-01-29 05:33:00,           2019-01-28 23:33:00,2.78,3.063,98.8791,10
1548740580,           2019-01-29 05:43:00,           2019-01-28 23:43:00,2.78,3.095,101.84,10
1548741180,           2019-01-29 05:53:00,           2019-01-28 23:53:00,2.78,3.031,98.67755,10
1548741780,           2019-01-29 06:03:00,           2019-01-29 00:03:00,2.78,3.095,100.7321,10
1548742380,           2019-01-29 06:13:00,           2019-01-29 00:13:00,2.78,3.074,107.1372,10
1548742980,           2019-01-29 06:23:00,           2019-01-29 00:23:00,2.78,3.042,103.4585,10
1548743580,           2019-01-29 06:33:00,           2019-01-29 00:33:00,2.78,3.031,99.11493,10
1548744180,           2019-01-29 06:43:00,           2019-01-29 00:43:00,2.79,3.053,99.68599,10
1548744780,           2019-01-29 06:53:00,           2019-01-29 00:53:00,2.78,3.063,103.6334,10
1548745380,           2019-01-29 07:03:00,           2019-01-29 01:03:00,2.78,3.031,101.1462,10
1548745980,           2019-01-29 07:13:00,           2019-01-29 01:13:00,2.78,3.031,99.85463,10
1548746580,           2019-01-29 07:23:00,           2019-01-29 01:23:00,2.78,3.053,103.065,10
1548747180,           2019-01-29 07:33:00,           2019-01-29 01:33:00,2.78,3.074,100.1268,10
1548747780,           2019-01-29 07:43:00,           2019-01-29 01:43:00,2.78,3.031,105.3184,10
1548748380,           2019-01-29 07:53:00,           2019-01-29 01:53:00,2.78,3.031,103.2837,10
1548748980,           2019-01-29 08:03:00,           2019-01-29 02:03:00,2.78,3.031,100.6026,10
1548749580,           2019-01-29 08:13:00,           2019-01-29 02:13:00,2.8,2.989,100.9885,10
1548750180,           2019-01-29 08:23:00,           2019-01-29 02:23:00,2.78,3.084,99.90674,10
1548750780,           2019-01-29 08:33:00,           2019-01-29 02:33:00,2.78,3.053,100.6046,10
1548751380,           2019-01-29 08:43:00,           2019-01-29 02:43:00,2.78,3.031,101.1818,10
1548751980,           2019-01-29 08:53:00,           2019-01-29 02:53:00,2.78,3.01,110.0679,10
1548752580,           2019-01-29 09:03:00,           2019-01-29 03:03:00,2.78,3.042,102.2499,10
1548753180,           2019-01-29 09:13:00,           2019-01-29 03:13:00,2.79,3.031,103.3619,10
1548753780,           2019-01-29 09:23:00,           2019-01-29 03:23:00,2.78,3.042,105.2622,10
1548754380,           2019-01-29 09:33:00,           2019-01-29 03:33:00,2.78,3.063,100.0253,10
1548754980,           2019-01-29 09:43:00,           2019-01-29 03:43:00,2.78,2.999,103.2412,10
1548755580,           2019-01-29 09:53:00,           2019-01-29 03:53:00,2.78,3.074,105.2636,10
1548756180,           2019-01-29 10:03:00,           2019-01-29 04:03:00,2.78,3.042,99.84298,10
1548756780,           2019-01-29 10:13:00,           2019-01-29 04:13:00,2.78,3.095,102.2006,10
1548757380,           2019-01-29 10:23:00,           2019-01-29 04:23:00,2.78,3.021,100.6396,10
1548757980,           2019-01-29 10:33:00,           2019-01-29 04:33:00,2.78,3.031,101.0057,10
1548758580,           2019-01-29 10:43:00,           2019-01-29 04:43:00,2.78,3.01,103.3591,10
1548759180,           2019-01-29 10:53:00,           2019-01-29 04:53:00,2.78,3.063,99.71341,10
1548759780,           2019-01-29 11:03:00,           2019-01-29 05:03:00,2.78,3.031,101.6364,10
1548760380,           2019-01-29 11:13:00,           2019-01-29 05:13:00,2.78,3.084,111.2573,10
1548760980,           2019-01-29 11:23:00,           2019-01-29 05:23:00,2.78,3.031,99.7093,10
1548761580,           2019-01-29 11:33:00,           2019-01-29 05:33:00,2.78,3.01,98.71252,10
1548762180,           2019-01-29 11:43:00,           2019-01-29 05:43:00,2.78,3.042,100.4799,10
1548762780,           2019-01-29 11:53:00,           2019-01-29 05:53:00,2.78,3.01,99.41383,10
1548763380,           2019-01-29 12:03:00,           2019-01-29 06:03:00,2.78,3.084,103.6882,10
1548763980,           2019-01-29 12:13:00,           2019-01-29 06:13:00,2.79,3.042,101.7543,10
1548764580,           2019-01-29 12:23:00,           2019-01-29 06:23:00,2.78,3.031,100.2769,10
1548765180,           2019-01-29 12:33:00,           2019-01-29 06:33:00,2.78,3.063,99.3062,10
1548765780,           2019-01-29 12:43:00,           2019-01-29 06:43:00,2.78,3.084,100.8336,10
1548766380,           2019-01-29 12:53:00,           2019-01-29 06:53:00,2.78,3.084,99.74152,10
1548766980,           2019-01-29 13:03:00,           2019-01-29 07:03:00,2.78,3.042,99.83407,10
1548767580,           2019-01-29 13:13:00,           2019-01-29 07:13:00,2.78,3.095,99.11082,10
1548768180,           2019-01-29 13:23:00,           2019-01-29 07:23:00,2.78,3.042,98.0969,10
1548768780,           2019-01-29 13:33:00,           2019-01-29 07:33:00,2.78,3.084,101.0578,10
1548769380,           2019-01-29 13:43:00,           2019-01-29 07:43:00,2.78,3.01,99.80527,10
1548769980,           2019-01-29 13:53:00,           2019-01-29 07:53:00,2.78,3.021,107.5053,10
1548770580,           2019-01-29 14:03:00,           2019-01-29 08:03:00,2.78,3.042,104.5643,10
1548771180,           2019-01-29 14:13:00,           2019-01-29 08:13:00,2.78,3.031,101.5274,10
1548771780,           2019-01-29 14:23:00,           2019-01-29 08:23:00,2.79,3.031,104.1331,10
1548772380,           2019-01-29 14:33:00,           2019-01-29 08:33:00,2.78,3.031,107.338,10
1548772980,           2019-01-29 14:43:00,           2019-01-29 08:43:00,2.78,3.053,105.6317,10
1548773580,           2019-01-29 14:53:00,           2019-01-29 08:53:00,2.78,3.021,102.8916,10
1548774180,           2019-01-29 15:03:00,           2019-01-29 09:03:00,2.78,3.084,102.8443,10
1548774780,           2019-01-29 15:13:00,           2019-01-29 09:13:00,2.78,3.095,107.8954,10
1548775380,           2019-01-29 15:23:00,           2019-01-29 09:23:00,2.78,3.084,102.2198,10
1548775980,           2019-01-29 15:33:00,           2019-01-29 09:33:00,2.78,3.01,102.5653,10
1548776580,           2019-01-29 15:43:00,           2019-01-29 09:43:00,2.78,3.021,99.70724,10
1548777180,           2019-01-29 15:53:00,           2019-01-29 09:53:00,2.78,3.021,100.0836,10
1548777780,           2019-01-29 16:03:00,           2019-01-29 10:03:00,2.78,3.031,102.0751,10
1548778380,           2019-01-29 16:13:00,           2019-01-29 10:13:00,2.78,3.074,99.38229,10
1548778980,           2019-01-29 16:23:00,           2019-01-29 10:23:00,2.78,3.042,104.2414,10
1548779580,           2019-01-29 16:33:00,           2019-01-29 10:33:00,2.78,3.021,110.2955,10
1548780180,           2019-01-29 16:43:00,           2019-01-29 10:43:00,2.78,2.999,102.2643,10
1548780780,           2019-01-29 16:53:00,           2019-01-29 10:53:00,2.78,3.053,105.0703,10
1548781380,           2019-01-29 17:03:00,           2019-01-29 11:03:00,2.78,3.084,104.7906,10
1548781980,           2019-01-29 17:13:00,           2019-01-29 11:13:00,2.78,2.989,109.9733,10
1548782580,           2019-01-29 17:23:00,           2019-01-29 11:23:00,2.78,3.084,99.67639,10
1548783180,           2019-01-29 17:33:00,           2019-01-29 11:33:00,2.78,3.042,99.39943,10
1548783780,           2019-01-29 17:43:00,           2019-01-29 11:43:00,2.78,3.095,102.3233,10
1548784380,           2019-01-29 17:53:00,           2019-01-29 11:53:00,2.78,3.063,100.5587,10
1548784980,           2019-01-29 18:03:00,           2019-01-29 12:03:00,2.78,3.053,99.85943,10
1548785580,           2019-01-29 18:13:00,           2019-01-29 12:13:00,2.78,3.063,104.3683,10
1548786180,           2019-01-29 18:23:00,           2019-01-29 12:23:00,2.78,3.053,101.1147,10
1548786780,           2019-01-29 18:33:00,           2019-01-29 12:33:00,2.78,3.074,98.80301,10
1548787380,           2019-01-29 18:43:00,           2019-01-29 12:43:00,2.78,3.084,104.3271,10
1548787980,           2019-01-29 18:53:00,           2019-01-29 12:53:00,2.78,3.031,104.9153,10
1548788580,           2019-01-29 19:03:00,           2019-01-29 13:03:00,2.78,3.042,100.8315,10
1548789180,           2019-01-29 19:13:00,           2019-01-29 13:13:00,2.78,3.063,111.0256,10
1548789780,           2019-01-29 19:23:00,           2019-01-29 13:23:00,2.78,3.106,101.0386,10
1548790380,           2019-01-29 19:33:00,           2019-01-29 13:33:00,2.78,3.042,101.4814,10
1548790980,           2019-01-29 19:43:00,           2019-01-29 13:43:00,2.78,3.021,110.4367,10
1548791580,           2019-01-29 19:53:00,           2019-01-29 13:53:00,2.78,3.053,105.5584,10
1548792180,           2019-01-29 20:03:00,           2019-01-29 14:03:00,2.78,3.074,105.3993,10
1548792780,           2019-01-29 20:13:00,           2019-01-29 14:13:00,2.78,3.042,104.6267,10
1548793380,           2019-01-29 20:23:00,           2019-01-29 14:23:00,2.78,3.084,104.8002,10
1548793980,           2019-01-29 20:33:00,           2019-01-29 14:33:00,2.78,3.053,102.1841,10
1548794580,           2019-01-29 20:43:00,           2019-01-29 14:43:00,2.78,3.053,102.5166,10
1548795180,           2019-01-29 20:53:00,           2019-01-29 14:53:00,2.78,3.01,98.8462,10
1548795780,           2019-01-29 21:03:00,           2019-01-29 15:03:00,2.78,3.095,106.3008,10
1548796380,           2019-01-29 21:13:00,           2019-01-29 15:13:00,2.78,3.042,103.0623,10
1548796980,           2019-01-29 21:23:00,           2019-01-29 15:23:00,2.78,2.999,106.5366,10
1548797580,           2019-01-29 21:33:00,           2019-01-29 15:33:00,2.78,3.01,103.2954,10
1548798180,           2019-01-29 21:43:00,           2019-01-29 15:43:00,2.78,3.084,103.6478,10
1548798780,           2019-01-29 21:53:00,           2019-01-29 15:53:00,2.78,3.053,104.2901,10
1548799380,           2019-01-29 22:03:00,           2019-01-29 16:03:00,2.78,3.063,105.7318,10
1548799980,           2019-01-29 22:13:00,           2019-01-29 16:13:00,2.78,3.053,103.8479,10
1548800580,           2019-01-29 22:23:00,           2019-01-29 16:23:00,2.78,3.063,107.0268,10
1548801180,           2019-01-29 22:33:00,           2019-01-29 16:33:00,2.79,3.01,99.12727,10
1548801780,           2019-01-29 22:43:00,           2019-01-29 16:43:00,2.78,3.053,100.4819,10
1548802380,           2019-01-29 22:53:00,           2019-01-29 16:53:00,2.78,2.999,103.9028,10
1548802980,           2019-01-29 23:03:00,           2019-01-29 17:03:00,2.78,3.074,100.9776,10
1548803580,           2019-01-29 23:13:00,           2019-01-29 17:13:00,2.78,3.084,99.87451,10
1548804180,           2019-01-29 23:23:00,           2019-01-29 17:23:00,2.78,3.095,102.9019,10
1548804780,           2019-01-29 23:33:00,           2019-01-29 17:33:00,2.78,3.031,99.99311,10
1548805380,           2019-01-29 23:43:00,           2019-01-29 17:43:00,2.78,3.053,99.9273,10
