7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1580724360, +2.67,  +2.126, +6.936658E+01,  10
1580724960, +2.67,  +2.104, +6.959769E+01,  10
1580725560, +2.67,  +2.159, +6.964906E+01,  10
1580726160, +2.67,  +2.137, +7.001467E+01,  10
1580726760, +2.67,  +2.203, +6.949404E+01,  10
1580727360, +2.67,  +2.137, +6.908165E+01,  10
1580727960, +2.67,  +2.104, +6.866911E+01,  10
1580728560, +2.67,  +2.115, +6.606969E+01,  10
1580729160, +2.67,  +2.148, +6.772422E+01,  10
1580729760, +2.66,  +2.159, +6.446845E+01,  10
1580730360, +2.67,  +2.115, +6.046238E+01,  10
1580730960, +2.67,  +2.072, +6.170796E+01,  10
1580731560, +2.67,  +2.126, +6.109248E+01,  10
1580732160, +2.66,  +2.094, +5.826624E+01,  10
1580732760, +2.66,  +2.159, +6.042655E+01,  10
1580733360, +2.67,  +2.181, +6.220609E+01,  10
1580733960, +2.66,  +2.148, +6.022093E+01,  10
1580734560, +2.66,  +2.072, +6.176607E+01,  10
1580735160, +2.67,  +2.170, +6.153098E+01,  10
1580735760, +2.67,  +2.115, +6.350044E+01,  10
1580736360, +2.67,  +2.104, +6.320656E+01,  10
1580736960, +2.67,  +2.126, +6.664093E+01,  10
1580737560, +2.67,  +2.126, +6.614334E+01,  10
1580738160, +2.67,  +2.170, +6.867294E+01,  10
1580738760, +2.66,  +2.126, +6.956439E+01,  10
1580739360, +2.66,  +2.104, +6.941312E+01,  10
1580739960, +2.67,  +2.148, +6.982850E+01,  10
1580740560, +2.66,  +2.148, +6.970502E+01,  10
1580741160, +2.67,  +2.148, +6.978723E+01,  10
1580741760, +2.67,  +2.115, +6.959746E+01,  10
1580742360, +2.66,  +2.072, +6.933557E+01,  10
1580742960, +2.67,  +2.115, +6.938778E+01,  10
1580743560, +2.67,  +2.104, +6.957013E+01,  10
1580744160, +2.67,  +2.170, +6.970999E+01,  10
1580744760, +2.66,  +2.083, +6.971742E+01,  10
1580745360, +2.66,  +2.137, +6.958835E+01,  10
1580745960, +2.66,  +2.061, +6.973173E+01,  10
1580746560, +2.66,  +2.137, +6.994386E+01,  10
1580747160, +2.66,  +2.083, +6.961109E+01,  10
1580747760, +2.66,  +2.104, +7.006550E+01,  10
1580748360, +2.67,  +2.115, +6.989265E+01,  10
1580748960, +2.67,  +2.126, +7.007316E+01,  10
1580749560, +2.67,  +2.083, +7.005287E+01,  10
1580750160, +2.67,  +2.137, +6.953063E+01,  10
1580750760, +2.67,  +2.115, +6.967508E+01,  10
1580751360, +2.66,  +2.104, +6.987741E+01,  10
1580751960, +2.67,  +2.094, +6.990673E+01,  10
1580752560, +2.67,  +2.094, +6.979604E+01,  10
1580753160, +2.67,  +2.170, +6.998956E+01,  10
1580753760, +2.67,  +2.083, +7.022573E+01,  10
1580754360, +2.66,  +2.094, +6.999959E+01,  10
1580754960, +2.66,  +2.094, +6.986983E+01,  10
1580755560, +2.66,  +2.083, +7.004943E+01,  10
1580756160, +2.67,  +2.094, +6.977644E+01,  10
1580756760, +2.66,  +2.126, +6.961867E+01,  10
1580757360, +2.67,  +2.159, +6.969193E+01,  10
1580757960, +2.67,  +2.115, +6.988162E+01,  10
1580758560, +2.67,  +2.115, +7.016663E+01,  10
1580759160, +2.67,  +2.072, +6.977943E+01,  10
1580759760, +2.67,  +2.126, +6.963359E+01,  10
1580760360, +2.66,  +2.083, +6.986317E+01,  10
1580760960, +2.66,  +2.126, +7.009880E+01,  10
1580761560, +2.66,  +2.115, +7.021891E+01,  10
1580762160, +2.67,  +2.104, +7.019541E+01,  10
1580762760, +2.66,  +2.137, +6.994784E+01,  10
1580763360, +2.67,  +2.159, +6.995396E+01,  10
1580763960, +2.67,  +2.126, +6.957120E+01,  10
1580764560, +2.66,  +2.104, +6.959999E+01,  10
1580765160, +2.66,  +2.094, +6.996905E+01,  10
1580765760, +2.67,  +2.126, +6.972974E+01,  10
1580766360, +2.67,  +2.115, +6.958069E+01,  10
1580766960, +2.67,  +2.115, +6.983898E+01,  10
1580767560, +2.66,  +2.072, +6.977690E+01,  10
1580768160, +2.67,  +2.137, +6.978739E+01,  10
1580768760, +2.67,  +2.115, +6.978019E+01,  10
1580769360, +2.66,  +2.137, +6.986891E+01,  10
1580769960, +2.67,  +2.170, +6.985161E+01,  10
1580770560, +2.66,  +2.104, +6.973104E+01,  10
1580771160, +2.66,  +2.148, +7.004284E+01,  10
1580771760, +2.67,  +2.083, +6.994845E+01,  10
1580772360, +2.67,  +2.115, +7.003067E+01,  10
1580772960, +2.67,  +2.083, +6.984878E+01,  10
1580773560, +2.66,  +2.094, +6.991898E+01,  10
1580774160, +2.67,  +2.137, +6.986869E+01,  10
1580774760, +2.67,  +2.072, +6.995733E+01,  10
1580775360, +2.66,  +2.115, +6.992189E+01,  10
1580775960, +2.67,  +2.104, +6.985483E+01,  10
1580776560, +2.67,  +2.115, +6.984580E+01,  10
1580777160, +2.66,  +2.104, +7.032134E+01,  10
1580777760, +2.66,  +2.104, +7.011312E+01,  10
1580778360, +2.67,  +2.104, +7.001842E+01,  10
1580778960, +2.66,  +2.083, +7.001054E+01,  10
1580779560, +2.66,  +2.072, +6.992633E+01,  10
1580780160, +2.67,  +2.083, +6.988423E+01,  10
1580780760, +2.67,  +2.094, +7.003121E+01,  10
1580781360, +2.67,  +2.094, +6.980836E+01,  10
1580781960, +2.66,  +2.104, +6.997249E+01,  10
1580782560, +2.67,  +2.094, +6.998612E+01,  10
1580783160, +2.67,  +2.061, +6.946510E+01,  10
1580783760, +2.68,  +2.094, +6.928367E+01,  10
1580784360, +2.66,  +2.050, +7.015231E+01,  10
1580784960, +2.67,  +2.115, +6.977246E+01,  10
1580785560, +2.67,  +2.072, +6.936290E+01,  10
1580786160, +2.67,  +2.137, +6.967792E+01,  10
1580786760, +2.67,  +2.061, +6.975753E+01,  10
1580787360, +2.67,  +2.039, +6.992518E+01,  10
1580787960, +2.66,  +2.072, +6.987703E+01,  10
1580788560, +2.67,  +2.104, +6.978065E+01,  10
1580789160, +2.66,  +2.083, +6.969300E+01,  10
1580789760, +2.67,  +2.072, +6.997747E+01,  10
