7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1576374360, +2.81,  +3.644, +6.948876E+01,  10
1576374960, +2.82,  +3.644, +6.963635E+01,  10
1576375560, +2.81,  +3.644, +6.950276E+01,  10
1576376160, +2.81,  +3.623, +6.953844E+01,  10
1576376760, +2.81,  +3.633, +6.934928E+01,  10
1576377360, +2.82,  +3.654, +6.892288E+01,  10
1576377960, +2.81,  +3.581, +6.870738E+01,  10
1576378560, +2.81,  +3.644, +6.890022E+01,  10
1576379160, +2.81,  +3.654, +6.901666E+01,  10
1576379760, +2.81,  +3.623, +6.916823E+01,  10
1576380360, +2.81,  +3.612, +6.899867E+01,  10
1576380960, +2.81,  +3.602, +6.946280E+01,  10
1576381560, +2.82,  +3.644, +6.933649E+01,  10
1576382160, +2.81,  +3.591, +6.954441E+01,  10
1576382760, +2.81,  +3.686, +6.957817E+01,  10
1576383360, +2.81,  +3.654, +6.943563E+01,  10
1576383960, +2.81,  +3.633, +6.862356E+01,  10
1576384560, +2.81,  +3.644, +6.897938E+01,  10
1576385160, +2.82,  +3.623, +6.898542E+01,  10
1576385760, +2.81,  +3.602, +6.895335E+01,  10
1576386360, +2.81,  +3.623, +6.922603E+01,  10
1576386960, +2.82,  +3.623, +6.924379E+01,  10
1576387560, +2.81,  +3.633, +6.906397E+01,  10
1576388160, +2.81,  +3.591, +6.927640E+01,  10
1576388760, +2.82,  +3.623, +6.921164E+01,  10
1576389360, +2.82,  +3.591, +6.883706E+01,  10
1576389960, +2.82,  +3.623, +6.906657E+01,  10
1576390560, +2.81,  +3.612, +6.901007E+01,  10
1576391160, +2.81,  +3.633, +6.924440E+01,  10
1576391760, +2.81,  +3.602, +6.917428E+01,  10
1576392360, +2.81,  +3.612, +6.914174E+01,  10
1576392960, +2.81,  +3.612, +6.938388E+01,  10
1576393560, +2.81,  +3.623, +6.966911E+01,  10
1576394160, +2.81,  +3.591, +6.974146E+01,  10
1576394760, +2.81,  +3.654, +6.983745E+01,  10
1576395360, +2.82,  +3.612, +6.979420E+01,  10
1576395960, +2.81,  +3.602, +6.949411E+01,  10
1576396560, +2.81,  +3.623, +6.970371E+01,  10
1576397160, +2.82,  +3.612, +6.952274E+01,  10
1576397760, +2.81,  +3.633, +6.969721E+01,  10
1576398360, +2.81,  +3.570, +6.987159E+01,  10
1576398960, +2.81,  +3.623, +6.988966E+01,  10
1576399560, +2.81,  +3.644, +6.943831E+01,  10
1576400160, +2.82,  +3.581, +6.917665E+01,  10
1576400760, +2.81,  +3.623, +6.868664E+01,  10
1576401360, +2.81,  +3.602, +6.892893E+01,  10
1576401960, +2.81,  +3.602, +6.859210E+01,  10
1576402560, +2.81,  +3.633, +6.880476E+01,  10
1576403160, +2.81,  +3.612, +6.926208E+01,  10
1576403760, +2.81,  +3.623, +6.900502E+01,  10
1576404360, +2.81,  +3.633, +6.895679E+01,  10
1576404960, +2.81,  +3.633, +6.899346E+01,  10
1576405560, +2.81,  +3.633, +6.905080E+01,  10
1576406160, +2.81,  +3.560, +6.889923E+01,  10
1576406760, +2.81,  +3.602, +6.891377E+01,  10
1576407360, +2.81,  +3.602, +6.900364E+01,  10
1576407960, +2.80,  +3.591, +6.862555E+01,  10
1576408560, +2.82,  +3.654, +6.849648E+01,  10
1576409160, +2.81,  +3.644, +6.869514E+01,  10
1576409760, +2.81,  +3.623, +6.883056E+01,  10
1576410360, +2.81,  +3.570, +6.885819E+01,  10
1576410960, +2.81,  +3.623, +6.910194E+01,  10
1576411560, +2.81,  +3.602, +6.947773E+01,  10
1576412160, +2.81,  +3.612, +6.920306E+01,  10
1576412760, +2.81,  +3.518, +6.899645E+01,  10
1576413360, +2.81,  +3.602, +6.935471E+01,  10
1576413960, +2.81,  +3.633, +6.919732E+01,  10
1576414560, +2.81,  +3.560, +6.922396E+01,  10
1576415160, +2.81,  +3.602, +6.949297E+01,  10
1576415760, +2.81,  +3.570, +6.933833E+01,  10
1576416360, +2.81,  +3.612, +6.956952E+01,  10
1576416960, +2.81,  +3.581, +6.906948E+01,  10
1576417560, +2.81,  +3.623, +6.892426E+01,  10
1576418160, +2.81,  +3.591, +6.885100E+01,  10
