7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1584398340, +2.90,  +1.621, +6.901199E+01,  10
1584398940, +2.90,  +1.610, +6.955949E+01,  10
1584399540, +2.90,  +1.610, +6.962035E+01,  10
1584400140, +2.90,  +1.577, +6.948386E+01,  10
1584400740, +2.90,  +1.632, +6.925481E+01,  10
1584401340, +2.90,  +1.599, +6.947299E+01,  10
1584401940, +2.90,  +1.632, +6.934836E+01,  10
1584402540, +2.90,  +1.577, +6.932210E+01,  10
1584403140, +2.90,  +1.643, +6.947766E+01,  10
1584403740, +2.90,  +1.632, +6.888422E+01,  10
1584404340, +2.89,  +1.643, +6.937163E+01,  10
1584404940, +2.90,  +1.632, +6.926652E+01,  10
1584405540, +2.89,  +1.610, +6.952810E+01,  10
1584406140, +2.90,  +1.610, +6.948929E+01,  10
1584406740, +2.90,  +1.599, +6.965480E+01,  10
1584407340, +2.89,  +1.610, +6.925634E+01,  10
1584407940, +2.90,  +1.599, +6.951226E+01,  10
1584408540, +2.89,  +1.643, +6.948600E+01,  10
1584409140, +2.90,  +1.643, +6.934553E+01,  10
1584409740, +2.90,  +1.610, +6.909229E+01,  10
1584410340, +2.90,  +1.632, +6.919633E+01,  10
1584410940, +2.89,  +1.610, +6.961606E+01,  10
1584411540, +2.90,  +1.588, +6.941955E+01,  10
1584412140, +2.90,  +1.610, +6.945331E+01,  10
1584412740, +2.90,  +1.588, +6.944757E+01,  10
1584413340, +2.90,  +1.610, +6.924876E+01,  10
1584413940, +2.89,  +1.610, +6.944650E+01,  10
1584414540, +2.89,  +1.621, +6.923560E+01,  10
1584415140, +2.90,  +1.599, +6.920505E+01,  10
1584415740, +2.89,  +1.621, +6.936497E+01,  10
1584416340, +2.90,  +1.643, +6.925527E+01,  10
1584416940, +2.89,  +1.643, +6.930786E+01,  10
1584417540, +2.89,  +1.621, +6.925297E+01,  10
1584418140, +2.89,  +1.632, +6.931613E+01,  10
1584418740, +2.89,  +1.588, +6.919020E+01,  10
1584419340, +2.89,  +1.577, +6.944152E+01,  10
1584419940, +2.89,  +1.621, +6.959999E+01,  10
1584420540, +2.90,  +1.599, +6.913776E+01,  10
1584421140, +2.90,  +1.621, +6.915958E+01,  10
1584421740, +2.89,  +1.588, +6.929959E+01,  10
1584422340, +2.90,  +1.599, +6.941825E+01,  10
1584422940, +2.90,  +1.621, +6.940057E+01,  10
1584423540, +2.89,  +1.621, +6.950621E+01,  10
1584424140, +2.89,  +1.632, +6.929554E+01,  10
1584424740, +2.89,  +1.632, +6.938288E+01,  10
1584425340, +2.89,  +1.555, +6.971428E+01,  10
1584425940, +2.89,  +1.610, +6.859294E+01,  10
1584426540, +2.90,  +1.544, +6.907162E+01,  10
1584427140, +2.89,  +1.588, +6.951723E+01,  10
1584427740, +2.89,  +1.588, +6.951379E+01,  10
1584428340, +2.89,  +1.588, +6.936091E+01,  10
1584428940, +2.89,  +1.577, +6.919411E+01,  10
1584429540, +2.89,  +1.566, +6.933772E+01,  10
1584430140, +2.89,  +1.632, +6.927686E+01,  10
1584430740, +2.89,  +1.621, +6.939031E+01,  10
1584431340, +2.89,  +1.588, +6.896230E+01,  10
1584431940, +2.89,  +1.621, +6.932539E+01,  10
1584432540, +2.89,  +1.599, +6.946525E+01,  10
1584433140, +2.89,  +1.632, +6.949335E+01,  10
1584433740, +2.89,  +1.544, +6.940616E+01,  10
1584434340, +2.89,  +1.566, +6.942415E+01,  10
1584434940, +2.89,  +1.610, +6.931460E+01,  10
1584435540, +2.89,  +1.588, +6.969039E+01,  10
1584436140, +2.89,  +1.577, +6.942790E+01,  10
1584436740, +2.89,  +1.577, +6.959585E+01,  10
1584437340, +2.89,  +1.555, +6.923192E+01,  10
1584437940, +2.89,  +1.599, +6.914886E+01,  10
1584438540, +2.89,  +1.588, +6.903135E+01,  10
1584439140, +2.89,  +1.566, +6.945262E+01,  10
1584439740, +2.89,  +1.632, +6.971673E+01,  10
1584440340, +2.89,  +1.621, +6.981962E+01,  10
1584440940, +2.89,  +1.588, +6.947903E+01,  10
1584441540, +2.89,  +1.588, +6.942346E+01,  10
1584442140, +2.89,  +1.555, +6.963022E+01,  10
1584442740, +2.89,  +1.588, +6.973480E+01,  10
1584443340, +2.89,  +1.621, +6.948990E+01,  10
1584443940, +2.89,  +1.632, +6.964247E+01,  10
1584444540, +2.89,  +1.621, +6.968848E+01,  10
1584445140, +2.89,  +1.610, +6.942881E+01,  10
1584445740, +2.89,  +1.610, +6.933657E+01,  10
1584446340, +2.89,  +1.566, +6.936757E+01,  10
1584446940, +2.89,  +1.588, +6.968565E+01,  10
1584447540, +2.89,  +1.588, +6.930970E+01,  10
1584448140, +2.89,  +1.610, +6.955750E+01,  10
1584448740, +2.89,  +1.599, +6.974123E+01,  10
1584449340, +2.89,  +1.555, +6.930074E+01,  10
1584449940, +2.89,  +1.599, +6.975141E+01,  10
1584450540, +2.89,  +1.621, +6.945898E+01,  10
1584451140, +2.89,  +1.599, +6.938013E+01,  10
1584451740, +2.89,  +1.610, +6.973349E+01,  10
1584452340, +2.89,  +1.621, +6.988040E+01,  10
1584452940, +2.89,  +1.621, +6.944489E+01,  10
1584453540, +2.89,  +1.588, +6.967761E+01,  10
1584454140, +2.89,  +1.599, +6.971581E+01,  10
1584454740, +2.89,  +1.621, +6.956424E+01,  10
1584455340, +2.89,  +1.621, +6.969705E+01,  10
1584455940, +2.89,  +1.577, +6.953193E+01,  10
1584456540, +2.89,  +1.632, +6.953009E+01,  10
1584457140, +2.89,  +1.643, +6.954747E+01,  10
1584457740, +2.89,  +1.599, +6.941259E+01,  10
1584458340, +2.89,  +1.610, +6.925075E+01,  10
1584458940, +2.89,  +1.577, +6.940156E+01,  10
1584459540, +2.89,  +1.610, +6.929829E+01,  10
1584460140, +2.89,  +1.588, +6.945530E+01,  10
1584460740, +2.89,  +1.566, +6.948822E+01,  10
1584461340, +2.89,  +1.588, +6.944589E+01,  10
1584461940, +2.89,  +1.577, +6.932034E+01,  10
1584462540, +2.89,  +1.588, +6.915338E+01,  10
1584463140, +2.89,  +1.577, +6.904536E+01,  10
1584463740, +2.89,  +1.577, +6.931138E+01,  10
1584464340, +2.89,  +1.588, +6.914917E+01,  10
1584464940, +2.89,  +1.588, +6.911128E+01,  10
1584465540, +2.89,  +1.621, +6.933649E+01,  10
1584466140, +2.89,  +1.643, +6.924295E+01,  10
1584466740, +2.88,  +1.610, +6.946242E+01,  10
1584467340, +2.89,  +1.588, +6.923896E+01,  10
1584467940, +2.89,  +1.621, +6.953377E+01,  10
1584468540, +2.89,  +1.621, +6.933221E+01,  10
1584469140, +2.89,  +1.665, +6.947107E+01,  10
1584469740, +2.89,  +1.566, +6.931980E+01,  10
1584470340, +2.89,  +1.621, +6.899116E+01,  10
1584470940, +2.89,  +1.643, +6.907246E+01,  10
1584471540, +2.89,  +1.621, +6.916861E+01,  10
1584472140, +2.89,  +1.621, +6.907154E+01,  10
1584472740, +2.89,  +1.588, +6.932708E+01,  10
1584473340, +2.89,  +1.632, +6.929293E+01,  10
1584473940, +2.89,  +1.577, +6.912161E+01,  10
1584474540, +2.88,  +1.610, +6.919150E+01,  10
1584475140, +2.89,  +1.621, +6.912682E+01,  10
1584475740, +2.89,  +1.555, +6.915790E+01,  10
1584476340, +2.89,  +1.577, +6.934966E+01,  10
1584476940, +2.89,  +1.654, +6.944397E+01,  10
1584477540, +2.89,  +1.632, +6.928574E+01,  10
1584478140, +2.89,  +1.610, +6.932930E+01,  10
1584478740, +2.89,  +1.610, +6.851723E+01,  10
1584479340, +2.89,  +1.632, +6.888016E+01,  10
1584479940, +2.89,  +1.632, +6.910599E+01,  10
1584480540, +2.88,  +1.588, +6.921784E+01,  10
1584481140, +2.89,  +1.632, +6.891362E+01,  10
1584481740, +2.89,  +1.610, +6.935532E+01,  10
1584482340, +2.89,  +1.610, +6.937454E+01,  10
1584482940, +2.88,  +1.577, +6.965878E+01,  10
1584483540, +2.88,  +1.588, +6.872928E+01,  10
1584484140, +2.89,  +1.632, +6.921409E+01,  10
1584484740, +2.89,  +1.610, +6.909589E+01,  10
