sample_id,lake,date,depth,replicate,parameter,value,Flag,
TB_2020-06-24_0_A,TB,6/24/20,0,A,CO2_TCD,2512,0,
TB_2020-06-24_0_B,TB,6/24/20,0,B,CO2_TCD,2468,0,
TB_2020-06-24_0_C,TB,6/24/20,0,C,CO2_TCD,2467,0,
TB_2020-06-24_0_A,TB,6/24/20,0,A,N2O_ECD,0,0,
TB_2020-06-24_0_B,TB,6/24/20,0,B,N2O_ECD,0,0,
TB_2020-06-24_0_C,TB,6/24/20,0,C,N2O_ECD,0,0,
TB_2020-06-24_3_A,TB,6/24/20,3,A,CH4_TCD,4685,0,
TB_2020-06-24_3_B,TB,6/24/20,3,B,CH4_TCD,4589,0,
TB_2020-06-24_3_C,TB,6/24/20,3,C,CH4_TCD,4833,0,
TB_2020-06-24_3_A,TB,6/24/20,3,A,CO2_TCD,9747,0,
TB_2020-06-24_3_B,TB,6/24/20,3,B,CO2_TCD,9650,0,
TB_2020-06-24_3_C,TB,6/24/20,3,C,CO2_TCD,9867,0,
TB_2020-06-24_3_A,TB,6/24/20,3,A,N2O_ECD,0,0,
TB_2020-06-24_3_B,TB,6/24/20,3,B,N2O_ECD,0,0,
TB_2020-06-24_3_C,TB,6/24/20,3,C,N2O_ECD,0,0,
TB_2020-06-24_5_A,TB,6/24/20,5,A,CH4_TCD,6085,0,
TB_2020-06-24_5_B,TB,6/24/20,5,B,CH4_TCD,6004,0,
TB_2020-06-24_5_C,TB,6/24/20,5,C,CH4_TCD,6026,0,
TB_2020-06-24_5_A,TB,6/24/20,5,A,CO2_TCD,10017,0,
TB_2020-06-24_5_B,TB,6/24/20,5,B,CO2_TCD,10077,0,
TB_2020-06-24_5_C,TB,6/24/20,5,C,CO2_TCD,9933,0,
TB_2020-06-24_5_A,TB,6/24/20,5,A,N2O_ECD,0,0,
TB_2020-06-24_5_B,TB,6/24/20,5,B,N2O_ECD,0,0,
TB_2020-06-24_5_C,TB,6/24/20,5,C,N2O_ECD,0,0,
TB_2020-06-24_7_A,TB,6/24/20,7,A,CH4_TCD,20430,0,
TB_2020-06-24_7_B,TB,6/24/20,7,B,CH4_TCD,21517,0,
TB_2020-06-24_7_C,TB,6/24/20,7,C,CH4_TCD,19807,0,
TB_2020-06-24_7_A,TB,6/24/20,7,A,CO2_TCD,14523,0,
TB_2020-06-24_7_B,TB,6/24/20,7,B,CO2_TCD,14566,0,
TB_2020-06-24_7_C,TB,6/24/20,7,C,CO2_TCD,14505,0,
TB_2020-06-24_7_A,TB,6/24/20,7,A,N2O_ECD,-1,0,
TB_2020-06-24_7_B,TB,6/24/20,7,B,N2O_ECD,0,0,
TB_2020-06-24_7_C,TB,6/24/20,7,C,N2O_ECD,-1,0,
TB_2020-06-24_Air_1,TB,6/24/20,Air,1,CH4_FID,6,1,
TB_2020-06-24_Air_2,TB,6/24/20,Air,2,CH4_FID,4,1,
TB_2020-06-24_Air_3,TB,6/24/20,Air,3,CH4_FID,216,1,
TB_2020-06-24_Air_1,TB,6/24/20,Air,1,CO2_FID,365,0,
TB_2020-06-24_Air_2,TB,6/24/20,Air,2,CO2_FID,360,0,
TB_2020-06-24_Air_3,TB,6/24/20,Air,3,CO2_FID,530,0,
TB_2020-06-24_Air_1,TB,6/24/20,Air,1,N2O_ECD,0,0,
TB_2020-06-24_Air_2,TB,6/24/20,Air,2,N2O_ECD,0,0,
TB_2020-06-24_Air_3,TB,6/24/20,Air,3,N2O_ECD,0,0,
TB_2020-06-30_0_A,TB,6/30/20,0,A,CH4_FID,50,0,
TB_2020-06-30_0_B,TB,6/30/20,0,B,CH4_FID,43,0,
TB_2020-06-30_0_C,TB,6/30/20,0,C,CH4_FID,51,0,
TB_2020-06-30_0_A,TB,6/30/20,0,A,CO2_TCD,1393,0,
TB_2020-06-30_0_B,TB,6/30/20,0,B,CO2_TCD,1431,0,
TB_2020-06-30_0_C,TB,6/30/20,0,C,CO2_TCD,1420,0,
TB_2020-06-30_0_A,TB,6/30/20,0,A,N2O_ECD,0,0,
TB_2020-06-30_0_B,TB,6/30/20,0,B,N2O_ECD,0,0,
TB_2020-06-30_0_C,TB,6/30/20,0,C,N2O_ECD,0,0,
TB_2020-06-30_3_A,TB,6/30/20,3,A,CH4_TCD,5103,0,
TB_2020-06-30_3_B,TB,6/30/20,3,B,CH4_TCD,5333,0,
TB_2020-06-30_3_C,TB,6/30/20,3,C,CH4_TCD,5269,0,
TB_2020-06-30_3_A,TB,6/30/20,3,A,CO2_TCD,10796,0,
TB_2020-06-30_3_B,TB,6/30/20,3,B,CO2_TCD,10899,0,
TB_2020-06-30_3_C,TB,6/30/20,3,C,CO2_TCD,10981,0,
TB_2020-06-30_3_A,TB,6/30/20,3,A,N2O_ECD,-1,0,
TB_2020-06-30_3_B,TB,6/30/20,3,B,N2O_ECD,-1,0,
TB_2020-06-30_3_C,TB,6/30/20,3,C,N2O_ECD,-1,0,
TB_2020-06-30_5_A,TB,6/30/20,5,A,CH4_TCD,6013,0,
TB_2020-06-30_5_B,TB,6/30/20,5,B,CH4_TCD,6298,0,
TB_2020-06-30_5_C,TB,6/30/20,5,C,CH4_TCD,6275,0,
TB_2020-06-30_5_A,TB,6/30/20,5,A,CO2_TCD,10248,0,
TB_2020-06-30_5_B,TB,6/30/20,5,B,CO2_TCD,10011,0,
TB_2020-06-30_5_C,TB,6/30/20,5,C,CO2_TCD,10794,0,
TB_2020-06-30_5_A,TB,6/30/20,5,A,N2O_ECD,-1,0,
TB_2020-06-30_5_B,TB,6/30/20,5,B,N2O_ECD,-1,0,
TB_2020-06-30_5_C,TB,6/30/20,5,C,N2O_ECD,0,0,
TB_2020-06-30_7_A,TB,6/30/20,7,A,CH4_TCD,22145,0,
TB_2020-06-30_7_B,TB,6/30/20,7,B,CH4_TCD,19337,0,
TB_2020-06-30_7_C,TB,6/30/20,7,C,CH4_TCD,19360,0,
TB_2020-06-30_7_A,TB,6/30/20,7,A,CO2_TCD,15583,0,
TB_2020-06-30_7_B,TB,6/30/20,7,B,CO2_TCD,15181,0,
TB_2020-06-30_7_C,TB,6/30/20,7,C,CO2_TCD,15234,0,
TB_2020-06-30_7_A,TB,6/30/20,7,A,N2O_ECD,0,0,
TB_2020-06-30_7_B,TB,6/30/20,7,B,N2O_ECD,0,0,
TB_2020-06-30_7_C,TB,6/30/20,7,C,N2O_ECD,0,0,
TB_2020-06-30_Air_1,TB,6/30/20,Air,1,CH4_FID,4,1,
TB_2020-06-30_Air_2,TB,6/30/20,Air,2,CH4_FID,210,1,
TB_2020-06-30_Air_3,TB,6/30/20,Air,3,CH4_FID,8,1,
TB_2020-06-30_Air_1,TB,6/30/20,Air,1,CO2_FID,381,1,
TB_2020-06-30_Air_2,TB,6/30/20,Air,2,CO2_FID,548,1,
TB_2020-06-30_Air_3,TB,6/30/20,Air,3,CO2_FID,366,1,
TB_2020-06-30_Air_1,TB,6/30/20,Air,1,N2O_ECD,0,0,
TB_2020-06-30_Air_2,TB,6/30/20,Air,2,N2O_ECD,0,0,
TB_2020-06-30_Air_3,TB,6/30/20,Air,3,N2O_ECD,0,0,
TB_2020-07-07_0_A,TB,7/7/20,0,A,CH4_FID,163,1,1
TB_2020-07-07_0_B,TB,7/7/20,0,B,CH4_FID,84,1,1
TB_2020-07-07_0_C,TB,7/7/20,0,C,CH4_FID,59,1,1
TB_2020-07-07_0_A,TB,7/7/20,0,A,CO2_TCD,1820,0,
TB_2020-07-07_0_B,TB,7/7/20,0,B,CO2_TCD,1771,0,
TB_2020-07-07_0_C,TB,7/7/20,0,C,CO2_TCD,1734,0,
TB_2020-07-07_0_A,TB,7/7/20,0,A,N2O_ECD,-1,0,
TB_2020-07-07_0_B,TB,7/7/20,0,B,N2O_ECD,-1,0,
TB_2020-07-07_0_C,TB,7/7/20,0,C,N2O_ECD,0,0,
TB_2020-07-07_3_A,TB,7/7/20,3,A,CH4_TCD,5305,0,
TB_2020-07-07_3_B,TB,7/7/20,3,B,CH4_TCD,5044,0,
TB_2020-07-07_3_C,TB,7/7/20,3,C,CH4_TCD,5260,0,
TB_2020-07-07_3_A,TB,7/7/20,3,A,CO2_TCD,10851,0,
TB_2020-07-07_3_B,TB,7/7/20,3,B,CO2_TCD,10670,0,
TB_2020-07-07_3_C,TB,7/7/20,3,C,CO2_TCD,10796,0,
TB_2020-07-07_3_A,TB,7/7/20,3,A,N2O_ECD,-1,0,
TB_2020-07-07_3_B,TB,7/7/20,3,B,N2O_ECD,-1,0,
TB_2020-07-07_3_C,TB,7/7/20,3,C,N2O_ECD,-1,0,
TB_2020-07-07_5_A,TB,7/7/20,5,A,CH4_TCD,7023,0,
TB_2020-07-07_5_B,TB,7/7/20,5,B,CH4_TCD,6953,0,
TB_2020-07-07_5_C,TB,7/7/20,5,C,CH4_TCD,7374,0,
TB_2020-07-07_5_A,TB,7/7/20,5,A,CO2_TCD,10837,0,
TB_2020-07-07_5_B,TB,7/7/20,5,B,CO2_TCD,10752,0,
TB_2020-07-07_5_C,TB,7/7/20,5,C,CO2_TCD,10796,0,
TB_2020-07-07_5_A,TB,7/7/20,5,A,N2O_ECD,-1,0,
TB_2020-07-07_5_B,TB,7/7/20,5,B,N2O_ECD,0,0,
TB_2020-07-07_5_C,TB,7/7/20,5,C,N2O_ECD,-1,0,
TB_2020-07-07_7_A,TB,7/7/20,7,A,CH4_TCD,19631,0,
TB_2020-07-07_7_B,TB,7/7/20,7,B,CH4_TCD,20157,0,
TB_2020-07-07_7_C,TB,7/7/20,7,C,CH4_TCD,19266,0,
TB_2020-07-07_7_A,TB,7/7/20,7,A,CO2_TCD,15314,0,
TB_2020-07-07_7_B,TB,7/7/20,7,B,CO2_TCD,15840,0,
TB_2020-07-07_7_C,TB,7/7/20,7,C,CO2_TCD,15443,0,
TB_2020-07-07_7_A,TB,7/7/20,7,A,N2O_ECD,0,0,
TB_2020-07-07_7_B,TB,7/7/20,7,B,N2O_ECD,0,0,
TB_2020-07-07_7_C,TB,7/7/20,7,C,N2O_ECD,0,0,
TB_2020-07-07_Air_1,TB,7/7/20,Air,1,CH4_FID,28,1,
TB_2020-07-07_Air_2,TB,7/7/20,Air,2,CH4_FID,27,1,
TB_2020-07-07_Air_3,TB,7/7/20,Air,3,CH4_FID,294,1,
TB_2020-07-07_Air_1,TB,7/7/20,Air,1,CO2_FID,396,1,
TB_2020-07-07_Air_2,TB,7/7/20,Air,2,CO2_FID,400,1,
TB_2020-07-07_Air_3,TB,7/7/20,Air,3,CO2_FID,605,1,
TB_2020-07-07_Air_1,TB,7/7/20,Air,1,N2O_ECD,0,0,
TB_2020-07-07_Air_2,TB,7/7/20,Air,2,N2O_ECD,0,0,
TB_2020-07-07_Air_3,TB,7/7/20,Air,3,N2O_ECD,0,0,
TB_2020-07-16_0_A,TB,7/16/20,0,A,CH4_FID,86,0,
TB_2020-07-16_0_B,TB,7/16/20,0,B,CH4_FID,60,0,
TB_2020-07-16_0_C,TB,7/16/20,0,C,CH4_FID,60,0,
TB_2020-07-16_0_A,TB,7/16/20,0,A,CO2_TCD,2889,0,
TB_2020-07-16_0_B,TB,7/16/20,0,B,CO2_TCD,2968,0,
TB_2020-07-16_0_C,TB,7/16/20,0,C,CO2_TCD,2956,0,
TB_2020-07-16_0_A,TB,7/16/20,0,A,N2O_ECD,-1,0,
TB_2020-07-16_0_B,TB,7/16/20,0,B,N2O_ECD,-1,0,
TB_2020-07-16_0_C,TB,7/16/20,0,C,N2O_ECD,-1,0,
TB_2020-07-16_3_A,TB,7/16/20,3,A,CH4_TCD,5001,0,
TB_2020-07-16_3_B,TB,7/16/20,3,B,CH4_TCD,5057,0,
TB_2020-07-16_3_C,TB,7/16/20,3,C,CH4_TCD,5182,0,
TB_2020-07-16_3_A,TB,7/16/20,3,A,CO2_TCD,10485,0,
TB_2020-07-16_3_B,TB,7/16/20,3,B,CO2_TCD,10535,0,
TB_2020-07-16_3_C,TB,7/16/20,3,C,CO2_TCD,10510,0,
TB_2020-07-16_3_A,TB,7/16/20,3,A,N2O_ECD,-1,0,
TB_2020-07-16_3_B,TB,7/16/20,3,B,N2O_ECD,0,0,
TB_2020-07-16_3_C,TB,7/16/20,3,C,N2O_ECD,-1,0,
TB_2020-07-16_5_A,TB,7/16/20,5,A,CH4_TCD,6577,0,
TB_2020-07-16_5_B,TB,7/16/20,5,B,CH4_TCD,6815,0,
TB_2020-07-16_5_C,TB,7/16/20,5,C,CH4_TCD,6145,0,
TB_2020-07-16_5_A,TB,7/16/20,5,A,CO2_TCD,10218,0,
TB_2020-07-16_5_B,TB,7/16/20,5,B,CO2_TCD,10227,0,
TB_2020-07-16_5_C,TB,7/16/20,5,C,CO2_TCD,10057,0,
TB_2020-07-16_5_A,TB,7/16/20,5,A,N2O_ECD,0,0,
TB_2020-07-16_5_B,TB,7/16/20,5,B,N2O_ECD,0,0,
TB_2020-07-16_5_C,TB,7/16/20,5,C,N2O_ECD,0,0,
TB_2020-07-16_7_A,TB,7/16/20,7,A,CH4_TCD,18415,0,
TB_2020-07-16_7_B,TB,7/16/20,7,B,CH4_TCD,18724,0,
TB_2020-07-16_7_C,TB,7/16/20,7,C,CH4_TCD,17586,0,
TB_2020-07-16_7_A,TB,7/16/20,7,A,CO2_TCD,14421,0,
TB_2020-07-16_7_B,TB,7/16/20,7,B,CO2_TCD,14275,0,
TB_2020-07-16_7_C,TB,7/16/20,7,C,CO2_TCD,14161,0,
TB_2020-07-16_7_A,TB,7/16/20,7,A,N2O_ECD,0,0,
TB_2020-07-16_7_B,TB,7/16/20,7,B,N2O_ECD,-1,0,
TB_2020-07-16_7_C,TB,7/16/20,7,C,N2O_ECD,0,0,
TB_2020-07-16_Air_1,TB,7/16/20,Air,1,CH4_FID,21,1,
TB_2020-07-16_Air_2,TB,7/16/20,Air,2,CH4_FID,5,1,
TB_2020-07-16_Air_3,TB,7/16/20,Air,3,CH4_FID,387,1,
TB_2020-07-16_Air_1,TB,7/16/20,Air,1,CO2_FID,339,1,
TB_2020-07-16_Air_2,TB,7/16/20,Air,2,CO2_FID,334,1,
TB_2020-07-16_Air_3,TB,7/16/20,Air,3,CO2_FID,666,1,
TB_2020-07-16_Air_1,TB,7/16/20,Air,1,N2O_ECD,-1,0,
TB_2020-07-16_Air_2,TB,7/16/20,Air,2,N2O_ECD,0,0,
TB_2020-07-16_Air_3,TB,7/16/20,Air,3,N2O_ECD,-1,0,
TB_2020-07-22_0_A,TB,7/22/20,0,A,CH4_FID,112,0,
TB_2020-07-22_0_B,TB,7/22/20,0,B,CH4_FID,101,0,
TB_2020-07-22_0_C,TB,7/22/20,0,C,CH4_FID,78,0,
TB_2020-07-22_0_A,TB,7/22/20,0,A,CO2_TCD,2786,0,
TB_2020-07-22_0_B,TB,7/22/20,0,B,CO2_TCD,2753,0,
TB_2020-07-22_0_C,TB,7/22/20,0,C,CO2_TCD,2748,0,
TB_2020-07-22_0_A,TB,7/22/20,0,A,N2O_ECD,-1,0,
TB_2020-07-22_0_B,TB,7/22/20,0,B,N2O_ECD,0,0,
TB_2020-07-22_0_C,TB,7/22/20,0,C,N2O_ECD,0,0,
TB_2020-07-22_Air_1,TB,7/22/20,Air,1,CH4_FID,15,0,
TB_2020-07-22_Air_2,TB,7/22/20,Air,2,CH4_FID,12,0,
TB_2020-07-22_Air_3,TB,7/22/20,Air,3,CH4_FID,10,0,
TB_2020-07-22_Air_1,TB,7/22/20,Air,1,CO2_FID,360,0,
TB_2020-07-22_Air_2,TB,7/22/20,Air,2,CO2_FID,357,0,
TB_2020-07-22_Air_3,TB,7/22/20,Air,3,CO2_FID,431,0,
TB_2020-07-22_Air_1,TB,7/22/20,Air,1,N2O_ECD,0,0,
TB_2020-07-22_Air_2,TB,7/22/20,Air,2,N2O_ECD,0,0,
TB_2020-07-22_Air_3,TB,7/22/20,Air,3,N2O_ECD,0,0,
TB_2020-08-04_0_A,TB,8/4/20,0,A,CH4_FID,211,0,
TB_2020-08-04_0_B,TB,8/4/20,0,B,CH4_FID,290,0,
TB_2020-08-04_0_C,TB,8/4/20,0,C,CH4_FID,212,0,
TB_2020-08-04_0_A,TB,8/4/20,0,A,CO2_TCD,3919,0,
TB_2020-08-04_0_B,TB,8/4/20,0,B,CO2_TCD,3905,0,
TB_2020-08-04_0_C,TB,8/4/20,0,C,CO2_TCD,3833,0,
TB_2020-08-04_0_A,TB,8/4/20,0,A,N2O_ECD,0,0,
TB_2020-08-04_0_B,TB,8/4/20,0,B,N2O_ECD,0,0,
TB_2020-08-04_0_C,TB,8/4/20,0,C,N2O_ECD,0,0,
TB_2020-08-04_Air_1,TB,8/4/20,Air,1,CH4_FID,7,0,
TB_2020-08-04_Air_2,TB,8/4/20,Air,2,CH4_FID,3,0,
TB_2020-08-04_Air_3,TB,8/4/20,Air,3,CH4_FID,6,0,
TB_2020-08-04_Air_1,TB,8/4/20,Air,1,CO2_FID,340,0,
TB_2020-08-04_Air_2,TB,8/4/20,Air,2,CO2_FID,347,0,
TB_2020-08-04_Air_3,TB,8/4/20,Air,3,CO2_FID,405,0,
TB_2020-08-04_Air_1,TB,8/4/20,Air,1,N2O_ECD,0,0,
TB_2020-08-04_Air_2,TB,8/4/20,Air,2,N2O_ECD,0,0,
TB_2020-08-04_Air_3,TB,8/4/20,Air,3,N2O_ECD,0,0,
TB_2020-10-05_0_A,TB,10/5/20,0,A,CH4_TCD,1141,0,
TB_2020-10-05_0_B,TB,10/5/20,0,B,CH4_TCD,1114,0,
TB_2020-10-05_0_C,TB,10/5/20,0,C,CH4_TCD,1028,0,
TB_2020-10-05_0_A,TB,10/5/20,0,A,CO2_TCD,4563,0,
TB_2020-10-05_0_B,TB,10/5/20,0,B,CO2_TCD,4529,0,
TB_2020-10-05_0_C,TB,10/5/20,0,C,CO2_TCD,4437,0,
TB_2020-10-05_0_A,TB,10/5/20,0,A,N2O_ECD,0,0,
TB_2020-10-05_0_B,TB,10/5/20,0,B,N2O_ECD,0,0,
TB_2020-10-05_0_C,TB,10/5/20,0,C,N2O_ECD,0,0,
TB_2020-10-05_3_A,TB,10/5/20,3,A,CH4_TCD,6205,0,
TB_2020-10-05_3_B,TB,10/5/20,3,B,CH4_TCD,7066,0,
TB_2020-10-05_3_C,TB,10/5/20,3,C,CH4_TCD,5972,0,
TB_2020-10-05_3_A,TB,10/5/20,3,A,CO2_TCD,11331,0,
TB_2020-10-05_3_B,TB,10/5/20,3,B,CO2_TCD,11488,0,
TB_2020-10-05_3_C,TB,10/5/20,3,C,CO2_TCD,10967,0,
TB_2020-10-05_3_A,TB,10/5/20,3,A,N2O_ECD,0,0,
TB_2020-10-05_3_B,TB,10/5/20,3,B,N2O_ECD,0,0,
TB_2020-10-05_3_C,TB,10/5/20,3,C,N2O_ECD,0,0,
TB_2020-10-05_5_A,TB,10/5/20,5,A,CH4_TCD,7772,0,
TB_2020-10-05_5_B,TB,10/5/20,5,B,CH4_TCD,7590,0,
TB_2020-10-05_5_C,TB,10/5/20,5,C,CH4_TCD,7241,0,
TB_2020-10-05_5_A,TB,10/5/20,5,A,CO2_TCD,10704,0,
TB_2020-10-05_5_B,TB,10/5/20,5,B,CO2_TCD,10752,0,
TB_2020-10-05_5_C,TB,10/5/20,5,C,CO2_TCD,10818,0,
TB_2020-10-05_5_A,TB,10/5/20,5,A,N2O_ECD,-1,0,
TB_2020-10-05_5_B,TB,10/5/20,5,B,N2O_ECD,-1,0,
TB_2020-10-05_5_C,TB,10/5/20,5,C,N2O_ECD,0,0,
TB_2020-10-05_7_A,TB,10/5/20,7,A,CH4_TCD,26075,0,
TB_2020-10-05_7_B,TB,10/5/20,7,B,CH4_TCD,25143,0,
TB_2020-10-05_7_C,TB,10/5/20,7,C,CH4_TCD,25614,0,
TB_2020-10-05_7_A,TB,10/5/20,7,A,CO2_TCD,14943,0,
TB_2020-10-05_7_B,TB,10/5/20,7,B,CO2_TCD,15138,0,
TB_2020-10-05_7_C,TB,10/5/20,7,C,CO2_TCD,14940,0,
TB_2020-10-05_7_A,TB,10/5/20,7,A,N2O_ECD,0,0,
TB_2020-10-05_7_B,TB,10/5/20,7,B,N2O_ECD,0,0,
TB_2020-10-05_7_C,TB,10/5/20,7,C,N2O_ECD,0,0,
TB_2020-10-05_Air_1,TB,10/5/20,Air,1,CH4_FID,84,0,
TB_2020-10-05_Air_2,TB,10/5/20,Air,2,CH4_FID,24,0,
TB_2020-10-05_Air_3,TB,10/5/20,Air,3,CH4_FID,13,0,
TB_2020-10-05_Air_1,TB,10/5/20,Air,1,CO2_FID,393,0,
TB_2020-10-05_Air_2,TB,10/5/20,Air,2,CO2_FID,356,0,
TB_2020-10-05_Air_3,TB,10/5/20,Air,3,CO2_FID,353,0,
TB_2020-10-05_Air_1,TB,10/5/20,Air,1,N2O_ECD,0,0,
TB_2020-10-05_Air_2,TB,10/5/20,Air,2,N2O_ECD,0,0,
TB_2020-10-05_Air_3,TB,10/5/20,Air,3,N2O_ECD,0,0,
TB_2020-10-30_0_A,TB,10/30/20,0,A,CH4_TCD,1640,0,
TB_2020-10-30_0_B,TB,10/30/20,0,B,CH4_TCD,1644,0,
TB_2020-10-30_0_C,TB,10/30/20,0,C,CH4_TCD,1701,0,
TB_2020-10-30_0_A,TB,10/30/20,0,A,CO2_TCD,5644,0,
TB_2020-10-30_0_B,TB,10/30/20,0,B,CO2_TCD,5523,0,
TB_2020-10-30_0_C,TB,10/30/20,0,C,CO2_TCD,5756,0,
TB_2020-10-30_0_A,TB,10/30/20,0,A,N2O_ECD,-1,0,
TB_2020-10-30_0_B,TB,10/30/20,0,B,N2O_ECD,0,0,
TB_2020-10-30_0_C,TB,10/30/20,0,C,N2O_ECD,0,0,
TB_2020-10-30_3_A,TB,10/30/20,3,A,CH4_TCD,1149,1,
TB_2020-10-30_3_B,TB,10/30/20,3,B,CH4_TCD,1795,1,
TB_2020-10-30_3_C,TB,10/30/20,3,C,CH4_TCD,1706,1,
TB_2020-10-30_3_A,TB,10/30/20,3,A,CO2_TCD,3856,1,
TB_2020-10-30_3_B,TB,10/30/20,3,B,CO2_TCD,5833,1,
TB_2020-10-30_3_C,TB,10/30/20,3,C,CO2_TCD,5715,1,
TB_2020-10-30_3_A,TB,10/30/20,3,A,N2O_ECD,0,0,
TB_2020-10-30_3_B,TB,10/30/20,3,B,N2O_ECD,-1,0,
TB_2020-10-30_3_C,TB,10/30/20,3,C,N2O_ECD,-1,0,
TB_2020-10-30_5_A,TB,10/30/20,5,A,CH4_TCD,2383,1,
TB_2020-10-30_5_B,TB,10/30/20,5,B,CH4_TCD,3679,1,
TB_2020-10-30_5_C,TB,10/30/20,5,C,CH4_TCD,4154,1,
TB_2020-10-30_5_A,TB,10/30/20,5,A,CO2_TCD,6019,0,
TB_2020-10-30_5_B,TB,10/30/20,5,B,CO2_TCD,6337,0,
TB_2020-10-30_5_C,TB,10/30/20,5,C,CO2_TCD,6660,0,
TB_2020-10-30_5_A,TB,10/30/20,5,A,N2O_ECD,-1,0,
TB_2020-10-30_5_B,TB,10/30/20,5,B,N2O_ECD,-1,0,
TB_2020-10-30_5_C,TB,10/30/20,5,C,N2O_ECD,0,0,
TB_2020-10-30_7_A,TB,10/30/20,7,A,CH4_TCD,19109,1,
TB_2020-10-30_7_B,TB,10/30/20,7,B,CH4_TCD,17362,1,
TB_2020-10-30_7_C,TB,10/30/20,7,C,CH4_TCD,16984,1,
TB_2020-10-30_7_A,TB,10/30/20,7,A,CO2_TCD,12918,0,
TB_2020-10-30_7_B,TB,10/30/20,7,B,CO2_TCD,12526,0,
TB_2020-10-30_7_C,TB,10/30/20,7,C,CO2_TCD,12174,0,
TB_2020-10-30_7_A,TB,10/30/20,7,A,N2O_ECD,-1,0,
TB_2020-10-30_7_B,TB,10/30/20,7,B,N2O_ECD,-1,0,
TB_2020-10-30_7_C,TB,10/30/20,7,C,N2O_ECD,-1,0,
TB_2020-10-30_Air_1,TB,10/30/20,Air,1,CH4_FID,58,0,
TB_2020-10-30_Air_2,TB,10/30/20,Air,2,CH4_FID,18,0,
TB_2020-10-30_Air_3,TB,10/30/20,Air,3,CH4_FID,9,0,
TB_2020-10-30_Air_1,TB,10/30/20,Air,1,CO2_FID,377,0,
TB_2020-10-30_Air_2,TB,10/30/20,Air,2,CO2_FID,350,0,
TB_2020-10-30_Air_3,TB,10/30/20,Air,3,CO2_FID,346,0,
TB_2020-10-30_Air_1,TB,10/30/20,Air,1,N2O_ECD,-1,0,
TB_2020-10-30_Air_2,TB,10/30/20,Air,2,N2O_ECD,0,0,
TB_2020-10-30_Air_3,TB,10/30/20,Air,3,N2O_ECD,0,0,
TB_2021-01-14_0_A,TB,1/14/21,0,A,CH4_FID,336,,
TB_2021-01-14_0_B,TB,1/14/21,0,B,CH4_FID,873,,
TB_2021-01-14_0_C,TB,1/14/21,0,C,CH4_TCD,1059,,
TB_2021-01-14_0_A,TB,1/14/21,0,A,CO2_TCD,5295,0,
TB_2021-01-14_0_B,TB,1/14/21,0,B,CO2_TCD,5141,0,
TB_2021-01-14_0_C,TB,1/14/21,0,C,CO2_TCD,4991,0,
TB_2021-01-14_0_A,TB,1/14/21,0,A,N2O_ECD,0,0,
TB_2021-01-14_0_B,TB,1/14/21,0,B,N2O_ECD,0,0,
TB_2021-01-14_0_C,TB,1/14/21,0,C,N2O_ECD,0,0,
TB_2021-01-14_3_A,TB,1/14/21,3,A,CH4_TCD,2005,1,
TB_2021-01-14_3_B,TB,1/14/21,3,B,CH4_TCD,1084,1,
TB_2021-01-14_3_C,TB,1/14/21,3,C,CH4_TCD,1082,1,
TB_2021-01-14_3_A,TB,1/14/21,3,A,CO2_TCD,6894,0,
TB_2021-01-14_3_B,TB,1/14/21,3,B,CO2_TCD,6512,0,
TB_2021-01-14_3_C,TB,1/14/21,3,C,CO2_TCD,6396,0,
TB_2021-01-14_3_A,TB,1/14/21,3,A,N2O_ECD,0,0,
TB_2021-01-14_3_B,TB,1/14/21,3,B,N2O_ECD,0,0,
TB_2021-01-14_3_C,TB,1/14/21,3,C,N2O_ECD,0,0,
TB_2021-01-14_5_A,TB,1/14/21,5,A,CH4_TCD,4466,1,
TB_2021-01-14_5_B,TB,1/14/21,5,B,CH4_TCD,6676,1,
TB_2021-01-14_5_C,TB,1/14/21,5,C,CH4_TCD,3210,1,
TB_2021-01-14_5_A,TB,1/14/21,5,A,CO2_TCD,7720,0,
TB_2021-01-14_5_B,TB,1/14/21,5,B,CO2_TCD,8097,0,
TB_2021-01-14_5_C,TB,1/14/21,5,C,CO2_TCD,7361,0,
TB_2021-01-14_5_A,TB,1/14/21,5,A,N2O_ECD,0,0,
TB_2021-01-14_5_B,TB,1/14/21,5,B,N2O_ECD,0,0,
TB_2021-01-14_5_C,TB,1/14/21,5,C,N2O_ECD,0,0,
TB_2021-01-14_7_A,TB,1/14/21,7,A,CH4_TCD,29298,0,
TB_2021-01-14_7_B,TB,1/14/21,7,B,CH4_TCD,25769,0,
TB_2021-01-14_7_C,TB,1/14/21,7,C,CH4_TCD,26151,0,
TB_2021-01-14_7_A,TB,1/14/21,7,A,CO2_TCD,14372,0,
TB_2021-01-14_7_B,TB,1/14/21,7,B,CO2_TCD,12975,0,
TB_2021-01-14_7_C,TB,1/14/21,7,C,CO2_TCD,12494,0,
TB_2021-01-14_7_A,TB,1/14/21,7,A,N2O_ECD,0,0,
TB_2021-01-14_7_B,TB,1/14/21,7,B,N2O_ECD,0,0,
TB_2021-01-14_7_C,TB,1/14/21,7,C,N2O_ECD,0,0,
TB_2021-01-14_Air_1,TB,1/14/21,Air,1,CH4_FID,87,,
TB_2021-01-14_Air_2,TB,1/14/21,Air,2,CH4_FID,26,,
TB_2021-01-14_Air_3,TB,1/14/21,Air,3,CH4_FID,13,,
