filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,ch4_flux,qc_ch4_flux,H_strg,ch4_strg,ch4_v-adv,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,ch4_var,w/ts_cov,w/ch4_cov,co2_mean,h2o_mean,co2_mean,h2o_mean,diag_72_mean,int_p_mean,int_t_1_mean,int_t_2_mean,cell_t_mean,co2_mean,h2o_mean,co2_mean,h2o_mean,7700_signal_strength_mean,diag_77_mean
TOA5_TroutBog_ts_data_24_2020_03_29_1300.dat,3/29/20,13:30,89.562,1,18000,18000,0.146484014,0,-10.44012981,0,-2.91E-03,0,-0.47598268,-5.92E-05,6.87E-13,8.95E-02,2.183209698,2.183209698,-0.2,0,274.9077779,276.0874768,94108.43915,1.187515922,1005.201841,2.44E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.156636751,-1.07707183,7.82E-02,1.091204299,-3.21E-15,7.67E-15,1.091204299,7.55238362,222.7255785,278.2744215,4.10713381,NaN,0.351216892,1.637363544,345.9784732,6.10E-03,NaN,-2.49E-02,0,42.92746908,-6.514409048,14.735611,36.69375492,55.96029149,78.48510449,117.5849884,0.145562042,1.006333879,-10.28218587,1.015360931,-2.16E-03,1.344921929,800009909,800009909,800009909,800009909,800009909,800109909,899999999,899999999,89999,89999,89,89,26,15,7,27,0,1.43407694,1.59579413,0.244856018,3.54E-02,5.85E-08,-8.61E-03,-2.16E-06,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.71E-02,421.1445324,257.8481996,6.338175648,19.39994399,206
TOA5_TroutBog_ts_data_24_2020_03_29_1330.dat,3/29/20,14:00,89.583,1,18000,18000,0.143944698,0,-3.753625628,0,-5.05E-03,0,-0.676471077,-7.20E-05,1.08E-13,8.97E-02,2.181716227,2.181716227,0.5,0,274.5012564,275.6052781,94187.46294,1.190592512,1005.19444,2.43E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.07E-02,-0.757778151,-6.20E-03,0.760230191,-1.05E-14,1.21E-15,0.760230191,7.557964804,226.4206649,274.5793351,-0.467143145,NaN,0.347709265,1.371806447,934.2942971,2.26E-03,NaN,-9.02E-03,0,44.88730206,-6.811821264,15.40835825,38.36899068,58.51513172,82.06830424,122.9532746,0.143061752,1.006171784,-3.698000766,1.015041874,-3.77E-03,1.338412463,800009909,800009909,800009909,800009909,800009909,800119909,899999999,899999999,89999,89999,89,89,25,22,8,23,0,1.204448706,1.324518598,0.21464559,1.16E-02,3.06E-08,-3.09E-03,-3.77E-06,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.72E-02,421.2086065,255.7478885,6.265414758,18.18841267,206
TOA5_TroutBog_ts_data_24_2020_03_29_1400.dat,3/29/20,14:30,89.604,1,18000,18000,0.118552112,0,-3.497062075,0,-4.85E-03,2,-0.291424937,-4.33E-04,-6.20E-13,8.94E-02,2.172740339,2.172740339,0.3,0,274.3616468,275.3978616,94260.05094,1.192407462,1005.191299,2.43E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.51E-02,-0.541273692,3.06E-02,0.542346393,3.03E-14,-6.93E-15,0.542346393,5.422272452,229.3996964,271.6003036,3.229873032,NaN,0.315313311,1.185492651,748.2504149,2.82E-03,NaN,-9.25E-03,0,44.92852048,-6.818076319,15.4225072,38.40422356,58.56886409,82.14366466,123.0661782,0.11781539,1.006253194,-3.444615889,1.015225554,-3.62E-03,1.339606721,800009909,800009909,800009909,800009909,800009909,800109909,899999999,899999999,89999,89999,89,89,18,11,12,45,0,1.111477561,1.083400376,0.176107365,4.69E-03,5.74E-08,-2.87E-03,-3.62E-06,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.72E-02,420.4346683,254.5718636,6.226247596,16.68111618,206
TOA5_TroutBog_ts_data_24_2020_03_29_1430.dat,3/29/20,15:00,89.624,1,18000,18000,5.98E-02,1,-3.520878025,0,9.44E-03,1,-0.252648556,-8.22E-04,-5.38E-13,8.89E-02,2.155742589,2.155742589,-0.3,0,274.2643701,275.2183139,94340.72981,1.194206637,1005.1886,2.43E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.10E-02,-0.766065104,4.89E-02,0.769315761,2.64E-14,-6.05E-15,0.769315761,5.88990698,234.8087777,266.1912223,3.643431441,NaN,0.223742195,1.0896432,265.6930678,7.94E-03,NaN,-1.31E-02,0,33.42121658,-5.071798556,11.47242214,28.56795326,43.56793125,61.10464306,91.54589002,5.94E-02,1.006389332,-3.467243701,1.015468865,7.01E-03,1.347408911,800009909,800009909,800009909,800009909,800009909,800109909,899999999,899999999,89999,89999,89,89,29,21,3,36,0,0.801544793,1.191944755,0.185796853,5.69E-03,1.28E-07,-2.89E-03,7.01E-06,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.72E-02,419.2425887,255.654299,6.242270752,13.92179051,206
TOA5_TroutBog_ts_data_24_2020_03_29_1500.dat,3/29/20,15:30,89.645,1,18000,18000,0.128972209,0,-3.263484244,0,-3.67E-03,1,-0.348779781,3.97E-05,5.46E-13,8.91E-02,2.156563189,2.156563189,0.5,0,274.05667,274.970869,94416.0815,1.196235991,1005.184913,2.42E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.123981425,-0.952715991,6.67E-02,0.963062795,-2.65E-14,6.13E-15,0.963062795,10.34417719,238.4145024,262.5854976,3.972232767,NaN,0.328351978,1.358127326,906.5064332,2.33E-03,NaN,-8.27E-03,0,42.75460686,-6.48817654,14.676273,36.5459949,55.73494813,78.16905723,117.111492,0.128181348,1.006169862,-3.215148722,1.015033681,-2.74E-03,1.338670343,800009909,800009909,800009909,800009909,800009909,801109909,899999999,899999999,89999,89999,89,89,22,24,7,54,0,1.16965817,1.330414159,0.216182324,3.52E-03,6.18E-08,-2.67E-03,-2.74E-06,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.72E-02,419.1502044,254.0149094,6.191006389,15.2758835,206
TOA5_TroutBog_ts_data_24_2020_03_29_1530.dat,3/29/20,16:00,89.666,1,18000,18000,7.21E-02,1,-5.185971707,1,-6.95E-03,1,-1.51E-02,1.07E-04,1.45E-13,8.92E-02,2.158763908,2.158763908,0.8,0,274.0682326,274.9601529,94504.22458,1.197399413,1005.184754,2.42E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.92E-03,-0.666960241,1.43E-02,0.667159881,-1.90E-14,1.62E-15,0.667159881,6.661275416,230.3199692,270.6800308,1.225727042,NaN,0.245454956,1.03840535,238.4558898,8.85E-03,NaN,-1.76E-02,0,36.44780633,-5.531095226,12.51135246,31.15503665,47.51339666,66.63821439,99.83618824,7.17E-02,1.006443683,-5.106392223,1.015584287,-5.16E-03,1.348901448,800009909,800009909,800009909,800009909,800009909,800109909,899999999,899999999,89999,89999,89,89,38,30,5,32,0,0.967153411,0.929619643,0.180037646,5.03E-03,4.95E-08,-4.24E-03,-5.16E-06,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.72E-02,419.5232795,249.9493389,6.085790467,16.2894045,206
TOA5_TroutBog_ts_data_24_2020_03_29_1600.dat,3/29/20,16:30,89.687,1,18000,18000,0.150261755,0,-3.916104735,0,2.60E-03,0,-6.57E-02,-1.25E-04,2.41E-13,8.92E-02,2.156179207,2.156179207,0,1,274.0746918,274.9136217,94588.03179,1.198664127,1005.184065,2.42E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.111236174,-0.688870227,5.60E-02,0.700038615,2.04E-14,2.70E-15,0.700038615,7.603198559,240.1727289,260.8272711,4.590061495,NaN,0.354058866,1.261111124,948.3517988,2.22E-03,NaN,-9.18E-03,0,47.30862343,-7.179266124,16.23951952,40.43869976,61.67156867,86.49525195,129.5856489,0.14933873,1.006180745,-3.857987774,1.01506406,1.94E-03,1.338388396,800009909,800009909,800009909,800009909,800009909,800109909,899999999,899999999,89999,89999,89,89,19,26,23,36,0,1.093988746,1.233070104,0.195163398,3.79E-03,5.76E-08,-3.20E-03,1.94E-06,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.72E-02,419.3221414,249.9363843,6.078822967,16.00283174,206
TOA5_TroutBog_ts_data_24_2020_03_29_1630.dat,3/29/20,17:00,89.708,1,18000,18000,0.130023267,0,-5.748374637,0,-3.48E-06,2,-9.14E-02,-2.74E-04,-3.52E-13,8.91E-02,2.150536909,2.150536909,0,1,274.0593629,274.8490094,94673.57712,1.200030237,1005.18311,2.41E-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.44E-02,-0.835095817,6.30E-02,0.839939359,-1.06E-14,-3.95E-15,0.839939359,8.01165762,235.4097309,265.5902691,4.299779124,NaN,0.3291656,1.317075105,519.4879896,4.06E-03,NaN,-1.45E-02,0,41.56550206,-6.307725298,14.2680918,35.52956599,54.18482992,75.99499439,113.8543497,0.12921769,1.006234256,-5.662526097,1.01516082,-2.60E-06,1.341291122,800009909,800009909,800009909,800009909,800009909,800109909,899999999,899999999,89999,89999,89,89,21,25,11,23,0,1.307806184,1.093215988,0.233128038,5.35E-03,9.12E-08,-4.69E-03,-2.60E-09,0,0,0,0,0,0,273.1499939,273.1499939,273.1499939,1.73E-02,419.1796987,252.0777821,6.123707005,14.29220319,430.8248889
not_enough_data,3/29/20,17:30,89.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,18:00,89.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,18:30,89.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,19:00,89.791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,19:30,89.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,20:00,89.833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,20:30,89.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,21:00,89.874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,21:30,89.895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,22:00,89.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,22:30,89.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,23:00,89.958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/29/20,23:30,89.979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/30/20,0:00,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/30/20,0:30,90.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/30/20,1:00,90.041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/30/20,1:30,90.062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/30/20,2:00,90.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/30/20,2:30,90.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
not_enough_data,3/30/20,3:00,90.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
