7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1576896360, +2.78,  +3.328, +6.910997E+01,  10
1576896960, +2.78,  +3.370, +6.891415E+01,  10
1576897560, +2.78,  +3.391, +6.908578E+01,  10
1576898160, +2.78,  +3.402, +6.871137E+01,  10
1576898760, +2.78,  +3.402, +6.912919E+01,  10
1576899360, +2.78,  +3.391, +6.894600E+01,  10
1576899960, +2.78,  +3.370, +6.918905E+01,  10
1576900560, +2.78,  +3.360, +6.907177E+01,  10
1576901160, +2.78,  +3.370, +6.927709E+01,  10
1576901760, +2.78,  +3.349, +6.938128E+01,  10
1576902360, +2.79,  +3.360, +6.898871E+01,  10
1576902960, +2.78,  +3.339, +6.938311E+01,  10
1576903560, +2.78,  +3.328, +6.889188E+01,  10
1576904160, +2.78,  +3.349, +6.910308E+01,  10
1576904760, +2.78,  +3.349, +6.901359E+01,  10
1576905360, +2.78,  +3.307, +6.931391E+01,  10
1576905960, +2.78,  +3.349, +6.914052E+01,  10
1576906560, +2.79,  +3.328, +6.872308E+01,  10
1576907160, +2.78,  +3.307, +6.884135E+01,  10
1576907760, +2.78,  +3.360, +6.891683E+01,  10
1576908360, +2.78,  +3.370, +6.898420E+01,  10
1576908960, +2.78,  +3.413, +6.900265E+01,  10
1576909560, +2.78,  +3.370, +6.915307E+01,  10
1576910160, +2.78,  +3.370, +6.887940E+01,  10
1576910760, +2.78,  +3.391, +6.909642E+01,  10
1576911360, +2.78,  +3.381, +6.869345E+01,  10
1576911960, +2.78,  +3.349, +6.920291E+01,  10
1576912560, +2.79,  +3.349, +6.894125E+01,  10
1576913160, +2.78,  +3.349, +6.866949E+01,  10
1576913760, +2.78,  +3.328, +6.843976E+01,  10
1576914360, +2.78,  +3.391, +6.845759E+01,  10
1576914960, +2.78,  +3.360, +6.863788E+01,  10
1576915560, +2.78,  +3.318, +6.869919E+01,  10
1576916160, +2.78,  +3.307, +6.906588E+01,  10
1576916760, +2.78,  +3.360, +6.934223E+01,  10
1576917360, +2.78,  +3.318, +6.922358E+01,  10
1576917960, +2.78,  +3.349, +6.884020E+01,  10
1576918560, +2.78,  +3.349, +6.900716E+01,  10
1576919160, +2.78,  +3.296, +6.935693E+01,  10
1576919760, +2.78,  +3.307, +6.894776E+01,  10
1576920360, +2.78,  +3.370, +6.897654E+01,  10
1576920960, +2.78,  +3.339, +6.904291E+01,  10
1576921560, +2.78,  +3.349, +6.929990E+01,  10
1576922160, +2.78,  +3.328, +6.928796E+01,  10
1576922760, +2.78,  +3.318, +6.933190E+01,  10
1576923360, +2.78,  +3.360, +6.940585E+01,  10
1576923960, +2.78,  +3.349, +6.917190E+01,  10
1576924560, +2.78,  +3.349, +6.905455E+01,  10
1576925160, +2.80,  +3.318, +6.930710E+01,  10
1576925760, +2.78,  +3.360, +6.897961E+01,  10
1576926360, +2.78,  +3.360, +6.887006E+01,  10
1576926960, +2.78,  +3.328, +6.931123E+01,  10
1576927560, +2.78,  +3.349, +6.934537E+01,  10
1576928160, +2.78,  +3.339, +6.926492E+01,  10
1576928760, +2.78,  +3.318, +6.942437E+01,  10
1576929360, +2.78,  +3.307, +6.911089E+01,  10
1576929960, +2.78,  +3.360, +6.886363E+01,  10
1576930560, +2.78,  +3.370, +6.909382E+01,  10
1576931160, +2.78,  +3.328, +6.905302E+01,  10
1576931760, +2.78,  +3.328, +6.916387E+01,  10
1576932360, +2.78,  +3.349, +6.910416E+01,  10
1576932960, +2.78,  +3.328, +6.894615E+01,  10
1576933560, +2.78,  +3.349, +6.904376E+01,  10
1576934160, +2.78,  +3.328, +6.928359E+01,  10
1576934760, +2.78,  +3.370, +6.912283E+01,  10
1576935360, +2.78,  +3.349, +6.917994E+01,  10
1576935960, +2.78,  +3.360, +6.923253E+01,  10
1576936560, +2.78,  +3.339, +6.931582E+01,  10
1576937160, +2.78,  +3.381, +6.865579E+01,  10
1576937760, +2.78,  +3.381, +6.916050E+01,  10
1576938360, +2.78,  +3.328, +6.955275E+01,  10
1576938960, +2.78,  +3.370, +6.904023E+01,  10
1576939560, +2.78,  +3.360, +6.930817E+01,  10
1576940160, +2.78,  +3.391, +6.924585E+01,  10
1576940760, +2.78,  +3.307, +6.974230E+01,  10
1576941360, +2.78,  +3.328, +6.930511E+01,  10
1576941960, +2.78,  +3.339, +6.938472E+01,  10
1576942560, +2.78,  +3.328, +6.945293E+01,  10
1576943160, +2.78,  +3.328, +6.954502E+01,  10
1576943760, +2.78,  +3.307, +6.959195E+01,  10
1576944360, +2.78,  +3.328, +6.949189E+01,  10
1576944960, +2.78,  +3.318, +6.929033E+01,  10
1576945560, +2.78,  +3.318, +6.931483E+01,  10
1576946160, +2.78,  +3.360, +6.912276E+01,  10
1576946760, +2.78,  +3.307, +6.953538E+01,  10
1576947360, +2.78,  +3.349, +6.925772E+01,  10
1576947960, +2.78,  +3.318, +6.950093E+01,  10
1576948560, +2.78,  +3.318, +6.923047E+01,  10
1576949160, +2.78,  +3.370, +6.949725E+01,  10
1576949760, +2.78,  +3.328, +6.968106E+01,  10
1576950360, +2.78,  +3.339, +6.974926E+01,  10
1576950960, +2.78,  +3.328, +6.960879E+01,  10
1576951560, +2.78,  +3.296, +6.934377E+01,  10
1576952160, +2.78,  +3.328, +6.963581E+01,  10
1576952760, +2.78,  +3.318, +6.953446E+01,  10
1576953360, +2.78,  +3.328, +6.929914E+01,  10
1576953960, +2.78,  +3.370, +6.934637E+01,  10
