7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1574721360, +2.92,  +3.759, +6.788322E+01,  10
1574721960, +2.92,  +3.759, +6.785214E+01,  10
1574722560, +2.92,  +3.759, +6.663710E+01,  10
1574723160, +2.91,  +3.748, +6.592072E+01,  10
1574723760, +2.91,  +3.738, +6.615245E+01,  10
1574724360, +2.91,  +3.801, +6.641173E+01,  10
1574724960, +2.92,  +3.780, +6.536273E+01,  10
1574725560, +2.91,  +3.780, +6.720956E+01,  10
1574726160, +2.92,  +3.759, +6.385051E+01,  10
1574726760, +2.91,  +3.759, +5.928424E+01,  10
1574727360, +2.91,  +3.759, +6.593366E+01,  10
1574727960, +2.91,  +3.780, +6.755558E+01,  10
1574728560, +2.91,  +3.759, +6.560234E+01,  10
1574729160, +2.91,  +3.748, +6.604137E+01,  10
1574729760, +2.91,  +3.759, +6.634842E+01,  10
1574730360, +2.91,  +3.759, +6.766497E+01,  10
1574730960, +2.91,  +3.801, +6.707108E+01,  10
1574731560, +2.91,  +3.769, +6.630563E+01,  10
1574732160, +2.91,  +3.738, +6.710200E+01,  10
1574732760, +2.91,  +3.769, +6.663281E+01,  10
1574733360, +2.91,  +3.759, +6.566856E+01,  10
1574733960, +2.91,  +3.801, +6.464957E+01,  10
1574734560, +2.91,  +3.769, +6.454507E+01,  10
1574735160, +2.91,  +3.780, +6.640890E+01,  10
1574735760, +2.91,  +3.801, +6.660143E+01,  10
1574736360, +2.91,  +3.769, +6.463066E+01,  10
1574736960, +2.91,  +3.790, +6.536610E+01,  10
1574737560, +2.91,  +3.801, +6.450642E+01,  10
1574738160, +2.91,  +3.780, +6.629101E+01,  10
1574738760, +2.91,  +3.769, +6.603012E+01,  10
1574739360, +2.91,  +3.748, +6.499115E+01,  10
1574739960, +2.91,  +3.769, +6.456643E+01,  10
1574740560, +2.93,  +3.759, +6.456391E+01,  10
1574741160, +2.91,  +3.790, +6.431955E+01,  10
1574741760, +2.91,  +3.759, +6.394299E+01,  10
1574742360, +2.91,  +3.769, +6.567958E+01,  10
1574742960, +2.91,  +3.790, +6.472589E+01,  10
1574743560, +2.91,  +3.748, +6.591950E+01,  10
1574744160, +2.92,  +3.801, +6.633954E+01,  10
1574744760, +2.91,  +3.780, +6.521399E+01,  10
1574745360, +2.91,  +3.832, +6.506747E+01,  10
1574745960, +2.91,  +3.769, +6.200836E+01,  10
1574746560, +2.91,  +3.759, +6.350052E+01,  10
1574747160, +2.91,  +3.748, +6.036003E+01,  10
1574747760, +2.91,  +3.780, +6.346768E+01,  10
1574748360, +2.91,  +3.790, +6.427584E+01,  10
1574748960, +2.91,  +3.759, +6.558871E+01,  10
1574749560, +2.91,  +3.780, +6.656545E+01,  10
1574750160, +2.91,  +3.769, +6.237175E+01,  10
1574750760, +2.91,  +3.759, +6.635087E+01,  10
1574751360, +2.91,  +3.759, +6.343637E+01,  10
1574751960, +2.91,  +3.769, +6.453520E+01,  10
1574752560, +2.91,  +3.769, +6.530026E+01,  10
1574753160, +2.91,  +3.769, +6.560402E+01,  10
1574753760, +2.91,  +3.790, +6.655159E+01,  10
1574754360, +2.91,  +3.769, +6.592111E+01,  10
1574754960, +2.91,  +3.790, +6.512971E+01,  10
1574755560, +2.91,  +3.748, +6.535362E+01,  10
1574756160, +2.91,  +3.727, +6.497790E+01,  10
1574756760, +2.91,  +3.780, +6.543301E+01,  10
1574757360, +2.91,  +3.780, +6.558795E+01,  10
1574757960, +2.91,  +3.790, +6.544464E+01,  10
1574758560, +2.91,  +3.748, +6.352968E+01,  10
1574759160, +2.91,  +3.769, +6.361519E+01,  10
1574759760, +2.91,  +3.748, +6.316522E+01,  10
1574760360, +2.91,  +3.780, +6.480926E+01,  10
1574760960, +2.92,  +3.780, +6.226787E+01,  10
1574761560, +2.91,  +3.769, +6.526490E+01,  10
1574762160, +2.91,  +3.727, +6.389247E+01,  10
1574762760, +2.91,  +3.790, +6.490380E+01,  10
1574763360, +2.91,  +3.738, +6.468432E+01,  10
1574763960, +2.91,  +3.769, +6.278253E+01,  10
1574764560, +2.91,  +3.780, +6.559568E+01,  10
1574765160, +2.91,  +3.769, +6.564307E+01,  10
1574765760, +2.91,  +3.738, +6.492248E+01,  10
1574766360, +2.91,  +3.748, +6.503976E+01,  10
1574766960, +2.91,  +3.780, +6.576226E+01,  10
1574767560, +2.91,  +3.780, +6.387417E+01,  10
1574768160, +2.91,  +3.780, +6.381117E+01,  10
1574768760, +2.91,  +3.759, +6.501893E+01,  10
1574769360, +2.91,  +3.780, +6.442351E+01,  10
1574769960, +2.91,  +3.790, +6.441562E+01,  10
1574770560, +2.91,  +3.769, +6.438240E+01,  10
1574771160, +2.91,  +3.769, +6.372152E+01,  10
1574771760, +2.91,  +3.780, +6.423243E+01,  10
1574772360, +2.91,  +3.759, +6.421092E+01,  10
1574772960, +2.91,  +3.759, +6.460769E+01,  10
1574773560, +2.91,  +3.759, +6.481492E+01,  10
1574774160, +2.91,  +3.738, +6.551859E+01,  10
1574774760, +2.91,  +3.769, +6.442496E+01,  10
1574775360, +2.91,  +3.738, +6.630172E+01,  10
1574775960, +2.91,  +3.738, +6.671771E+01,  10
1574776560, +2.91,  +3.780, +6.601664E+01,  10
1574777160, +2.91,  +3.717, +6.670102E+01,  10
1574777760, +2.91,  +3.780, +6.696995E+01,  10
1574778360, +2.91,  +3.780, +6.662868E+01,  10
1574778960, +2.91,  +3.790, +6.564605E+01,  10
1574779560, +2.91,  +3.748, +6.492102E+01,  10
1574780160, +2.91,  +3.759, +6.489247E+01,  10
1574780760, +2.91,  +3.748, +6.313107E+01,  10
1574781360, +2.90,  +3.717, +6.662837E+01,  10
1574781960, +2.91,  +3.790, +6.425058E+01,  10
1574782560, +2.91,  +3.727, +6.613706E+01,  10
1574783160, +2.91,  +3.780, +6.554776E+01,  10
1574783760, +2.91,  +3.801, +6.475774E+01,  10
1574784360, +2.91,  +3.801, +6.303868E+01,  10
1574784960, +2.91,  +3.769, +6.500171E+01,  10
1574785560, +2.91,  +3.780, +6.268485E+01,  10
1574786160, +2.91,  +3.769, +6.458228E+01,  10
1574786760, +2.91,  +3.759, +6.721683E+01,  10
1574787360, +2.91,  +3.769, +6.727210E+01,  10
1574787960, +2.91,  +3.738, +6.624967E+01,  10
1574788560, +2.91,  +3.769, +6.518146E+01,  10
1574789160, +2.91,  +3.738, +6.657555E+01,  10
1574789760, +2.91,  +3.759, +6.566205E+01,  10
1574790360, +2.91,  +3.790, +6.681348E+01,  10
1574790960, +2.91,  +3.780, +6.630846E+01,  10
1574791560, +2.91,  +3.790, +6.441792E+01,  10
1574792160, +2.91,  +3.801, +6.427936E+01,  10
1574792760, +2.91,  +3.801, +6.539925E+01,  10
1574793360, +2.91,  +3.780, +6.484325E+01,  10
1574793960, +2.90,  +3.790, +6.484784E+01,  10
1574794560, +2.91,  +3.748, +6.439503E+01,  10
1574795160, +2.91,  +3.769, +6.542581E+01,  10
1574795760, +2.91,  +3.769, +6.523366E+01,  10
1574796360, +2.91,  +3.717, +6.405767E+01,  10
1574796960, +2.91,  +3.748, +6.493633E+01,  10
1574797560, +2.91,  +3.790, +6.302390E+01,  10
1574798160, +2.91,  +3.759, +6.489821E+01,  10
1574798760, +2.91,  +3.790, +6.582350E+01,  10
1574799360, +2.91,  +3.790, +6.549203E+01,  10
1574799960, +2.91,  +3.801, +6.541525E+01,  10
1574800560, +2.91,  +3.801, +6.509924E+01,  10
1574801160, +2.91,  +3.780, +6.422026E+01,  10
1574801760, +2.91,  +3.759, +6.465608E+01,  10
1574802360, +2.91,  +3.748, +6.596818E+01,  10
1574802960, +2.91,  +3.759, +6.635822E+01,  10
1574803560, +2.90,  +3.748, +6.596658E+01,  10
1574804160, +2.91,  +3.790, +6.663886E+01,  10
1574804760, +2.91,  +3.790, +6.718277E+01,  10
1574805360, +2.91,  +3.790, +6.775622E+01,  10
1574805960, +2.91,  +3.801, +6.671404E+01,  10
1574806560, +2.91,  +3.748, +6.754440E+01,  10
1574807160, +2.91,  +3.748, +6.773103E+01,  10
1574807760, +2.91,  +3.738, +6.642513E+01,  10
