7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1575330360, +2.87,  +3.717, +6.904873E+01,  10
1575330960, +2.87,  +3.759, +6.889027E+01,  10
1575331560, +2.87,  +3.748, +6.867232E+01,  10
1575332160, +2.87,  +3.727, +6.823184E+01,  10
1575332760, +2.87,  +3.727, +6.848148E+01,  10
1575333360, +2.87,  +3.769, +6.855229E+01,  10
1575333960, +2.87,  +3.759, +6.815445E+01,  10
1575334560, +2.87,  +3.769, +6.877284E+01,  10
1575335160, +2.87,  +3.748, +6.850031E+01,  10
1575335760, +2.87,  +3.759, +6.844404E+01,  10
1575336360, +2.86,  +3.748, +6.796176E+01,  10
1575336960, +2.86,  +3.748, +6.800586E+01,  10
1575337560, +2.86,  +3.759, +6.837438E+01,  10
1575338160, +2.87,  +3.748, +6.844902E+01,  10
1575338760, +2.86,  +3.769, +6.839306E+01,  10
1575339360, +2.87,  +3.790, +6.797133E+01,  10
1575339960, +2.87,  +3.738, +6.889463E+01,  10
1575340560, +2.87,  +3.759, +6.849480E+01,  10
1575341160, +2.87,  +3.759, +6.819180E+01,  10
1575341760, +2.87,  +3.717, +6.828053E+01,  10
1575342360, +2.86,  +3.717, +6.835119E+01,  10
1575342960, +2.86,  +3.686, +6.804367E+01,  10
1575343560, +2.86,  +3.738, +6.831536E+01,  10
1575344160, +2.86,  +3.759, +6.752932E+01,  10
1575344760, +2.87,  +3.759, +6.728083E+01,  10
1575345360, +2.86,  +3.675, +6.805439E+01,  10
1575345960, +2.87,  +3.696, +6.804184E+01,  10
1575346560, +2.86,  +3.759, +6.836137E+01,  10
1575347160, +2.87,  +3.748, +6.753085E+01,  10
1575347760, +2.86,  +3.738, +6.826093E+01,  10
1575348360, +2.87,  +3.717, +6.817795E+01,  10
1575348960, +2.86,  +3.748, +6.859393E+01,  10
1575349560, +2.86,  +3.748, +6.764897E+01,  10
1575350160, +2.87,  +3.790, +6.798718E+01,  10
1575350760, +2.87,  +3.759, +6.814220E+01,  10
1575351360, +2.86,  +3.738, +6.828910E+01,  10
1575351960, +2.86,  +3.759, +6.791675E+01,  10
1575352560, +2.87,  +3.738, +6.802951E+01,  10
1575353160, +2.86,  +3.707, +6.818208E+01,  10
1575353760, +2.87,  +3.707, +6.833228E+01,  10
1575354360, +2.87,  +3.686, +6.831827E+01,  10
1575354960, +2.86,  +3.748, +6.814641E+01,  10
1575355560, +2.86,  +3.769, +6.670110E+01,  10
1575356160, +2.87,  +3.738, +6.838487E+01,  10
1575356760, +2.87,  +3.759, +6.778937E+01,  10
1575357360, +2.86,  +3.759, +6.802492E+01,  10
1575357960, +2.87,  +3.748, +6.806243E+01,  10
1575358560, +2.86,  +3.738, +6.866352E+01,  10
1575359160, +2.86,  +3.686, +6.833113E+01,  10
1575359760, +2.86,  +3.696, +6.717580E+01,  10
1575360360, +2.87,  +3.748, +6.781019E+01,  10
1575360960, +2.86,  +3.759, +6.829944E+01,  10
1575361560, +2.86,  +3.759, +6.819548E+01,  10
1575362160, +2.86,  +3.738, +6.812007E+01,  10
1575362760, +2.86,  +3.759, +6.797386E+01,  10
1575363360, +2.87,  +3.769, +6.832899E+01,  10
1575363960, +2.86,  +3.727, +6.827915E+01,  10
1575364560, +2.86,  +3.748, +6.795449E+01,  10
1575365160, +2.87,  +3.738, +6.839712E+01,  10
1575365760, +2.86,  +3.748, +6.851907E+01,  10
1575366360, +2.87,  +3.717, +6.831896E+01,  10
1575366960, +2.86,  +3.675, +6.832600E+01,  10
1575367560, +2.86,  +3.727, +6.753682E+01,  10
1575368160, +2.87,  +3.696, +6.828880E+01,  10
1575368760, +2.86,  +3.717, +6.778202E+01,  10
1575369360, +2.88,  +3.717, +6.799300E+01,  10
1575369960, +2.86,  +3.738, +6.815789E+01,  10
1575370560, +2.87,  +3.748, +6.839298E+01,  10
1575371160, +2.87,  +3.759, +6.795510E+01,  10
1575371760, +2.87,  +3.738, +6.665739E+01,  10
1575372360, +2.86,  +3.738, +6.809305E+01,  10
1575372960, +2.87,  +3.717, +6.733985E+01,  10
1575373560, +2.86,  +3.748, +6.859416E+01,  10
1575374160, +2.86,  +3.727, +6.807644E+01,  10
1575374760, +2.87,  +3.759, +6.795962E+01,  10
1575375360, +2.86,  +3.748, +6.782022E+01,  10
1575375960, +2.86,  +3.748, +6.825389E+01,  10
1575376560, +2.86,  +3.790, +6.751722E+01,  10
1575377160, +2.86,  +3.748, +6.827142E+01,  10
1575377760, +2.86,  +3.738, +6.839712E+01,  10
1575378360, +2.86,  +3.759, +6.827448E+01,  10
1575378960, +2.87,  +3.738, +6.797439E+01,  10
