7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1577505360, +2.75,  +3.169, +6.941083E+01,  10
1577505960, +2.75,  +3.127, +6.928964E+01,  10
1577506560, +2.75,  +3.159, +6.941779E+01,  10
1577507160, +2.75,  +3.138, +6.895228E+01,  10
1577507760, +2.75,  +3.159, +6.959800E+01,  10
1577508360, +2.75,  +3.148, +6.916119E+01,  10
1577508960, +2.75,  +3.138, +6.950705E+01,  10
1577509560, +2.74,  +3.116, +6.920949E+01,  10
1577510160, +2.75,  +3.095, +6.907721E+01,  10
1577510760, +2.74,  +3.138, +6.937125E+01,  10
1577511360, +2.75,  +3.116, +6.912023E+01,  10
1577511960, +2.75,  +3.116, +6.935035E+01,  10
1577512560, +2.74,  +3.127, +6.951785E+01,  10
1577513160, +2.74,  +3.138, +6.939980E+01,  10
1577513760, +2.75,  +3.127, +6.944374E+01,  10
1577514360, +2.74,  +3.159, +6.921179E+01,  10
1577514960, +2.75,  +3.159, +6.897677E+01,  10
1577515560, +2.74,  +3.169, +6.952091E+01,  10
1577516160, +2.75,  +3.169, +6.933680E+01,  10
1577516760, +2.74,  +3.116, +6.941848E+01,  10
1577517360, +2.75,  +3.148, +6.929018E+01,  10
1577517960, +2.74,  +3.148, +6.915529E+01,  10
1577518560, +2.74,  +3.159, +6.932914E+01,  10
1577519160, +2.75,  +3.116, +6.947988E+01,  10
1577519760, +2.74,  +3.106, +6.950353E+01,  10
1577520360, +2.74,  +3.116, +6.903013E+01,  10
1577520960, +2.75,  +3.148, +6.941519E+01,  10
1577521560, +2.74,  +3.106, +6.939827E+01,  10
1577522160, +2.75,  +3.116, +6.929837E+01,  10
1577522760, +2.74,  +3.116, +6.948011E+01,  10
1577523360, +2.74,  +3.148, +6.923606E+01,  10
1577523960, +2.74,  +3.148, +6.937064E+01,  10
1577524560, +2.75,  +3.191, +6.927510E+01,  10
1577525160, +2.74,  +3.148, +6.932800E+01,  10
1577525760, +2.74,  +3.138, +6.944635E+01,  10
1577526360, +2.75,  +3.148, +6.905417E+01,  10
1577526960, +2.74,  +3.148, +6.936658E+01,  10
1577527560, +2.74,  +3.169, +6.956646E+01,  10
1577528160, +2.75,  +3.106, +6.912949E+01,  10
1577528760, +2.74,  +3.159, +6.968350E+01,  10
1577529360, +2.75,  +3.159, +6.964684E+01,  10
1577529960, +2.74,  +3.159, +6.921317E+01,  10
1577530560, +2.74,  +3.138, +6.940378E+01,  10
1577531160, +2.75,  +3.106, +6.962096E+01,  10
1577531760, +2.74,  +3.148, +6.925244E+01,  10
1577532360, +2.74,  +3.127, +6.955972E+01,  10
1577532960, +2.74,  +3.169, +6.951218E+01,  10
1577533560, +2.74,  +3.116, +6.964745E+01,  10
1577534160, +2.74,  +3.180, +6.931307E+01,  10
1577534760, +2.74,  +3.148, +6.938319E+01,  10
1577535360, +2.74,  +3.148, +6.976802E+01,  10
1577535960, +2.74,  +3.138, +6.948018E+01,  10
1577536560, +2.74,  +3.116, +6.955076E+01,  10
1577537160, +2.74,  +3.148, +6.952619E+01,  10
1577537760, +2.74,  +3.127, +6.958483E+01,  10
1577538360, +2.74,  +3.106, +6.967210E+01,  10
1577538960, +2.74,  +3.127, +6.965373E+01,  10
1577539560, +2.74,  +3.127, +6.960045E+01,  10
1577540160, +2.74,  +3.127, +6.919625E+01,  10
1577540760, +2.74,  +3.138, +6.942338E+01,  10
1577541360, +2.74,  +3.127, +6.960902E+01,  10
1577541960, +2.74,  +3.148, +6.945094E+01,  10
1577542560, +2.74,  +3.095, +6.920926E+01,  10
1577543160, +2.74,  +3.148, +6.920689E+01,  10
1577543760, +2.74,  +3.106, +6.970601E+01,  10
1577544360, +2.74,  +3.138, +6.953208E+01,  10
1577544960, +2.74,  +3.106, +6.961721E+01,  10
1577545560, +2.74,  +3.148, +6.967715E+01,  10
1577546160, +2.74,  +3.127, +6.976802E+01,  10
1577546760, +2.74,  +3.159, +6.979826E+01,  10
1577547360, +2.74,  +3.159, +6.977529E+01,  10
1577547960, +2.74,  +3.180, +6.965610E+01,  10
1577548560, +2.74,  +3.116, +6.928543E+01,  10
1577549160, +2.74,  +3.127, +6.950629E+01,  10
1577549760, +2.74,  +3.148, +6.955367E+01,  10
1577550360, +2.74,  +3.106, +6.945706E+01,  10
1577550960, +2.74,  +3.116, +6.956715E+01,  10
1577551560, +2.74,  +3.138, +6.959126E+01,  10
1577552160, +2.74,  +3.169, +6.972569E+01,  10
1577552760, +2.74,  +3.106, +6.947567E+01,  10
1577553360, +2.74,  +3.127, +6.941427E+01,  10
1577553960, +2.74,  +3.138, +6.913194E+01,  10
1577554560, +2.74,  +3.159, +6.973541E+01,  10
1577555160, +2.74,  +3.169, +6.945109E+01,  10
1577555760, +2.74,  +3.116, +6.972339E+01,  10
1577556360, +2.74,  +3.116, +6.962295E+01,  10
1577556960, +2.74,  +3.138, +6.979451E+01,  10
1577557560, +2.74,  +3.148, +6.982880E+01,  10
1577558160, +2.74,  +3.106, +6.978609E+01,  10
1577558760, +2.74,  +3.127, +6.937331E+01,  10
1577559360, +2.74,  +3.095, +6.971367E+01,  10
1577559960, +2.74,  +3.106, +6.941703E+01,  10
1577560560, +2.74,  +3.159, +6.942384E+01,  10
1577561160, +2.74,  +3.148, +6.944060E+01,  10
1577561760, +2.74,  +3.116, +6.956156E+01,  10
1577562360, +2.74,  +3.084, +6.965082E+01,  10
1577562960, +2.74,  +3.148, +6.931261E+01,  10
1577563560, +2.74,  +3.148, +6.926400E+01,  10
1577564160, +2.74,  +3.201, +6.961262E+01,  10
1577564760, +2.74,  +3.169, +6.948064E+01,  10
1577565360, +2.75,  +3.127, +6.945415E+01,  10
1577565960, +2.74,  +3.148, +6.950414E+01,  10
1577566560, +2.74,  +3.180, +6.936864E+01,  10
1577567160, +2.74,  +3.095, +6.973449E+01,  10
1577567760, +2.74,  +3.138, +6.965671E+01,  10
1577568360, +2.74,  +3.138, +6.947612E+01,  10
1577568960, +2.74,  +3.106, +6.954969E+01,  10
1577569560, +2.74,  +3.106, +6.943969E+01,  10
1577570160, +2.74,  +3.095, +6.907943E+01,  10
1577570760, +2.74,  +3.127, +6.962755E+01,  10
1577571360, +2.74,  +3.169, +6.962203E+01,  10
1577571960, +2.74,  +3.148, +6.950690E+01,  10
1577572560, +2.74,  +3.116, +6.956707E+01,  10
1577573160, +2.74,  +3.095, +6.956033E+01,  10
1577573760, +2.74,  +3.116, +6.974176E+01,  10
1577574360, +2.74,  +3.127, +6.958031E+01,  10
1577574960, +2.74,  +3.116, +6.963436E+01,  10
1577575560, +2.74,  +3.106, +6.965664E+01,  10
1577576160, +2.74,  +3.169, +6.963015E+01,  10
1577576760, +2.74,  +3.127, +6.954303E+01,  10
