7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1589357340, +2.69,  +6.972, +5.726402E+01,  10
1589357940, +2.68,  +6.991, +6.072534E+01,  10
1589358540, +2.68,  +7.001, +5.503045E+01,  10
1589359140, +2.68,  +7.059, +5.964694E+01,  10
1589359740, +2.68,  +7.010, +5.500120E+01,  10
1589360340, +2.68,  +6.981, +5.216409E+01,  10
1589360940, +2.68,  +7.001, +5.314504E+01,  10
1589361540, +2.68,  +7.001, +4.818658E+01,  10
1589362140, +2.68,  +7.030, +5.730804E+01,  10
1589362740, +2.68,  +7.020, +6.078474E+01,  10
1589363340, +2.68,  +7.010, +5.349986E+01,  10
1589363940, +2.68,  +6.981, +4.680657E+01,  10
1589364540, +2.68,  +7.010, +6.072105E+01,  10
1589365140, +2.68,  +7.020, +6.058785E+01,  10
1589365740, +2.68,  +7.030, +5.846352E+01,  10
1589366340, +2.68,  +6.991, +6.011009E+01,  10
1589366940, +2.69,  +7.059, +6.164749E+01,  10
1589367540, +2.68,  +6.981, +5.875939E+01,  10
1589368140, +2.68,  +6.952, +5.356692E+01,  10
1589368740, +2.68,  +7.010, +5.666737E+01,  10
1589369340, +2.68,  +7.039, +5.746757E+01,  10
1589369940, +2.68,  +6.981, +5.836469E+01,  10
1589370540, +2.68,  +6.981, +5.772525E+01,  10
1589371140, +2.68,  +6.972, +5.561294E+01,  10
1589371740, +2.68,  +7.001, +5.744652E+01,  10
1589372340, +2.68,  +7.010, +5.759105E+01,  10
1589372940, +2.68,  +6.904, +5.326553E+01,  10
1589373540, +2.68,  +7.068, +5.774837E+01,  10
1589374140, +2.69,  +7.059, +5.333290E+01,  10
1589374740, +2.69,  +7.165, +5.741353E+01,  10
1589375340, +2.68,  +6.875, +6.360562E+01,  10
1589375940, +2.68,  +6.875, +5.787636E+01,  10
1589376540, +2.68,  +6.933, +5.694265E+01,  10
1589377140, +2.68,  +7.010, +5.421800E+01,  10
1589377740, +2.68,  +7.068, +5.987760E+01,  10
1589378340, +2.68,  +6.884, +6.180572E+01,  10
1589378940, +2.68,  +7.001, +5.941262E+01,  10
1589379540, +2.68,  +7.020, +6.132880E+01,  10
1589380140, +2.68,  +7.126, +5.835726E+01,  10
1589380740, +2.68,  +6.991, +5.264155E+01,  10
1589381340, +2.68,  +7.039, +6.119736E+01,  10
1589381940, +2.68,  +7.068, +5.849873E+01,  10
1589382540, +2.68,  +7.030, +5.822391E+01,  10
1589383140, +2.69,  +6.981, +6.060737E+01,  10
1589383740, +2.68,  +7.030, +5.974394E+01,  10
1589384340, +2.68,  +7.010, +6.142732E+01,  10
1589384940, +2.68,  +7.020, +6.238239E+01,  10
1589385540, +2.68,  +6.894, +6.132551E+01,  10
1589386140, +2.68,  +6.758, +5.770718E+01,  10
1589386740, +2.68,  +6.952, +5.446197E+01,  10
1589387340, +2.68,  +7.097, +5.767388E+01,  10
1589387940, +2.68,  +7.001, +6.061610E+01,  10
1589388540, +2.68,  +6.797, +6.118940E+01,  10
1589389140, +2.68,  +6.991, +6.239135E+01,  10
1589389740, +2.68,  +7.097, +6.038897E+01,  10
1589390340, +2.68,  +7.020, +5.963324E+01,  10
1589390940, +2.68,  +6.943, +6.086482E+01,  10
1589391540, +2.68,  +7.039, +5.552620E+01,  10
1589392140, +2.68,  +7.165, +5.583945E+01,  10
1589392740, +2.68,  +7.165, +5.181211E+01,  10
1589393340, +2.68,  +7.251, +6.141967E+01,  10
1589393940, +2.68,  +7.097, +6.103392E+01,  10
1589394540, +2.68,  +6.797, +6.140451E+01,  10
1589395140, +2.68,  +6.952, +5.344887E+01,  10
1589395740, +2.68,  +7.107, +5.884299E+01,  10
1589396340, +2.68,  +6.943, +5.952247E+01,  10
1589396940, +2.68,  +6.768, +5.795866E+01,  10
1589397540, +2.68,  +7.136, +5.683839E+01,  10
1589398140, +2.68,  +7.242, +5.543411E+01,  10
1589398740, +2.68,  +7.136, +5.803559E+01,  10
1589399340, +2.68,  +6.952, +6.010878E+01,  10
1589399940, +2.68,  +7.010, +5.432195E+01,  10
1589400540, +2.68,  +7.078, +6.018863E+01,  10
1589401140, +2.68,  +6.904, +5.631270E+01,  10
1589401740, +2.68,  +7.155, +5.502899E+01,  10
1589402340, +2.68,  +7.030, +6.047670E+01,  10
1589402940, +2.68,  +6.991, +6.140375E+01,  10
1589403540, +2.69,  +6.807, +5.908650E+01,  10
1589404140, +2.68,  +7.088, +6.056220E+01,  10
1589404740, +2.68,  +6.768, +6.034457E+01,  10
1589405340, +2.69,  +6.962, +5.945503E+01,  10
1589405940, +2.68,  +6.836, +5.926479E+01,  10
1589406540, +2.68,  +6.962, +5.744851E+01,  10
1589407140, +2.68,  +7.184, +5.809178E+01,  10
1589407740, +2.69,  +7.030, +5.960430E+01,  10
1589408340, +2.68,  +7.097, +5.638765E+01,  10
1589408940, +2.68,  +7.145, +6.132964E+01,  10
1589409540, +2.68,  +7.088, +5.615401E+01,  10
1589410140, +2.68,  +6.962, +5.765252E+01,  10
1589410740, +2.68,  +6.680, +6.257898E+01,  10
1589411340, +2.68,  +6.884, +5.782132E+01,  10
1589411940, +2.69,  +7.059, +5.830551E+01,  10
1589412540, +2.68,  +7.145, +5.971668E+01,  10
1589413140, +2.68,  +7.010, +5.854076E+01,  10
1589413740, +2.68,  +6.972, +5.546289E+01,  10
1589414340, +2.68,  +7.194, +5.319801E+01,  10
1589414940, +2.68,  +7.116, +6.036003E+01,  10
1589415540, +2.68,  +6.991, +5.783694E+01,  10
1589416140, +2.68,  +6.981, +5.687835E+01,  10
1589416740, +2.68,  +7.222, +5.829396E+01,  10
1589417340, +2.68,  +7.097, +5.936263E+01,  10
1589417940, +2.68,  +7.136, +5.685714E+01,  10
1589418540, +2.68,  +6.855, +5.629716E+01,  10
1589419140, +2.68,  +6.787, +5.931233E+01,  10
1589419740, +2.68,  +6.991, +6.260860E+01,  10
1589420340, +2.68,  +6.981, +5.798346E+01,  10
1589420940, +2.68,  +7.107, +5.353262E+01,  10
1589421540, +2.68,  +6.855, +5.736247E+01,  10
1589422140, +2.68,  +7.078, +5.661248E+01,  10
1589422740, +2.68,  +7.165, +5.241595E+01,  10
1589423340, +2.68,  +7.088, +5.599409E+01,  10
1589423940, +2.68,  +7.001, +5.663162E+01,  10
1589424540, +2.68,  +6.943, +5.129530E+01,  10
1589425140, +2.68,  +7.020, +5.773834E+01,  10
1589425740, +2.68,  +7.039, +5.226836E+01,  10
1589426340, +2.68,  +7.126, +5.522359E+01,  10
1589426940, +2.68,  +7.030, +5.409161E+01,  10
1589427540, +2.68,  +6.729, +5.459923E+01,  10
1589428140, +2.68,  +7.001, +5.001106E+01,  10
1589428740, +2.68,  +7.097, +5.314779E+01,  10
1589429340, +2.68,  +7.039, +5.539438E+01,  10
1589429940, +2.68,  +6.826, +5.760468E+01,  10
1589430540, +2.68,  +6.933, +4.983353E+01,  10
1589431140, +2.68,  +7.010, +5.634937E+01,  10
1589431740, +2.68,  +7.088, +5.018697E+01,  10
1589432340, +2.68,  +6.991, +4.754760E+01,  10
1589432940, +2.68,  +7.097, +5.764265E+01,  10
1589433540, +2.68,  +6.981, +5.394264E+01,  10
1589434140, +2.68,  +6.894, +5.347827E+01,  10
1589434740, +2.68,  +6.933, +5.422780E+01,  10
1589435340, +2.68,  +7.097, +5.268940E+01,  10
1589435940, +2.68,  +7.010, +5.276725E+01,  10
1589436540, +2.68,  +6.991, +5.449420E+01,  10
1589437140, +2.68,  +6.923, +5.241044E+01,  10
1589437740, +2.68,  +7.030, +5.292793E+01,  10
1589438340, +2.68,  +7.039, +4.468768E+01,  10
1589438940, +2.68,  +7.020, +4.932652E+01,  10
1589439540, +2.68,  +6.972, +4.309056E+01,  10
1589440140, +2.68,  +6.972, +5.911437E+01,  10
1589440740, +2.68,  +6.981, +5.092900E+01,  10
1589441340, +2.68,  +6.972, +5.528583E+01,  10
1589441940, +2.68,  +6.913, +5.575019E+01,  10
1589442540, +2.68,  +7.030, +5.998316E+01,  10
1589443140, +2.68,  +7.078, +5.231789E+01,  10
1589443740, +2.68,  +7.030, +5.633926E+01,  10
