7377-267594
OS REV: 1.04 Sensor Cal: 1572899216
Time (sec),  Bat (Volts),  T (deg C), Sensor ( ppb), Gain ()
1584224340, +2.92,  +1.599, +6.937921E+01,  10
1584224940, +2.92,  +1.599, +6.963038E+01,  10
1584225540, +2.92,  +1.643, +6.956584E+01,  10
1584226140, +2.92,  +1.632, +6.954050E+01,  10
1584226740, +2.91,  +1.632, +6.946319E+01,  10
1584227340, +2.92,  +1.643, +6.961905E+01,  10
1584227940, +2.92,  +1.621, +6.964010E+01,  10
1584228540, +2.92,  +1.577, +6.930304E+01,  10
1584229140, +2.92,  +1.643, +6.970762E+01,  10
1584229740, +2.92,  +1.632, +6.964416E+01,  10
1584230340, +2.92,  +1.643, +6.941749E+01,  10
1584230940, +2.92,  +1.577, +6.962785E+01,  10
1584231540, +2.92,  +1.643, +6.958092E+01,  10
1584232140, +2.92,  +1.632, +6.949725E+01,  10
1584232740, +2.92,  +1.588, +6.953430E+01,  10
1584233340, +2.92,  +1.643, +6.959379E+01,  10
1584233940, +2.92,  +1.632, +6.930870E+01,  10
1584234540, +2.92,  +1.632, +6.941366E+01,  10
1584235140, +2.92,  +1.632, +6.973143E+01,  10
1584235740, +2.92,  +1.654, +6.922342E+01,  10
1584236340, +2.92,  +1.599, +6.895503E+01,  10
1584236940, +2.92,  +1.621, +6.964163E+01,  10
1584237540, +2.92,  +1.610, +6.929492E+01,  10
1584238140, +2.92,  +1.643, +6.960933E+01,  10
1584238740, +2.92,  +1.665, +6.966437E+01,  10
1584239340, +2.92,  +1.654, +6.948286E+01,  10
1584239940, +2.93,  +1.599, +6.953538E+01,  10
1584240540, +2.92,  +1.610, +6.952849E+01,  10
1584241140, +2.92,  +1.555, +6.956822E+01,  10
1584241740, +2.92,  +1.643, +6.957212E+01,  10
1584242340, +2.91,  +1.632, +6.940639E+01,  10
1584242940, +2.92,  +1.643, +6.959470E+01,  10
1584243540, +2.92,  +1.632, +6.958383E+01,  10
1584244140, +2.92,  +1.599, +6.975853E+01,  10
1584244740, +2.92,  +1.654, +6.959516E+01,  10
1584245340, +2.92,  +1.610, +6.934798E+01,  10
1584245940, +2.92,  +1.654, +6.950001E+01,  10
1584246540, +2.92,  +1.632, +6.956010E+01,  10
1584247140, +2.92,  +1.665, +6.955589E+01,  10
1584247740, +2.92,  +1.643, +6.953117E+01,  10
1584248340, +2.92,  +1.654, +6.947720E+01,  10
1584248940, +2.92,  +1.599, +6.956408E+01,  10
1584249540, +2.92,  +1.632, +6.953599E+01,  10
1584250140, +2.92,  +1.577, +6.946173E+01,  10
1584250740, +2.92,  +1.632, +6.980377E+01,  10
1584251340, +2.92,  +1.610, +6.964362E+01,  10
1584251940, +2.92,  +1.632, +6.978218E+01,  10
1584252540, +2.91,  +1.610, +6.947046E+01,  10
1584253140, +2.91,  +1.610, +6.965059E+01,  10
1584253740, +2.91,  +1.632, +6.953851E+01,  10
1584254340, +2.92,  +1.588, +6.946357E+01,  10
1584254940, +2.91,  +1.610, +6.957641E+01,  10
1584255540, +2.92,  +1.643, +6.954839E+01,  10
1584256140, +2.92,  +1.588, +6.962035E+01,  10
1584256740, +2.92,  +1.610, +6.937982E+01,  10
1584257340, +2.91,  +1.654, +6.951448E+01,  10
1584257940, +2.91,  +1.566, +6.962555E+01,  10
1584258540, +2.92,  +1.632, +6.969851E+01,  10
1584259140, +2.91,  +1.577, +6.944236E+01,  10
1584259740, +2.92,  +1.599, +6.945017E+01,  10
1584260340, +2.91,  +1.610, +6.955727E+01,  10
1584260940, +2.91,  +1.621, +6.991293E+01,  10
1584261540, +2.91,  +1.577, +6.966031E+01,  10
1584262140, +2.92,  +1.621, +6.970295E+01,  10
1584262740, +2.91,  +1.599, +6.984472E+01,  10
1584263340, +2.92,  +1.643, +6.921661E+01,  10
1584263940, +2.91,  +1.610, +6.880522E+01,  10
1584264540, +2.91,  +1.632, +6.961124E+01,  10
1584265140, +2.91,  +1.610, +6.938702E+01,  10
1584265740, +2.91,  +1.610, +6.947888E+01,  10
1584266340, +2.91,  +1.599, +6.941879E+01,  10
1584266940, +2.91,  +1.654, +6.980032E+01,  10
1584267540, +2.91,  +1.643, +6.953790E+01,  10
1584268140, +2.91,  +1.599, +6.975064E+01,  10
1584268740, +2.91,  +1.632, +6.937829E+01,  10
1584269340, +2.91,  +1.632, +6.961116E+01,  10
1584269940, +2.91,  +1.599, +6.968236E+01,  10
1584270540, +2.91,  +1.544, +6.954173E+01,  10
1584271140, +2.91,  +1.632, +6.966728E+01,  10
1584271740, +2.91,  +1.588, +6.970226E+01,  10
1584272340, +2.91,  +1.599, +6.922564E+01,  10
1584272940, +2.91,  +1.599, +6.966161E+01,  10
1584273540, +2.91,  +1.610, +6.903602E+01,  10
1584274140, +2.91,  +1.610, +6.974773E+01,  10
1584274740, +2.91,  +1.610, +6.971474E+01,  10
1584275340, +2.91,  +1.643, +6.961384E+01,  10
1584275940, +2.92,  +1.643, +6.987726E+01,  10
1584276540, +2.91,  +1.643, +6.931850E+01,  10
1584277140, +2.91,  +1.621, +6.948003E+01,  10
1584277740, +2.91,  +1.588, +6.957733E+01,  10
1584278340, +2.91,  +1.610, +6.976672E+01,  10
1584278940, +2.91,  +1.588, +6.962900E+01,  10
1584279540, +2.91,  +1.610, +6.926071E+01,  10
1584280140, +2.91,  +1.544, +6.964331E+01,  10
1584280740, +2.91,  +1.599, +6.976649E+01,  10
1584281340, +2.91,  +1.643, +6.969330E+01,  10
1584281940, +2.91,  +1.566, +6.971681E+01,  10
1584282540, +2.91,  +1.610, +6.972438E+01,  10
1584283140, +2.91,  +1.566, +6.939429E+01,  10
1584283740, +2.91,  +1.599, +6.963298E+01,  10
