Serial Number:20472262 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","Button Up","EOF"
2019-11-07 11:51:28,57.94,14, , , , 
2019-11-07 12:01:28,58.10,14, , , , 
2019-11-07 12:11:28,58.71,14, , , , 
2019-11-07 12:21:28,58.48,14, , , , 
2019-11-07 12:31:28,58.40,14, , , , 
2019-11-07 12:41:28,58.95,14, , , , 
2019-11-07 12:51:28,55.55,15, , , , 
2019-11-07 13:01:28,56.32,15, , , , 
2019-11-07 13:11:28,57.17,15, , , , 
2019-11-07 13:21:28,57.56,15, , , , 
2019-11-07 13:31:28,57.86,15, , , , 
2019-11-07 13:41:28,57.94,15, , , , 
2019-11-07 13:51:28,58.79,15, , , , 
2019-11-07 14:01:28,58.33,15, , , , 
2019-11-07 14:11:28,58.79,15, , , , 
2019-11-07 14:21:28,58.33,15, , , , 
2019-11-07 14:31:28,58.48,14, , , , 
2019-11-07 14:41:28,58.40,14, , , , 
2019-11-07 14:51:28,58.25,14, , , , 
2019-11-07 15:01:28,58.56,14, , , , 
2019-11-07 15:11:28,58.48,14, , , , 
2019-11-07 15:21:28,58.64,14, , , , 
2019-11-07 15:31:28,58.71,14, , , , 
2019-11-07 15:41:28,58.71,14, , , , 
2019-11-07 15:51:28,58.56,14, , , , 
2019-11-07 16:01:28,58.64,12, , , , 
2019-11-07 16:11:28,58.48,14, , , , 
2019-11-07 16:21:28,58.40,0, , , , 
2019-11-07 16:31:28,58.40,0, , , , 
2019-11-07 16:41:28,58.10,0, , , , 
2019-11-07 16:51:28,58.17,0, , , , 
2019-11-07 17:01:28,57.94,0, , , , 
2019-11-07 17:11:28,57.86,0, , , , 
2019-11-07 17:21:28,58.10,0, , , , 
2019-11-07 17:31:28,58.10,0, , , , 
2019-11-07 17:41:28,57.94,0, , , , 
2019-11-07 17:51:28,58.02,0, , , , 
2019-11-07 18:01:28,57.63,0, , , , 
2019-11-07 18:11:28,57.56,0, , , , 
2019-11-07 18:21:28,57.09,0, , , , 
2019-11-07 18:31:28,57.79,0, , , , 
2019-11-07 18:41:28,58.10,0, , , , 
2019-11-07 18:51:28,58.48,0, , , , 
2019-11-07 19:01:28,58.33,0, , , , 
2019-11-07 19:11:28,58.40,0, , , , 
2019-11-07 19:21:28,58.48,0, , , , 
2019-11-07 19:31:28,58.48,0, , , , 
2019-11-07 19:41:28,58.48,0, , , , 
2019-11-07 19:51:28,58.56,0, , , , 
2019-11-07 20:01:28,58.33,0, , , , 
2019-11-07 20:11:28,58.40,0, , , , 
2019-11-07 20:21:28,58.33,0, , , , 
2019-11-07 20:31:28,58.33,0, , , , 
2019-11-07 20:41:28,58.48,0, , , , 
2019-11-07 20:51:28,58.48,0, , , , 
2019-11-07 21:01:28,58.25,0, , , , 
2019-11-07 21:11:28,58.33,0, , , , 
2019-11-07 21:21:28,58.10,0, , , , 
2019-11-07 21:31:28,58.48,0, , , , 
2019-11-07 21:41:28,58.64,0, , , , 
2019-11-07 21:51:28,58.33,0, , , , 
2019-11-07 22:01:28,58.25,0, , , , 
2019-11-07 22:11:28,58.17,0, , , , 
2019-11-07 22:21:28,58.25,0, , , , 
2019-11-07 22:31:28,58.40,0, , , , 
2019-11-07 22:41:28,58.33,0, , , , 
2019-11-07 22:51:28,58.25,0, , , , 
2019-11-07 23:01:28,58.17,0, , , , 
2019-11-07 23:11:28,58.25,0, , , , 
2019-11-07 23:21:28,58.10,0, , , , 
2019-11-07 23:31:28,58.17,0, , , , 
2019-11-07 23:41:28,58.17,0, , , , 
2019-11-07 23:51:28,58.25,0, , , , 
2019-11-08 00:01:28,58.02,0, , , , 
2019-11-08 00:11:28,58.02,0, , , , 
2019-11-08 00:21:28,57.94,0, , , , 
2019-11-08 00:31:28,58.10,0, , , , 
2019-11-08 00:41:28,58.02,0, , , , 
2019-11-08 00:51:28,58.02,0, , , , 
2019-11-08 01:01:28,58.02,0, , , , 
2019-11-08 01:11:28,58.02,0, , , , 
2019-11-08 01:21:28,58.02,0, , , , 
2019-11-08 01:31:28,57.94,0, , , , 
2019-11-08 01:41:28,57.86,0, , , , 
2019-11-08 01:51:28,57.94,0, , , , 
2019-11-08 02:01:28,58.02,0, , , , 
2019-11-08 02:11:28,57.86,0, , , , 
2019-11-08 02:21:28,57.86,0, , , , 
2019-11-08 02:31:28,57.94,0, , , , 
2019-11-08 02:41:28,57.94,0, , , , 
2019-11-08 02:51:28,57.79,0, , , , 
2019-11-08 03:01:28,57.94,0, , , , 
2019-11-08 03:11:28,57.86,0, , , , 
2019-11-08 03:21:28,57.86,0, , , , 
2019-11-08 03:31:28,58.02,0, , , , 
2019-11-08 03:41:28,57.94,0, , , , 
2019-11-08 03:51:28,57.86,0, , , , 
2019-11-08 04:01:28,57.86,0, , , , 
2019-11-08 04:11:28,57.71,0, , , , 
2019-11-08 04:21:28,57.79,0, , , , 
2019-11-08 04:31:28,57.71,0, , , , 
2019-11-08 04:41:28,57.86,0, , , , 
2019-11-08 04:51:28,57.71,0, , , , 
2019-11-08 05:01:28,57.86,0, , , , 
2019-11-08 05:11:28,57.71,0, , , , 
2019-11-08 05:21:28,57.86,0, , , , 
2019-11-08 05:31:28,57.79,0, , , , 
2019-11-08 05:41:28,57.56,0, , , , 
2019-11-08 05:51:28,57.25,0, , , , 
2019-11-08 06:01:28,57.17,0, , , , 
2019-11-08 06:11:28,57.17,0, , , , 
2019-11-08 06:21:28,57.09,0, , , , 
2019-11-08 06:31:28,57.25,0, , , , 
2019-11-08 06:41:28,57.25,0, , , , 
2019-11-08 06:51:28,57.25,0, , , , 
2019-11-08 07:01:28,57.32,0, , , , 
2019-11-08 07:11:28,57.32,0, , , , 
2019-11-08 07:21:28,57.32,0, , , , 
