Serial Number:20472268 --

"Date Time, GMT -0500","Temp, (*F)","Intensity, ( lum/ft2)","Button Down","Button Up","Host Connect","EOF"
2020-05-22 14:27:59,68.44,26, , , , 
2020-05-22 14:37:59,68.06,11, , , , 
2020-05-22 14:47:59,67.59,11, , , , 
2020-05-22 14:57:59,67.52,11, , , , 
2020-05-22 15:07:59,67.36,11, , , , 
2020-05-22 15:17:59,67.44,10, , , , 
2020-05-22 15:27:59,67.44,10, , , , 
2020-05-22 15:37:59,69.76,1, , , , 
2020-05-22 15:47:59,71.53,490, , , , 
2020-05-22 15:57:59,50.76,0, , , , 
2020-05-22 16:07:59,40.18,0, , , , 
2020-05-22 16:17:59,40.10,0, , , , 
2020-05-22 16:27:59,40.10,0, , , , 
2020-05-22 16:37:59,39.95,0, , , , 
2020-05-22 16:47:59,40.03,0, , , , 
2020-05-22 16:57:59,40.03,0, , , , 
2020-05-22 17:07:59,39.95,0, , , , 
2020-05-22 17:17:59,39.95,0, , , , 
2020-05-22 17:27:59,39.95,0, , , , 
2020-05-22 17:37:59,40.10,0, , , , 
2020-05-22 17:47:59,39.95,0, , , , 
2020-05-22 17:57:59,40.10,0, , , , 
2020-05-22 18:07:59,39.95,0, , , , 
2020-05-22 18:17:59,40.10,0, , , , 
2020-05-22 18:27:59,40.10,0, , , , 
2020-05-22 18:37:59,39.95,0, , , , 
2020-05-22 18:47:59,40.18,0, , , , 
2020-05-22 18:57:59,40.03,0, , , , 
2020-05-22 19:07:59,40.03,0, , , , 
2020-05-22 19:17:59,40.10,0, , , , 
2020-05-22 19:27:59,39.95,0, , , , 
2020-05-22 19:37:59,39.95,0, , , , 
2020-05-22 19:47:59,39.95,0, , , , 
2020-05-22 19:57:59,39.95,0, , , , 
2020-05-22 20:07:59,40.03,0, , , , 
2020-05-22 20:17:59,40.03,0, , , , 
2020-05-22 20:27:59,40.10,0, , , , 
2020-05-22 20:37:59,40.03,0, , , , 
2020-05-22 20:47:59,39.95,0, , , , 
2020-05-22 20:57:59,39.95,0, , , , 
2020-05-22 21:07:59,40.03,0, , , , 
2020-05-22 21:17:59,40.10,0, , , , 
2020-05-22 21:27:59,40.18,0, , , , 
2020-05-22 21:37:59,40.03,0, , , , 
2020-05-22 21:47:59,40.03,0, , , , 
2020-05-22 21:57:59,40.03,0, , , , 
2020-05-22 22:07:59,40.03,0, , , , 
2020-05-22 22:17:59,39.95,0, , , , 
2020-05-22 22:27:59,39.95,0, , , , 
2020-05-22 22:37:59,39.95,0, , , , 
2020-05-22 22:47:59,39.95,0, , , , 
2020-05-22 22:57:59,40.03,0, , , , 
2020-05-22 23:07:59,40.03,0, , , , 
2020-05-22 23:17:59,40.03,0, , , , 
2020-05-22 23:27:59,40.03,0, , , , 
2020-05-22 23:37:59,39.95,0, , , , 
2020-05-22 23:47:59,40.03,0, , , , 
