Serial Number:20472264 --

"Date Time, GMT -0500","Temp, (*F)","Intensity, ( lum/ft2)","Button Down","Button Up","Host Connect","EOF"
2020-05-22 14:26:48,70.68,43, , , , 
2020-05-22 14:36:48,70.68,44, , , , 
2020-05-22 14:46:48,70.76,43, , , , 
2020-05-22 14:56:48,70.84,43, , , , 
2020-05-22 15:06:48,70.91,43, , , , 
2020-05-22 15:16:48,70.91,42, , , , 
2020-05-22 15:26:48,70.99,42, , , , 
2020-05-22 15:36:48,71.69,5, , , , 
2020-05-22 15:46:48,71.76,265, , , , 
2020-05-22 15:56:48,74.70,666, , , , 
2020-05-22 16:06:48,58.71,136, , , , 
2020-05-22 16:16:48,58.33,139, , , , 
2020-05-22 16:26:48,58.33,137, , , , 
2020-05-22 16:36:48,58.79,224, , , , 
2020-05-22 16:46:48,58.71,184, , , , 
2020-05-22 16:56:48,58.56,267, , , , 
2020-05-22 17:06:48,58.79,189, , , , 
2020-05-22 17:16:48,58.95,145, , , , 
2020-05-22 17:26:48,57.86,107, , , , 
2020-05-22 17:36:48,58.56,70, , , , 
2020-05-22 17:46:48,57.94,54, , , , 
2020-05-22 17:56:48,58.25,67, , , , 
2020-05-22 18:06:48,58.02,41, , , , 
2020-05-22 18:16:48,58.95,44, , , , 
2020-05-22 18:26:48,58.17,34, , , , 
2020-05-22 18:36:48,58.48,34, , , , 
2020-05-22 18:46:48,58.17,40, , , , 
2020-05-22 18:56:48,58.25,32, , , , 
2020-05-22 19:06:48,58.71,21, , , , 
2020-05-22 19:16:48,58.48,19, , , , 
2020-05-22 19:26:48,58.56,15, , , , 
2020-05-22 19:36:48,58.79,12, , , , 
2020-05-22 19:46:48,58.40,10, , , , 
2020-05-22 19:56:48,58.48,5, , , , 
2020-05-22 20:06:48,58.17,4, , , , 
2020-05-22 20:16:48,58.48,2, , , , 
2020-05-22 20:26:48,58.40,1, , , , 
2020-05-22 20:36:48,58.33,1, , , , 
2020-05-22 20:46:48,58.10,0, , , , 
2020-05-22 20:56:48,58.40,0, , , , 
2020-05-22 21:06:48,58.17,0, , , , 
2020-05-22 21:16:48,58.56,0, , , , 
2020-05-22 21:26:48,58.56,0, , , , 
2020-05-22 21:36:48,58.64,0, , , , 
2020-05-22 21:46:48,58.56,0, , , , 
2020-05-22 21:56:48,58.71,0, , , , 
2020-05-22 22:06:48,58.33,0, , , , 
2020-05-22 22:16:48,58.48,0, , , , 
2020-05-22 22:26:48,58.40,0, , , , 
2020-05-22 22:36:48,58.25,0, , , , 
2020-05-22 22:46:48,58.33,0, , , , 
2020-05-22 22:56:48,58.64,0, , , , 
2020-05-22 23:06:48,58.64,0, , , , 
2020-05-22 23:16:48,58.48,0, , , , 
2020-05-22 23:26:48,58.48,0, , , , 
2020-05-22 23:36:48,58.48,0, , , , 
2020-05-22 23:46:48,58.56,0, , , , 
2020-05-22 23:56:48,58.48,0, , , , 
2020-05-23 00:06:48,58.40,0, , , , 
2020-05-23 00:16:48,58.33,0, , , , 
2020-05-23 00:26:48,58.33,0, , , , 
2020-05-23 00:36:48,58.40,0, , , , 
2020-05-23 00:46:48,58.48,0, , , , 
2020-05-23 00:56:48,58.48,0, , , , 
2020-05-23 01:06:48,58.64,0, , , , 
2020-05-23 01:16:48,58.56,0, , , , 
2020-05-23 01:26:48,58.48,0, , , , 
2020-05-23 01:36:48,58.48,0, , , , 
2020-05-23 01:46:48,58.56,0, , , , 
2020-05-23 01:56:48,58.56,0, , , , 
2020-05-23 02:06:48,58.48,0, , , , 
2020-05-23 02:16:48,58.48,0, , , , 
2020-05-23 02:26:48,58.48,0, , , , 
2020-05-23 02:36:48,58.40,0, , , , 
2020-05-23 02:46:48,58.48,0, , , , 
2020-05-23 02:56:48,58.48,0, , , , 
2020-05-23 03:06:48,58.40,0, , , , 
2020-05-23 03:16:48,58.40,0, , , , 
2020-05-23 03:26:48,58.48,0, , , , 
2020-05-23 03:36:48,58.56,0, , , , 
2020-05-23 03:46:48,58.48,0, , , , 
2020-05-23 03:56:48,58.56,0, , , , 
2020-05-23 04:06:48,58.56,0, , , , 
2020-05-23 04:16:48,58.56,0, , , , 
2020-05-23 04:26:48,58.40,0, , , , 
2020-05-23 04:36:48,58.40,0, , , , 
2020-05-23 04:46:48,58.40,0, , , , 
2020-05-23 04:56:48,58.48,0, , , , 
2020-05-23 05:06:48,58.56,0, , , , 
2020-05-23 05:16:48,58.56,1, , , , 
2020-05-23 05:26:48,58.48,1, , , , 
2020-05-23 05:36:48,58.56,2, , , , 
2020-05-23 05:46:48,58.48,4, , , , 
2020-05-23 05:56:48,58.56,5, , , , 
2020-05-23 06:06:48,58.56,8, , , , 
2020-05-23 06:16:48,58.56,9, , , , 
2020-05-23 06:26:48,58.48,12, , , , 
2020-05-23 06:36:48,58.48,15, , , , 
2020-05-23 06:46:48,58.48,23, , , , 
2020-05-23 06:56:48,58.48,32, , , , 
2020-05-23 07:06:48,58.48,35, , , , 
2020-05-23 07:16:48,58.48,40, , , , 
2020-05-23 07:26:48,58.40,36, , , , 
2020-05-23 07:36:48,58.56,44, , , , 
2020-05-23 07:46:48,58.56,40, , , , 
2020-05-23 07:56:48,58.56,55, , , , 
2020-05-23 08:06:48,58.48,70, , , , 
2020-05-23 08:16:48,58.79,67, , , , 
2020-05-23 08:26:48,58.48,102, , , , 
2020-05-23 08:36:48,58.87,118, , , , 
2020-05-23 08:46:48,58.48,66, , , , 
2020-05-23 08:56:48,58.71,108, , , , 
2020-05-23 09:06:48,58.56,85, , , , 
2020-05-23 09:16:48,58.71,131, , , , 
2020-05-23 09:26:48,58.56,152, , , , 
2020-05-23 09:36:48,58.71,185, , , , 
2020-05-23 09:46:48,58.64,125, , , , 
2020-05-23 09:56:48,58.56,155, , , , 
2020-05-23 10:06:48,58.71,215, , , , 
2020-05-23 10:16:48,58.71,130, , , , 
2020-05-23 10:26:48,59.02,146, , , , 
2020-05-23 10:36:48,59.25,151, , , , 
2020-05-23 10:46:48,58.95,164, , , , 
2020-05-23 10:56:48,58.87,105, , , , 
2020-05-23 11:06:48,58.25,142, , , , 
2020-05-23 11:16:48,58.79,95, , , , 
2020-05-23 11:26:48,58.56,177, , , , 
2020-05-23 11:36:48,59.18,169, , , , 
2020-05-23 11:46:48,58.48,140, , , , 
2020-05-23 11:56:48,59.02,219, , , , 
2020-05-23 12:06:48,58.17,198, , , , 
2020-05-23 12:16:48,58.71,216, , , , 
2020-05-23 12:26:48,59.10,240, , , , 
2020-05-23 12:36:48,58.95,258, , , , 
2020-05-23 12:46:48,59.56,156, , , , 
2020-05-23 12:56:48,59.25,167, , , , 
2020-05-23 13:06:48,59.41,129, , , , 
2020-05-23 13:16:48,59.41,225, , , , 
2020-05-23 13:26:48,59.41,235, , , , 
2020-05-23 13:36:48,59.02,229, , , , 
2020-05-23 13:46:48,59.10,121, , , , 
2020-05-23 13:56:48,58.71,143, , , , 
2020-05-23 14:06:48,58.79,117, , , , 
2020-05-23 14:16:48,59.49,473, , , , 
2020-05-23 14:26:48,59.33,236, , , , 
2020-05-23 14:36:48,59.72,183, , , , 
2020-05-23 14:46:48,59.33,244, , , , 
2020-05-23 14:56:48,59.56,156, , , , 
2020-05-23 15:06:48,59.25,196, , , , 
2020-05-23 15:16:48,59.10,202, , , , 
2020-05-23 15:26:48,58.64,153, , , , 
2020-05-23 15:36:48,58.87,111, , , , 
2020-05-23 15:46:48,59.56,69, , , , 
2020-05-23 15:56:48,59.49,98, , , , 
2020-05-23 16:06:48,60.03,83, , , , 
2020-05-23 16:16:48,60.18,73, , , , 
2020-05-23 16:26:48,58.95,64, , , , 
2020-05-23 16:36:48,58.56,73, , , , 
2020-05-23 16:46:48,59.56,95, , , , 
2020-05-23 16:56:48,59.33,102, , , , 
2020-05-23 17:06:48,59.64,125, , , , 
2020-05-23 17:16:48,59.10,91, , , , 
2020-05-23 17:26:48,59.33,76, , , , 
2020-05-23 17:36:48,59.18,95, , , , 
2020-05-23 17:46:48,59.18,93, , , , 
2020-05-23 17:56:48,59.02,66, , , , 
2020-05-23 18:06:48,59.72,73, , , , 
2020-05-23 18:16:48,59.56,47, , , , 
2020-05-23 18:26:48,59.64,41, , , , 
2020-05-23 18:36:48,58.95,34, , , , 
2020-05-23 18:46:48,59.33,34, , , , 
2020-05-23 18:56:48,59.25,36, , , , 
2020-05-23 19:06:48,59.25,31, , , , 
2020-05-23 19:16:48,59.33,26, , , , 
2020-05-23 19:26:48,59.49,20, , , , 
2020-05-23 19:36:48,59.33,14, , , , 
2020-05-23 19:46:48,59.33,10, , , , 
2020-05-23 19:56:48,59.25,6, , , , 
2020-05-23 20:06:48,59.49,4, , , , 
2020-05-23 20:16:48,59.41,3, , , , 
2020-05-23 20:26:48,58.95,2, , , , 
2020-05-23 20:36:48,59.25,1, , , , 
2020-05-23 20:46:48,59.33,0, , , , 
2020-05-23 20:56:48,59.49,0, , , , 
2020-05-23 21:06:48,59.33,0, , , , 
2020-05-23 21:16:48,59.18,0, , , , 
2020-05-23 21:26:48,59.10,0, , , , 
2020-05-23 21:36:48,59.33,0, , , , 
2020-05-23 21:46:48,59.56,0, , , , 
2020-05-23 21:56:48,59.64,0, , , , 
2020-05-23 22:06:48,59.41,0, , , , 
2020-05-23 22:16:48,59.49,0, , , , 
2020-05-23 22:26:48,59.25,0, , , , 
2020-05-23 22:36:48,59.33,0, , , , 
2020-05-23 22:46:48,59.25,0, , , , 
2020-05-23 22:56:48,59.33,0, , , , 
2020-05-23 23:06:48,59.18,0, , , , 
2020-05-23 23:16:48,59.25,0, , , , 
2020-05-23 23:26:48,59.41,0, , , , 
2020-05-23 23:36:48,59.49,0, , , , 
2020-05-23 23:46:48,59.41,0, , , , 
2020-05-23 23:56:48,59.41,0, , , , 
2020-05-24 00:06:48,59.25,0, , , , 
2020-05-24 00:16:48,59.49,0, , , , 
2020-05-24 00:26:48,59.25,0, , , , 
2020-05-24 00:36:48,59.33,0, , , , 
2020-05-24 00:46:48,59.33,0, , , , 
2020-05-24 00:56:48,59.33,0, , , , 
2020-05-24 01:06:48,59.41,0, , , , 
2020-05-24 01:16:48,59.41,0, , , , 
2020-05-24 01:26:48,59.33,0, , , , 
2020-05-24 01:36:48,59.41,0, , , , 
2020-05-24 01:46:48,59.41,0, , , , 
2020-05-24 01:56:48,59.41,0, , , , 
2020-05-24 02:06:48,59.41,0, , , , 
2020-05-24 02:16:48,59.33,0, , , , 
2020-05-24 02:26:48,59.25,0, , , , 
2020-05-24 02:36:48,59.25,0, , , , 
2020-05-24 02:46:48,59.41,0, , , , 
2020-05-24 02:56:48,59.41,0, , , , 
2020-05-24 03:06:48,59.33,0, , , , 
2020-05-24 03:16:48,59.33,0, , , , 
2020-05-24 03:26:48,59.33,0, , , , 
2020-05-24 03:36:48,59.41,0, , , , 
2020-05-24 03:46:48,59.33,0, , , , 
2020-05-24 03:56:48,59.49,0, , , , 
2020-05-24 04:06:48,59.49,0, , , , 
2020-05-24 04:16:48,59.41,0, , , , 
2020-05-24 04:26:48,59.33,0, , , , 
2020-05-24 04:36:48,59.33,0, , , , 
2020-05-24 04:46:48,59.33,0, , , , 
2020-05-24 04:56:48,59.33,0, , , , 
2020-05-24 05:06:48,59.25,0, , , , 
2020-05-24 05:16:48,59.41,1, , , , 
2020-05-24 05:26:48,59.33,3, , , , 
2020-05-24 05:36:48,59.41,6, , , , 
2020-05-24 05:46:48,59.49,8, , , , 
2020-05-24 05:56:48,59.49,11, , , , 
2020-05-24 06:06:48,59.49,16, , , , 
2020-05-24 06:16:48,59.49,23, , , , 
2020-05-24 06:26:48,59.41,30, , , , 
2020-05-24 06:36:48,59.41,35, , , , 
2020-05-24 06:46:48,59.41,40, , , , 
2020-05-24 06:56:48,59.41,50, , , , 
2020-05-24 07:06:48,59.41,49, , , , 
2020-05-24 07:16:48,59.49,33, , , , 
2020-05-24 07:26:48,59.49,39, , , , 
2020-05-24 07:36:48,59.49,65, , , , 
2020-05-24 07:46:48,59.49,79, , , , 
2020-05-24 07:56:48,59.49,52, , , , 
2020-05-24 08:06:48,59.49,103, , , , 
2020-05-24 08:16:48,59.72,87, , , , 
2020-05-24 08:26:48,59.64,77, , , , 
2020-05-24 08:36:48,59.56,73, , , , 
2020-05-24 08:46:48,59.49,74, , , , 
2020-05-24 08:56:48,59.49,92, , , , 
2020-05-24 09:06:48,59.64,171, , , , 
2020-05-24 09:16:48,59.72,158, , , , 
2020-05-24 09:26:48,59.87,305, , , , 
2020-05-24 09:36:48,59.79,308, , , , 
2020-05-24 09:46:48,59.95,243, , , , 
2020-05-24 09:56:48,60.03,330, , , , 
2020-05-24 10:06:48,59.87,273, , , , 
2020-05-24 10:16:48,59.72,336, , , , 
2020-05-24 10:26:48,60.26,400, , , , 
2020-05-24 10:36:48,59.95,329, , , , 
2020-05-24 10:46:48,60.03,167, , , , 
2020-05-24 10:56:48,60.10,138, , , , 
2020-05-24 11:06:48,59.72,180, , , , 
2020-05-24 11:16:48,59.18,97, , , , 
2020-05-24 11:26:48,59.79,140, , , , 
2020-05-24 11:36:48,59.95,247, , , , 
2020-05-24 11:46:48,59.79,222, , , , 
2020-05-24 11:56:48,59.95,205, , , , 
2020-05-24 12:06:48,60.26,173, , , , 
2020-05-24 12:16:48,60.18,261, , , , 
2020-05-24 12:26:48,60.49,302, , , , 
2020-05-24 12:36:48,59.25,210, , , , 
2020-05-24 12:46:48,60.34,232, , , , 
2020-05-24 12:56:48,59.79,218, , , , 
2020-05-24 13:06:48,60.18,468, , , , 
2020-05-24 13:16:48,60.88,481, , , , 
2020-05-24 13:26:48,60.26,404, , , , 
2020-05-24 13:36:48,60.18,146, , , , 
2020-05-24 13:46:48,61.03,754, , , , 
2020-05-24 13:56:48,60.34,663, , , , 
2020-05-24 14:06:48,60.10,668, , , , 
2020-05-24 14:16:48,60.88,645, , , , 
2020-05-24 14:26:48,60.72,475, , , , 
2020-05-24 14:36:48,61.03,648, , , , 
2020-05-24 14:46:48,61.11,242, , , , 
2020-05-24 14:56:48,61.34,682, , , , 
2020-05-24 15:06:48,60.49,523, , , , 
2020-05-24 15:16:48,61.34,564, , , , 
2020-05-24 15:26:48,60.49,193, , , , 
2020-05-24 15:36:48,60.80,191, , , , 
2020-05-24 15:46:48,60.64,185, , , , 
2020-05-24 15:56:48,60.95,267, , , , 
2020-05-24 16:06:48,60.03,177, , , , 
2020-05-24 16:16:48,59.95,256, , , , 
2020-05-24 16:26:48,60.72,105, , , , 
2020-05-24 16:36:48,61.34,155, , , , 
2020-05-24 16:46:48,61.18,384, , , , 
2020-05-24 16:56:48,61.49,323, , , , 
2020-05-24 17:06:48,60.88,417, , , , 
2020-05-24 17:16:48,60.49,178, , , , 
