Serial Number:20472262 --

"Date Time, GMT -0500","Temp, (*F)","Intensity, ( lum/ft2)","Button Down","Button Up","Host Connect","EOF"
2020-05-22 14:27:12,70.68,43, , , , 
2020-05-22 14:37:12,70.61,39, , , , 
2020-05-22 14:47:12,70.53,38, , , , 
2020-05-22 14:57:12,70.61,38, , , , 
2020-05-22 15:07:12,70.68,38, , , , 
2020-05-22 15:17:12,70.68,38, , , , 
2020-05-22 15:27:12,70.68,37, , , , 
2020-05-22 15:37:12,71.69,11, , , , 
2020-05-22 15:47:12,72.54,843, , , , 
2020-05-22 15:57:12,75.08,704, , , , 
2020-05-22 16:07:12,53.08,65, , , , 
2020-05-22 16:17:12,52.23,70, , , , 
2020-05-22 16:27:12,52.07,65, , , , 
2020-05-22 16:37:12,52.38,93, , , , 
2020-05-22 16:47:12,52.38,94, , , , 
2020-05-22 16:57:12,52.54,219, , , , 
2020-05-22 17:07:12,52.46,117, , , , 
2020-05-22 17:17:12,52.54,128, , , , 
2020-05-22 17:27:12,52.23,45, , , , 
2020-05-22 17:37:12,52.77,35, , , , 
2020-05-22 17:47:12,52.23,25, , , , 
2020-05-22 17:57:12,52.38,32, , , , 
2020-05-22 18:07:12,52.38,22, , , , 
2020-05-22 18:17:12,52.46,21, , , , 
2020-05-22 18:27:12,52.00,15, , , , 
2020-05-22 18:37:12,52.38,17, , , , 
2020-05-22 18:47:12,52.46,19, , , , 
2020-05-22 18:57:12,52.23,15, , , , 
2020-05-22 19:07:12,52.46,10, , , , 
2020-05-22 19:17:12,52.46,9, , , , 
2020-05-22 19:27:12,52.30,7, , , , 
2020-05-22 19:37:12,52.46,6, , , , 
2020-05-22 19:47:12,52.07,5, , , , 
2020-05-22 19:57:12,52.23,2, , , , 
2020-05-22 20:07:12,52.46,2, , , , 
2020-05-22 20:17:12,52.30,1, , , , 
2020-05-22 20:27:12,52.23,1, , , , 
2020-05-22 20:37:12,52.46,0, , , , 
2020-05-22 20:47:12,52.54,0, , , , 
2020-05-22 20:57:12,52.46,0, , , , 
2020-05-22 21:07:12,52.30,0, , , , 
2020-05-22 21:17:12,52.30,0, , , , 
2020-05-22 21:27:12,52.23,0, , , , 
2020-05-22 21:37:12,52.30,0, , , , 
2020-05-22 21:47:12,52.30,0, , , , 
2020-05-22 21:57:12,52.38,0, , , , 
2020-05-22 22:07:12,52.38,0, , , , 
2020-05-22 22:17:12,52.54,0, , , , 
2020-05-22 22:27:12,52.46,0, , , , 
2020-05-22 22:37:12,52.30,0, , , , 
2020-05-22 22:47:12,52.30,0, , , , 
2020-05-22 22:57:12,52.23,0, , , , 
2020-05-22 23:07:12,52.23,0, , , , 
2020-05-22 23:17:12,52.15,0, , , , 
2020-05-22 23:27:12,52.38,0, , , , 
2020-05-22 23:37:12,52.38,0, , , , 
2020-05-22 23:47:12,52.38,0, , , , 
2020-05-22 23:57:12,52.38,0, , , , 
2020-05-23 00:07:12,52.30,0, , , , 
2020-05-23 00:17:12,52.46,0, , , , 
2020-05-23 00:27:12,52.46,0, , , , 
2020-05-23 00:37:12,52.46,0, , , , 
2020-05-23 00:47:12,52.38,0, , , , 
2020-05-23 00:57:12,52.38,0, , , , 
2020-05-23 01:07:12,52.30,0, , , , 
2020-05-23 01:17:12,52.46,0, , , , 
2020-05-23 01:27:12,52.38,0, , , , 
2020-05-23 01:37:12,52.38,0, , , , 
2020-05-23 01:47:12,52.30,0, , , , 
2020-05-23 01:57:12,52.46,0, , , , 
2020-05-23 02:07:12,52.46,0, , , , 
2020-05-23 02:17:12,52.46,0, , , , 
2020-05-23 02:27:12,52.38,0, , , , 
2020-05-23 02:37:12,52.54,0, , , , 
2020-05-23 02:47:12,52.38,0, , , , 
2020-05-23 02:57:12,52.38,0, , , , 
2020-05-23 03:07:12,52.30,0, , , , 
2020-05-23 03:17:12,52.38,0, , , , 
2020-05-23 03:27:12,52.38,0, , , , 
2020-05-23 03:37:12,52.38,0, , , , 
2020-05-23 03:47:12,52.38,0, , , , 
2020-05-23 03:57:12,52.38,0, , , , 
2020-05-23 04:07:12,52.46,0, , , , 
2020-05-23 04:17:12,52.30,0, , , , 
2020-05-23 04:27:12,52.38,0, , , , 
2020-05-23 04:37:12,52.46,0, , , , 
2020-05-23 04:47:12,52.38,0, , , , 
2020-05-23 04:57:12,52.38,0, , , , 
2020-05-23 05:07:12,52.46,0, , , , 
2020-05-23 05:17:12,52.46,0, , , , 
2020-05-23 05:27:12,52.46,1, , , , 
2020-05-23 05:37:12,52.38,1, , , , 
2020-05-23 05:47:12,52.38,2, , , , 
2020-05-23 05:57:12,52.38,2, , , , 
2020-05-23 06:07:12,52.38,4, , , , 
2020-05-23 06:17:12,52.46,4, , , , 
2020-05-23 06:27:12,52.46,6, , , , 
2020-05-23 06:37:12,52.46,7, , , , 
2020-05-23 06:47:12,52.46,11, , , , 
2020-05-23 06:57:12,52.46,16, , , , 
2020-05-23 07:07:12,52.46,17, , , , 
2020-05-23 07:17:12,52.54,19, , , , 
2020-05-23 07:27:12,52.54,17, , , , 
2020-05-23 07:37:12,52.46,21, , , , 
2020-05-23 07:47:12,52.46,20, , , , 
2020-05-23 07:57:12,52.38,26, , , , 
2020-05-23 08:07:12,52.54,33, , , , 
2020-05-23 08:17:12,52.54,33, , , , 
2020-05-23 08:27:12,52.38,50, , , , 
2020-05-23 08:37:12,52.61,57, , , , 
2020-05-23 08:47:12,52.46,28, , , , 
2020-05-23 08:57:12,52.61,53, , , , 
2020-05-23 09:07:12,52.38,39, , , , 
2020-05-23 09:17:12,52.38,66, , , , 
2020-05-23 09:27:12,52.69,77, , , , 
2020-05-23 09:37:12,52.61,97, , , , 
2020-05-23 09:47:12,52.61,56, , , , 
2020-05-23 09:57:12,52.77,81, , , , 
2020-05-23 10:07:12,52.54,96, , , , 
2020-05-23 10:17:12,52.77,64, , , , 
2020-05-23 10:27:12,52.38,70, , , , 
2020-05-23 10:37:12,52.38,74, , , , 
2020-05-23 10:47:12,51.76,80, , , , 
2020-05-23 10:57:12,52.46,50, , , , 
2020-05-23 11:07:12,52.15,65, , , , 
2020-05-23 11:17:12,52.77,44, , , , 
2020-05-23 11:27:12,52.77,95, , , , 
2020-05-23 11:37:12,53.23,74, , , , 
2020-05-23 11:47:12,52.54,63, , , , 
2020-05-23 11:57:12,53.00,125, , , , 
2020-05-23 12:07:12,52.61,104, , , , 
2020-05-23 12:17:12,52.61,106, , , , 
2020-05-23 12:27:12,52.77,139, , , , 
2020-05-23 12:37:12,52.61,396, , , , 
2020-05-23 12:47:12,52.46,72, , , , 
2020-05-23 12:57:12,52.61,82, , , , 
2020-05-23 13:07:12,52.77,62, , , , 
2020-05-23 13:17:12,52.84,149, , , , 
2020-05-23 13:27:12,53.00,118, , , , 
2020-05-23 13:37:12,52.38,112, , , , 
2020-05-23 13:47:12,52.46,58, , , , 
2020-05-23 13:57:12,52.92,68, , , , 
2020-05-23 14:07:12,52.54,60, , , , 
2020-05-23 14:17:12,53.31,224, , , , 
2020-05-23 14:27:12,53.08,119, , , , 
2020-05-23 14:37:12,52.92,96, , , , 
2020-05-23 14:47:12,53.39,126, , , , 
2020-05-23 14:57:12,52.84,68, , , , 
2020-05-23 15:07:12,52.30,97, , , , 
2020-05-23 15:17:12,52.38,99, , , , 
2020-05-23 15:27:12,52.92,71, , , , 
2020-05-23 15:37:12,53.00,52, , , , 
2020-05-23 15:47:12,53.00,32, , , , 
2020-05-23 15:57:12,52.84,46, , , , 
2020-05-23 16:07:12,52.84,42, , , , 
2020-05-23 16:17:12,52.46,33, , , , 
2020-05-23 16:27:12,52.61,32, , , , 
2020-05-23 16:37:12,52.54,35, , , , 
2020-05-23 16:47:12,52.77,46, , , , 
2020-05-23 16:57:12,53.15,48, , , , 
2020-05-23 17:07:12,52.92,58, , , , 
2020-05-23 17:17:12,52.77,42, , , , 
2020-05-23 17:27:12,53.15,36, , , , 
2020-05-23 17:37:12,52.92,46, , , , 
2020-05-23 17:47:12,52.92,43, , , , 
2020-05-23 17:57:12,52.84,32, , , , 
2020-05-23 18:07:12,52.77,35, , , , 
2020-05-23 18:17:12,52.84,22, , , , 
2020-05-23 18:27:12,52.69,19, , , , 
2020-05-23 18:37:12,53.08,16, , , , 
2020-05-23 18:47:12,53.15,16, , , , 
2020-05-23 18:57:12,52.77,17, , , , 
2020-05-23 19:07:12,52.61,14, , , , 
2020-05-23 19:17:12,52.77,12, , , , 
2020-05-23 19:27:12,53.39,9, , , , 
